File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_containsFeature,amazon_transcription_cleaned_adjacentTokens,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,amazon_transcription_cleaned_Alignments,amazon_transcription_cleaned_preFeature_errorCount,amazon_transcription_cleaned_preFeature_WER,amazon_transcription_cleaned_postFeature_errorCount,amazon_transcription_cleaned_postFeature_WER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_containsFeature,deepspeech_transcription_cleaned_adjacentTokens,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_transcription_cleaned_Alignments,deepspeech_transcription_cleaned_preFeature_errorCount,deepspeech_transcription_cleaned_preFeature_WER,deepspeech_transcription_cleaned_postFeature_errorCount,deepspeech_transcription_cleaned_postFeature_WER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_containsFeature,google_transcription_cleaned_adjacentTokens,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_transcription_cleaned_Alignments,google_transcription_cleaned_preFeature_errorCount,google_transcription_cleaned_preFeature_WER,google_transcription_cleaned_postFeature_errorCount,google_transcription_cleaned_postFeature_WER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_containsFeature,IBMWatson_transcription_cleaned_adjacentTokens,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_transcription_cleaned_Alignments,IBMWatson_transcription_cleaned_preFeature_errorCount,IBMWatson_transcription_cleaned_preFeature_WER,IBMWatson_transcription_cleaned_postFeature_errorCount,IBMWatson_transcription_cleaned_postFeature_WER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_containsFeature,microsoft_transcription_cleaned_adjacentTokens,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER,microsoft_transcription_cleaned_Alignments,microsoft_transcription_cleaned_preFeature_errorCount,microsoft_transcription_cleaned_preFeature_WER,microsoft_transcription_cleaned_postFeature_errorCount,microsoft_transcription_cleaned_postFeature_WER
VLD_se0_ag3_m_01_2,1675,VLD_se0_ag3_m_01,2071.0232,2073.4749,2.4517,1,1,1,"I said now RD-NAME-2 done had a stroke, she still getting it.",12,4.894562956,11.20006787,10.91,7,12,I said now RD-NAME-2 ,4,"had a stroke, she still getting it.",7,i said now done had a stroke she still getting it,11,i said now ,3,had a stroke she still getting it,7,I said now I know how to stroke she's still getting it.,12,i said now i know how to stroke she 's still getting it,0,-7,13,0.454545455,"[('i', 'i'), ('said', 'said'), ('now', 'now'), ('-', 'i'), ('done', 'know'), ('had', 'how'), ('a', 'to'), ('stroke', 'stroke'), ('she', 'she'), ('-', ""'s""), ('still', 'still'), ('getting', 'getting'), ('it', 'it')]",1,0.333333333,3,0.428571429,no anatomist it,3,no anatomist it,0,-7,3,0.909090909,"[('i', '-'), ('said', '-'), ('now', '-'), ('done', '-'), ('had', '-'), ('a', '-'), ('stroke', '-'), ('she', '-'), ('still', 'no'), ('getting', 'anatomist'), ('it', 'it')]",3,1,6,0.857142857,-70.78936768,"you know how to store, she still getting",8,you know how to store she still getting,0,-7,8,0.727272727,"[('i', '-'), ('said', '-'), ('now', 'you'), ('done', 'know'), ('had', 'how'), ('a', 'to'), ('stroke', 'store'), ('she', 'she'), ('still', 'still'), ('getting', 'getting'), ('it', '-')]",3,1,4,0.571428571,0.709572732,you know had a stroke she see %HESITATION gave ,9,you know had a stroke she see gave,0,-7,8,0.636363636,"[('i', '-'), ('said', '-'), ('now', 'you'), ('done', 'know'), ('had', 'had'), ('a', 'a'), ('stroke', 'stroke'), ('she', 'she'), ('still', '-'), ('getting', 'see'), ('it', 'gave')]",3,1,3,0.428571429,0.64,I said I know had a stroke. She still getting it.,11,i said i know had a stroke she still getting it,0,-7,11,0.181818182,"[('i', 'i'), ('said', 'said'), ('now', 'i'), ('done', 'know'), ('had', 'had'), ('a', 'a'), ('stroke', 'stroke'), ('she', 'she'), ('still', 'still'), ('getting', 'getting'), ('it', 'it')]",1,0.333333333,0,0
VLD_se0_ag3_m_02_1,268,VLD_se0_ag3_m_02,401.0238,402.9309,1.9071,1,0,1,"uh, schooling was done, and how",7,3.670494468,20.22167583,20.08,42.5,6,"uh, schooling was ",3, and how,2,uh schooling was done and how,6,uh schooling was ,3,and how,2,Schooling was done and how.,5,schooling was done and how,1,1,5,0.166666667,"[('uh', '-'), ('schooling', 'schooling'), ('was', 'was'), ('done', 'done'), ('and', 'and'), ('how', 'how')]",1,0.333333333,0,0,school was done and how,5,school was done and how,1,1,5,0.333333333,"[('uh', '-'), ('schooling', 'school'), ('was', 'was'), ('done', 'done'), ('and', 'and'), ('how', 'how')]",2,0.666666667,0,0,-29.87707329,schooling was done and how,5,schooling was done and how,1,1,5,0.166666667,"[('uh', '-'), ('schooling', 'schooling'), ('was', 'was'), ('done', 'done'), ('and', 'and'), ('how', 'how')]",1,0.333333333,0,0,0.955362678,schooling was done and how ,5,schooling was done and how,1,1,5,0.166666667,"[('uh', '-'), ('schooling', 'schooling'), ('was', 'was'), ('done', 'done'), ('and', 'and'), ('how', 'how')]",1,0.333333333,0,0,0.82,Schooling was done and how?,5,schooling was done and how,1,1,5,0.166666667,"[('uh', '-'), ('schooling', 'schooling'), ('was', 'was'), ('done', 'done'), ('and', 'and'), ('how', 'how')]",1,0.333333333,0,0
VLD_se0_ag3_m_02_1,1493,VLD_se0_ag3_m_02,1947.9519,1951.2346,3.2827,1,0,1,started a- a week after I got done with high school.,13,3.960154751,28.11943044,27.73,38,11,started a- a week after I got ,7,with high school.,3,started a a week after i got done with high school,11,started a a week after i got ,7,with high school,3,Started a week after I got dealing with high school.,10,started a week after i got dealing with high school,0,-7,10,0.181818182,"[('started', 'started'), ('a', '-'), ('a', 'a'), ('week', 'week'), ('after', 'after'), ('i', 'i'), ('got', 'got'), ('done', 'dealing'), ('with', 'with'), ('high', 'high'), ('school', 'school')]",1,0.142857143,0,0,started a week after i get the whitish,8,started a week after i get the whitish,0,-7,8,0.545454545,"[('started', 'started'), ('a', '-'), ('a', 'a'), ('week', 'week'), ('after', 'after'), ('i', 'i'), ('got', '-'), ('done', '-'), ('with', 'get'), ('high', 'the'), ('school', 'whitish')]",2,0.285714286,3,1,-78.08966827,Started a week after I got done with high school.,10,started a week after i got done with high school,1,1,10,0.090909091,"[('started', 'started'), ('a', '-'), ('a', 'a'), ('week', 'week'), ('after', 'after'), ('i', 'i'), ('got', 'got'), ('done', 'done'), ('with', 'with'), ('high', 'high'), ('school', 'school')]",1,0.142857143,0,0,0.960982502,started %HESITATION a week after I got done with high school ,11,started a week after i got done with high school,1,1,10,0.090909091,"[('started', 'started'), ('a', '-'), ('a', 'a'), ('week', 'week'), ('after', 'after'), ('i', 'i'), ('got', 'got'), ('done', 'done'), ('with', 'with'), ('high', 'high'), ('school', 'school')]",1,0.142857143,0,0,0.91,Started a week after I got done with high school.,10,started a week after i got done with high school,1,1,10,0.090909091,"[('started', 'started'), ('a', '-'), ('a', 'a'), ('week', 'week'), ('after', 'after'), ('i', 'i'), ('got', 'got'), ('done', 'done'), ('with', 'with'), ('high', 'high'), ('school', 'school')]",1,0.142857143,0,0
VLD_se0_ag3_m_02_1,1781,VLD_se0_ag3_m_02,2350.9927,2354.5738,3.5811,1,0,1,if you realize that you're not d- being done fairly because,16,4.467900924,20.14397853,19.9,7,11,if you realize that you're not d- being ,8,fairly because,2,if you realize that you 're not d being done fairly because,12,if you realize that you 're not d being ,9,fairly because,2,If you realize that you're not being done fairly because.,10,if you realize that you 're not being done fairly because,1,1,11,0.083333333,"[('if', 'if'), ('you', 'you'), ('realize', 'realize'), ('that', 'that'), ('you', 'you'), (""'re"", ""'re""), ('not', 'not'), ('d', '-'), ('being', 'being'), ('done', 'done'), ('fairly', 'fairly'), ('because', 'because')]",1,0.111111111,0,0,you realize that you're not being done fairly because,9,you realize that you 're not being done fairly because,1,1,10,0.166666667,"[('if', '-'), ('you', 'you'), ('realize', 'realize'), ('that', 'that'), ('you', 'you'), (""'re"", ""'re""), ('not', 'not'), ('d', '-'), ('being', 'being'), ('done', 'done'), ('fairly', 'fairly'), ('because', 'because')]",2,0.222222222,0,0,-45.0417099,if you realize that you're not being done fairly because,10,if you realize that you 're not being done fairly because,1,1,11,0.083333333,"[('if', 'if'), ('you', 'you'), ('realize', 'realize'), ('that', 'that'), ('you', 'you'), (""'re"", ""'re""), ('not', 'not'), ('d', '-'), ('being', 'being'), ('done', 'done'), ('fairly', 'fairly'), ('because', 'because')]",1,0.111111111,0,0,0.956108451,if you realize that you're not being done fairly because ,10,if you realize that you 're not being done fairly because,1,1,11,0.083333333,"[('if', 'if'), ('you', 'you'), ('realize', 'realize'), ('that', 'that'), ('you', 'you'), (""'re"", ""'re""), ('not', 'not'), ('d', '-'), ('being', 'being'), ('done', 'done'), ('fairly', 'fairly'), ('because', 'because')]",1,0.111111111,0,0,0.71,If you realize that you're not being done fairly because.,10,if you realize that you 're not being done fairly because,1,1,11,0.083333333,"[('if', 'if'), ('you', 'you'), ('realize', 'realize'), ('that', 'that'), ('you', 'you'), (""'re"", ""'re""), ('not', 'not'), ('d', '-'), ('being', 'being'), ('done', 'done'), ('fairly', 'fairly'), ('because', 'because')]",1,0.111111111,0,0
VLD_se0_ag3_m_03_1,1406,VLD_se0_ag3_m_03,1687.7653,1689.2624,1.4971,1,0,1,I'll have all this other stuff done about-,10,6.679580522,9.027926608,9,4.75,8,I'll have all this other stuff ,6,about-,1,i 'll have all this other stuff done about,9,i 'll have all this other stuff ,7,about,1,I have all this other stuff done about.,8,i have all this other stuff done about,1,1,8,0.111111111,"[('i', 'i'), (""'ll"", '-'), ('have', 'have'), ('all', 'all'), ('this', 'this'), ('other', 'other'), ('stuff', 'stuff'), ('done', 'done'), ('about', 'about')]",1,0.142857143,0,0,the otto,2,the otto,0,-7,2,1,"[('i', '-'), (""'ll"", '-'), ('have', '-'), ('all', '-'), ('this', '-'), ('other', '-'), ('stuff', '-'), ('done', 'the'), ('about', 'otto')]",7,1,1,1,-46.87798309,,,,,-7,,,,,,,,0,I have all of those the the ,7,i have all of those the the,0,-7,7,0.666666667,"[('i', 'i'), (""'ll"", '-'), ('have', 'have'), ('all', 'all'), ('this', '-'), ('other', 'of'), ('stuff', 'those'), ('done', 'the'), ('about', 'the')]",4,0.571428571,1,1,0.62,I have all this other stuff done.,7,i have all this other stuff done,1,0,7,0.222222222,"[('i', 'i'), (""'ll"", '-'), ('have', 'have'), ('all', 'all'), ('this', 'this'), ('other', 'other'), ('stuff', 'stuff'), ('done', 'done'), ('about', '-')]",1,0.142857143,1,1
VLD_se0_ag3_m_03_1,1428,VLD_se0_ag3_m_03,1709.9822,1714.8623,4.8801,1,0,1,I'll just have to lock them doors and- and- and be done with it and just take orders in drive through. ,22,4.508104342,11.94039355,11.88,8.5,21,I'll just have to lock them doors and- and- and be ,11,with it and just take orders in drive through. ,9,i 'll just have to lock them doors and and and be done with it and just take orders in drive through,22,i 'll just have to lock them doors and and and be ,12,with it and just take orders in drive through,9,"I just had a lot of them does and be done with him, just take orders and draft.",18,i just had a lot of them does and be done with him just take orders and draft,1,1,18,0.590909091,"[('i', 'i'), (""'ll"", '-'), ('just', 'just'), ('have', '-'), ('to', 'had'), ('lock', 'a'), ('them', 'lot'), ('doors', 'of'), ('and', 'them'), ('and', 'does'), ('and', 'and'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', '-'), ('and', 'him'), ('just', 'just'), ('take', 'take'), ('orders', 'orders'), ('in', '-'), ('drive', 'and'), ('through', 'draft')]",8,0.666666667,5,0.555555556,and the one with the table ordered,7,and the one with the table ordered,0,-7,7,0.909090909,"[('i', '-'), (""'ll"", '-'), ('just', '-'), ('have', '-'), ('to', '-'), ('lock', '-'), ('them', '-'), ('doors', '-'), ('and', '-'), ('and', '-'), ('and', 'and'), ('be', 'the'), ('done', 'one'), ('with', 'with'), ('it', '-'), ('and', '-'), ('just', '-'), ('take', '-'), ('orders', '-'), ('in', 'the'), ('drive', 'table'), ('through', 'ordered')]",11,0.916666667,8,0.888888889,-90.32784271,I'm dozing in and be done with it. Didn't take orders in drive-thru.,13,i 'm dozing in and be done with it did n't take orders in drive-thru,1,1,15,0.590909091,"[('i', 'i'), (""'ll"", '-'), ('just', '-'), ('have', '-'), ('to', '-'), ('lock', '-'), ('them', '-'), ('doors', ""'m""), ('and', 'dozing'), ('and', 'in'), ('and', 'and'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it'), ('and', 'did'), ('just', ""n't""), ('take', 'take'), ('orders', 'orders'), ('in', 'in'), ('drive', '-'), ('through', 'drive-thru')]",9,0.75,4,0.444444444,0.848571539,%HESITATION that a lot of those and and and be done with it did take orders and drafts and ,19,that a lot of those and and and be done with it did take orders and drafts and,1,1,18,0.590909091,"[('i', '-'), (""'ll"", '-'), ('just', '-'), ('have', 'that'), ('to', 'a'), ('lock', 'lot'), ('them', 'of'), ('doors', 'those'), ('and', 'and'), ('and', 'and'), ('and', 'and'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it'), ('and', '-'), ('just', 'did'), ('take', 'take'), ('orders', 'orders'), ('in', 'and'), ('drive', 'drafts'), ('through', 'and')]",8,0.666666667,5,0.555555556,0.66,I did that in Latin and those and and and be done with it. Just take orders and drive through.,20,i did that in latin and those and and and be done with it just take orders and drive through,1,1,20,0.409090909,"[('i', 'i'), (""'ll"", '-'), ('just', 'did'), ('have', 'that'), ('to', 'in'), ('lock', 'latin'), ('them', 'and'), ('doors', 'those'), ('and', 'and'), ('and', 'and'), ('and', 'and'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it'), ('and', '-'), ('just', 'just'), ('take', 'take'), ('orders', 'orders'), ('in', 'and'), ('drive', 'drive'), ('through', 'through')]",7,0.583333333,2,0.222222222
VLD_se0_ag3_m_03_1,1780,VLD_se0_ag3_m_03,2152.8499,2155.124,2.2741,1,0,1,"You get all the dishes done, I'll let you go.",11,4.837078405,8.053059406,7.96,6,10,You get all the dishes ,5, I'll let you go.,4,you get all the dishes done i 'll let you go,11,you get all the dishes ,5,i 'll let you go,5,"You get all the dishes done, I'll let you go.",10,you get all the dishes done i 'll let you go,1,1,11,0,"[('you', 'you'), ('get', 'get'), ('all', 'all'), ('the', 'the'), ('dishes', 'dishes'), ('done', 'done'), ('i', 'i'), (""'ll"", ""'ll""), ('let', 'let'), ('you', 'you'), ('go', 'go')]",0,0,0,0,get out of the vision i let you go,9,get out of the vision i let you go,0,-7,9,0.545454545,"[('you', '-'), ('get', 'get'), ('all', 'out'), ('the', 'of'), ('dishes', 'the'), ('done', 'vision'), ('i', 'i'), (""'ll"", '-'), ('let', 'let'), ('you', 'you'), ('go', 'go')]",4,0.8,1,0.2,-57.66855621,You get all the dishes done. I'll let you go.,10,you get all the dishes done i 'll let you go,1,1,11,0,"[('you', 'you'), ('get', 'get'), ('all', 'all'), ('the', 'the'), ('dishes', 'dishes'), ('done', 'done'), ('i', 'i'), (""'ll"", ""'ll""), ('let', 'let'), ('you', 'you'), ('go', 'go')]",0,0,0,0,0.887776375,you get all of this is done I'll let you go ,11,you get all of this is done i 'll let you go,1,0,12,0.272727273,"[('you', 'you'), ('get', 'get'), ('all', 'all'), ('-', 'of'), ('the', 'this'), ('dishes', 'is'), ('done', 'done'), ('i', 'i'), (""'ll"", ""'ll""), ('let', 'let'), ('you', 'you'), ('go', 'go')]",3,0.6,0,0,0.64,You get all the dishes done. I'll let you go.,10,you get all the dishes done i 'll let you go,1,1,11,0,"[('you', 'you'), ('get', 'get'), ('all', 'all'), ('the', 'the'), ('dishes', 'dishes'), ('done', 'done'), ('i', 'i'), (""'ll"", ""'ll""), ('let', 'let'), ('you', 'you'), ('go', 'go')]",0,0,0,0
VLD_se0_ag3_m_03_1,2186,VLD_se0_ag3_m_03,2657.0317,2658.4102,1.3785,1,0,1,and been done with it. ,5,3.627130939,10.68858678,10.55,25.75,5,and been ,2,with it. ,2,and been done with it,5,and been ,2,with it,2,I've been done with it.,5,i 've been done with it,1,1,6,0.4,"[('-', 'i'), ('and', ""'ve""), ('been', 'been'), ('done', 'done'), ('with', 'with'), ('it', 'it')]",2,1,0,0,to ,1,to,0,-7,1,1,"[('and', '-'), ('been', '-'), ('done', '-'), ('with', '-'), ('it', 'to')]",2,1,2,1,-10.46254539,Coming down with it.,4,coming down with it,0,-7,4,0.6,"[('and', '-'), ('been', 'coming'), ('done', 'down'), ('with', 'with'), ('it', 'it')]",2,1,0,0,0.590488076,%HESITATION ,1,,,-7,,,,,,,,0.81,I've been done with it.,5,i 've been done with it,1,1,6,0.4,"[('-', 'i'), ('and', ""'ve""), ('been', 'been'), ('done', 'done'), ('with', 'with'), ('it', 'it')]",2,1,0,0
VLD_se0_ag3_m_03_1,2423,VLD_se0_ag3_m_03,2976.2497,2978.8751,2.6254,1,0,1,and just put Florida close to Atlanta. Be done with it.,15,5.713415099,11.62717963,11.26,10.75,11,and just put Florida close to Atlanta. Be ,8,with it.,2,and just put florida close to atlanta be done with it,11,and just put florida close to atlanta be ,8,with it,2,And just put florida close to Atlanta be done with it.,11,and just put florida close to atlanta be done with it,1,1,11,0,"[('and', 'and'), ('just', 'just'), ('put', 'put'), ('florida', 'florida'), ('close', 'close'), ('to', 'to'), ('atlanta', 'atlanta'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it')]",0,0,0,0,this put flotation,3,this put flotation,0,-7,3,0.909090909,"[('and', '-'), ('just', 'this'), ('put', 'put'), ('florida', '-'), ('close', '-'), ('to', '-'), ('atlanta', '-'), ('be', '-'), ('done', '-'), ('with', '-'), ('it', 'flotation')]",7,0.875,2,1,-108.63414,"And just put Florida, close to Atlanta, be done with.",10,and just put florida close to atlanta be done with,1,1,10,0.090909091,"[('and', 'and'), ('just', 'just'), ('put', 'put'), ('florida', 'florida'), ('close', 'close'), ('to', 'to'), ('atlanta', 'atlanta'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', '-')]",0,0,1,0.5,0.972435951,and just put Florida close till nine and be done with it ,12,and just put florida close till nine and be done with it,1,1,12,0.272727273,"[('and', 'and'), ('just', 'just'), ('put', 'put'), ('florida', 'florida'), ('close', 'close'), ('-', 'till'), ('to', 'nine'), ('atlanta', 'and'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it')]",3,0.375,0,0,0.47,And just put Florida close to Atlanta be done with it.,11,and just put florida close to atlanta be done with it,1,1,11,0,"[('and', 'and'), ('just', 'just'), ('put', 'put'), ('florida', 'florida'), ('close', 'close'), ('to', 'to'), ('atlanta', 'atlanta'), ('be', 'be'), ('done', 'done'), ('with', 'with'), ('it', 'it')]",0,0,0,0
VLD_se0_ag4_f_01_1,772,VLD_se0_ag4_f_01,1058.7052,1059.4072,0.702,1,0,1,I've done.,2,2.849002849,51.91980019,35.8,20,2,I've ,1,,0,i 've done,3,i 've ,2,,0,I've done.,2,i 've done,1,1,3,0,"[('i', 'i'), (""'ve"", ""'ve""), ('done', 'done')]",0,0,0,0,the,1,the,0,-7,1,1,"[('i', '-'), (""'ve"", '-'), ('done', 'the')]",2,1,0,0,-4.038356781,I've done.,2,i 've done,1,1,3,0,"[('i', 'i'), (""'ve"", ""'ve""), ('done', 'done')]",0,0,0,0,0.692209303,then ,1,then,0,-7,1,1,"[('i', '-'), (""'ve"", '-'), ('done', 'then')]",2,1,0,0,0.3,I've done.,2,i 've done,1,1,3,0,"[('i', 'i'), (""'ve"", ""'ve""), ('done', 'done')]",0,0,0,0
VLD_se0_ag4_f_01_1,1647,VLD_int_01,2167.4285,2170.2775,2.849,1,0,1,"in life that you feel like you haven't done, that you wanna do?",15,5.265005265,17.60168201,16.27,8.25,13,in life that you feel like you haven't ,8, that you wanna do?,4,in life that you feel like you have n't done that you want to do,15,in life that you feel like you have n't ,9,that you want to do,5,Yeah Have it one.,4,yeah have it one,0,-7,4,0.933333333,"[('in', '-'), ('life', '-'), ('that', '-'), ('you', '-'), ('feel', '-'), ('like', '-'), ('you', 'yeah'), ('have', 'have'), (""n't"", '-'), ('done', '-'), ('that', '-'), ('you', '-'), ('want', '-'), ('to', 'it'), ('do', 'one')]",8,0.888888889,5,1,you have it that you wanted to,7,you have it that you wanted to,0,-7,7,0.666666667,"[('in', '-'), ('life', '-'), ('that', '-'), ('you', '-'), ('feel', '-'), ('like', '-'), ('you', 'you'), ('have', 'have'), (""n't"", '-'), ('done', 'it'), ('that', 'that'), ('you', 'you'), ('want', 'wanted'), ('to', 'to'), ('do', '-')]",7,0.777777778,2,0.4,-50.0104599,,,,,-7,,,,,,,,0,in life that you feel like you have and then if you want to do ,15,in life that you feel like you have and then if you want to do,0,-7,15,0.2,"[('in', 'in'), ('life', 'life'), ('that', 'that'), ('you', 'you'), ('feel', 'feel'), ('like', 'like'), ('you', 'you'), ('have', 'have'), (""n't"", 'and'), ('done', 'then'), ('that', 'if'), ('you', 'you'), ('want', 'want'), ('to', 'to'), ('do', 'do')]",1,0.111111111,1,0.2,0.59,Life that you feel like you have.,7,life that you feel like you have,0,-7,7,0.533333333,"[('in', '-'), ('life', 'life'), ('that', 'that'), ('you', 'you'), ('feel', 'feel'), ('like', 'like'), ('you', 'you'), ('have', 'have'), (""n't"", '-'), ('done', '-'), ('that', '-'), ('you', '-'), ('want', '-'), ('to', '-'), ('do', '-')]",2,0.222222222,5,1
VLD_se0_ag4_f_01_1,2044,VLD_se0_ag4_f_01,2711.666,2718.426,6.76,2,0,1,hope you'll slow down some. I- I know you trying to get this graduate school thing done. I- I wanna get that done and out the way.,31,4.585798817,28.17768646,26.32,10,27,hope you'll slow down some. I- I know you trying to get this graduate school thing ,16, I- I wanna get that done and out the way.,10,hope you 'll slow down some i i know you trying to get this graduate school thing done i i want to get that done and out the way,29,hope you 'll slow down some i i know you trying to get this graduate school thing ,17,i i want to get that done and out the way,11,I hope youll slow down some I I know you're trying to get this graduate school thing done. I want to get that done and that the way.,28,i hope youll slow down some i i know you 're trying to get this graduate school thing done i want to get that done and that the way,1,,29,0.206896552,"[('hope', 'i'), ('you', 'hope'), (""'ll"", 'youll'), ('slow', 'slow'), ('down', 'down'), ('some', 'some'), ('i', 'i'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'that'), ('the', 'the'), ('way', 'way')]",4,0.235294118,2,0.181818182,roared,1,roared,0,,1,1,"[('hope', '-'), ('you', '-'), (""'ll"", '-'), ('slow', '-'), ('down', '-'), ('some', '-'), ('i', '-'), ('i', '-'), ('know', '-'), ('you', '-'), ('trying', '-'), ('to', '-'), ('get', '-'), ('this', '-'), ('graduate', '-'), ('school', '-'), ('thing', '-'), ('done', '-'), ('i', '-'), ('i', '-'), ('want', '-'), ('to', '-'), ('get', '-'), ('that', '-'), ('done', '-'), ('and', '-'), ('out', '-'), ('the', '-'), ('way', 'roared')]",17,1,11,1,-49.7641449,I hope you'll slow down some. I know you trying to get this Gregory school thing done. I want to get that done and out the way.,27,i hope you 'll slow down some i know you trying to get this gregory school thing done i want to get that done and out the way,1,,28,0.137931034,"[('-', 'i'), ('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('some', 'some'), ('i', '-'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'gregory'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'out'), ('the', 'the'), ('way', 'way')]",3,0.176470588,1,0.090909091,0.927671313,hope you'll slow down from %HESITATION I know you're trying to get this graduate school thing done I'm I want to get that done and that way ,27,hope you 'll slow down from i know you 're trying to get this graduate school thing done i 'm i want to get that done and that way,1,,29,0.206896552,"[('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('some', '-'), ('i', 'from'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', 'i'), ('-', ""'m""), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', '-'), ('the', 'that'), ('way', 'way')]",3,0.176470588,3,0.272727273,0.78,"Hope you'll slow down, so I'm I. I know you're trying to get this Graduate School thing done. I want to get that done and out the way.",28,hope you 'll slow down so i 'm i i know you 're trying to get this graduate school thing done i want to get that done and out the way,1,,31,0.172413793,"[('hope', 'hope'), ('you', 'you'), (""'ll"", ""'ll""), ('slow', 'slow'), ('down', 'down'), ('-', 'so'), ('-', 'i'), ('some', ""'m""), ('i', 'i'), ('i', 'i'), ('know', 'know'), ('you', 'you'), ('-', ""'re""), ('trying', 'trying'), ('to', 'to'), ('get', 'get'), ('this', 'this'), ('graduate', 'graduate'), ('school', 'school'), ('thing', 'thing'), ('done', 'done'), ('i', '-'), ('i', 'i'), ('want', 'want'), ('to', 'to'), ('get', 'get'), ('that', 'that'), ('done', 'done'), ('and', 'and'), ('out', 'out'), ('the', 'the'), ('way', 'way')]",4,0.235294118,1,0.090909091
