File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
DCA_se3_ag1_f_03_1,784,DCA_se3_ag1_f_03,918.904,922.1074,3.2034,"She said, oh no, you ain't gonna trick me like this. Oh no.",1,1,you,trick,you_ain't_trick,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,She,"said,",oh,"no,",you,ain't ,gonna,trick,me,like,this.,Oh,no.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,896,DCA_se3_ag1_f_03,1053.2634,1054.8488,1.5854,"and I ain't feel like doing nothing,",1,1,I,feel,I_ain't_feel,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,I,ain't ,feel,like,doing,"nothing,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,1501,DCA_se3_ag1_f_03,1791.9488,1794.9553,3.0065,"Looked like the bed was all made up, and my mother ain't never",1,1,mother,constituentboundary,mother_ain't_constituentboundary,Noun,ConstituentBoundary,Noun_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Looked,like,the,bed,was,all,made,"up,",and,my,mother,ain't ,never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,1558,DCA_se3_ag1_f_03,1871.0353,1872.9926,1.9573,"They said, RD-NAME-2 ain't dead girl.",1,1,RD-NAME,dead,RD-NAME_ain't_dead,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,"said,",RD-NAME-2,ain't ,dead,girl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,1580,DCA_se3_ag1_f_03,1905.3753,1907.1379,1.7626,Ain't nobody never knowed I went out.,1,1,nobody,knowed,nobody_ain't_knowed,PronounIndefinite,VerbPastParticiple,PronounIndefinite_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,nobody,never,knowed,I,went,out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,1632,DCA_se3_ag1_f_03,1966.0281,1968.9459,2.9178,"And I ain't hear her, and I kept on talking to myself.",1,1,I,hear,I_ain't_hear,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,I,ain't ,hear,"her,",and,I,kept,on,talking,to,myself.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_03_1,1640,DCA_se3_ag1_f_03,1976.093,1977.8136,1.7206,So ain't no use for you trying.,1,1,constituentboundary,use,constituentboundary_ain't_use,ConstituentBoundary,Noun,ConstituentBoundary_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,ain't ,no,use,for,you,trying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_04_1,796,DCA_se3_ag1_f_04,865.477,866.7663,1.2893,I ain't never hardly do nothing but,1,1,I,do,I_ain't_do,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,never,hardly,do,nothing,but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_f_04_1,1128,DCA_se3_ag1_f_04,1247.8818,1249.1944,1.3126,I ain't never hear 'em talk about me.,1,1,I,hear,I_ain't_hear,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,never,hear,'em,talk,about,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_05_1,1037,DCA_se3_ag1_m_05,1160.2776,1161.7203,1.4427,Since there ain't I guess I gotta go.,1,1,there,constituentboundary,there_ain't_constituentboundary,PronounNonReferential,ConstituentBoundary,PronounNonReferential_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Since,there,ain't ,I,guess,I,gotta,go.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,224,DCA_se3_ag1_m_06,238.5037,240.7815,2.2778,I ain't particularly care for baseball too much either.,1,1,I,care,I_ain't_care,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,particularly,care,for,baseball,too,much,either.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,228,DCA_se3_ag1_m_06,244.5021,246.1616,1.6595,So I ain't care too much for baseball.,1,1,I,care,I_ain't_care,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,I,ain't ,care,too,much,for,baseball.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag1_m_06_1,1033,DCA_se3_ag1_m_06,1097.5088,1099.4346,1.9258,"I don't have- I ain't have a lot of friends but um,",1,1,I,have,I_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,have-,I,ain't ,have,a,lot,of,friends,but,"um,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se3_ag3_m_03_1,661,DCA_se3_ag3_m_03,900.8133,903.7604,2.9471,"Ain't nobody there particularly cares about turkey, so",1,1,nobody,there,nobody_ain't_there,PronounIndefinite,Adverb,PronounIndefinite_ain't_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,nobody,there,particularly,cares,about,"turkey,",so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,289,DCB_se1_ag1_f_01,364.6292,368.3506,3.7214,"So I ain't know nothing about it, so my mother's like, you know, go to SYP, sign up for them",1,1,I,know,I_ain't_know,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,I,ain't ,know,nothing,about,"it,",so,my,mother's,"like,",you,"know,",go,to,"SYP,",sign,up,for,them,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,394,DCB_se1_ag1_f_01,493.721,494.5464,0.8254,I ain't go that long.,1,1,I,go,I_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,go,that,long.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,928,DCB_se1_ag1_f_01,1121.6798,1125.2594,3.5796,And then we started playing with each other cause I ain't- We- We ain't had no friends when we was little either.,2,2,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,then,we,started,playing,with,each,other,cause,I,ain't-,We-,We,ain't,had,no,friends,when,we,was,little,either.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,928,DCB_se1_ag1_f_01,1121.6798,1125.2594,3.5796,And then we started playing with each other cause I ain't- We- We ain't had no friends when we was little either.,2,2,we,had,we_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,then,we,started,playing,with,each,other,cause,I,ain't-,We-,We,ain't ,had,no,friends,when,we,was,little,either.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,971,DCB_se1_ag1_f_01,1176.6766,1180.2241,3.5475,"Cause I like walking, so I be walking around Kenilworth. Like, ain't nobody gonna do nothing to me.",1,1,nobody,do,nobody_ain't_do,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,I,like,"walking,",so,I,be,walking,around,Kenilworth.,"Like,",ain't ,nobody,gonna,do,nothing,to,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1063,DCB_se1_ag1_f_01,1287.423,1288.197,0.774,I ain't doing that.,1,1,I,doing,I_ain't_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,doing,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1432,DCB_se1_ag1_f_01,1735.6286,1739.3962,3.7676,"I knew she was- she was probably gonna pocket it, cause how come you ain't put it in the drawer yet?",1,1,you,put,you_ain't_put,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,knew,she,was-,she,was,probably,gonna,pocket,"it,",cause,how,come,you,ain't ,put,it,in,the,drawer,yet?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_01_1,1459,DCB_int_01,1778.1881,1783.212,5.0239,"I ain't want you to have like, Most Wanted: RD-NAME-2 on the sign. You can't walk in the store or something. Okay.",1,1,I,want,I_ain't_want,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,want,you,to,have,"like,",Most,Wanted:,RD-NAME-2,on,the,sign.,You,can't,walk,in,the,store,or,something.,Okay.,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,716,DCB_int_01,962.6465,964.1338,1.4873,I'm surprised you ain't tell them to shut up.,1,1,you,tell,you_ain't_tell,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I'm,surprised,you,ain't ,tell,them,to,shut,up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,722,DCB_int_01,969.5869,972.2923,2.7054,"Um, so I'm surprised you ain't got up and been like, look y'all, shut up.",1,1,you,got,you_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Um,",so,I'm,surprised,you,ain't ,got,up,and,been,"like,",look,"y'all,",shut,up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1133,DCB_int_01,1572.762,1573.9726,1.2106,So they ain't gonna think you a traitor?,1,1,they,think,they_ain't_think,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,they,ain't ,gonna,think,you,a,traitor?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1135,DCB_int_01,1574.943,1575.7857,0.8427,"Oh, it ain't like that.",1,1,it,like,it_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oh,",it,ain't ,like,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1168,DCB_se1_ag1_f_03,1629.1107,1633.1423,4.0316,"you ain't g- letting them smell it, then they- you can't get in with it, they gon- they make you throw it in the trash.",1,1,you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,you,ain't ,g-,letting,them,smell,"it,",then,they-,you,can't,get,in,with,"it,",they,gon-,they,make,you,throw,it,in,the,trash.,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1169,DCB_int_01,1633.9682,1635.9682,2,Oh cause they think you got something that you ain't supposed to have.,1,1,you,have,you_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oh,cause,they,think,you,got,something,that,you,ain't ,supposed,to,have.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1262,DCB_se1_ag1_f_03,1747.9937,1750.4964,2.5027,And they came here with hickeys on they neck  I ain't see it.,1,1,I,see,I_ain't_see,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,they,came,here,with,hickeys,on,they,neck,I,ain't ,see,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1270,DCB_int_01,1761.1693,1762.6626,1.4933,Yeah we ain't- we don't like RD-NAME-2. ,1,1,we,constituentboundary,we_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,we,ain't-,we,don't,like,RD-NAME-2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1289,DCB_se1_ag1_f_03,1791.2418,1792.8126,1.5708,"Ain't my boo no more, I don't care.",1,1,constituentboundary,boo,constituentboundary_ain't_boo,ConstituentBoundary,Noun,ConstituentBoundary_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ain't ,my,boo,no,"more,",I,don't,care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1323,DCB_se1_ag1_f_03,1835.1532,1836.4712,1.318,But RD-NAME-2 ain't like me.,1,1,RD-NAME,like,RD-NAME_ain't_like,Noun,Preposition,Noun_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,RD-NAME-2,ain't ,like,me.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1370,DCB_se1_ag1_f_03,1890.6288,1893.0222,2.3934,"my bad, boo. I said, boo? I ain't your boo.",1,1,I,boo,I_ain't_boo,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,"bad,",boo.,I,"said,",boo?,I,ain't ,your,boo.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1435,DCB_int_01,1956.2738,1958.8451,2.5713,Oh that's why you and RD-NAME-2 ain't frie- Oh.,1,1,you and RD-NAME,constituentboundary,you and RD-NAME_ain't_constituentboundary,Noun,ConstituentBoundary,Noun_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oh,that's,why,you,and,RD-NAME-2,ain't ,frie-,Oh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1451,DCB_se1_ag1_f_03,1970.652,1972.5836,1.9316,Well I ain't say nothing that whole day to him. We here.,1,1,I,say,I_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Well,I,ain't ,say,nothing,that,whole,day,to,him.,We,here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1453,DCB_se1_ag1_f_03,1973.278,1977.8496,4.5716,"I ain't  that whole day, I'm just in the teen center I'm sitting on the couch, I'm just listening to my music on my phone.",1,1,I,day,I_ain't_day,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,that,whole,"day,",I'm,just,in,the,teen,center,I'm,sitting,on,the,"couch,",I'm,just,listening,to,my,music,on,my,phone.,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1543,DCB_se1_ag1_f_03,2085.2978,2090.6002,5.3024,"I gave RD-NAME-1 chance after cha- I ain't even give RD-NAME-1 three strikes, I gave him more than three strikes.",1,1,I,give,I_ain't_give,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,gave,RD-NAME-1,chance,after,cha-,I,ain't ,even,give,RD-NAME-1,three,"strikes,",I,gave,him,more,than,three,strikes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1583,DCB_se1_ag1_f_03,2139.719,2141.879,2.16,after that we were just- ain't nothing really happen.,1,1,nothing,happen,nothing_ain't_happen,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,after,that,we,were,just-,ain't ,nothing,really,happen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1633,DCB_se1_ag1_f_03,2197.6749,2199.3229,1.648,"And I ain't s- I just kept saying, oh.",1,1,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,I,ain't ,s-,I,just,kept,"saying,",oh.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1665,DCB_se1_ag1_f_03,2231.6503,2232.4189,0.7686,he ain't have nothing.,1,1,he,have,he_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,he,ain't ,have,nothing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1729,DCB_se1_ag1_f_03,2303.3555,2304.2016,0.8461,I ain't gonna see RD-NAME-1.,1,1,I,see,I_ain't_see,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,see,RD-NAME-1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1733,DCB_se1_ag1_f_03,2306.7392,2307.6512,0.912,I ain't gonna see him for a reason.,1,1,I,see,I_ain't_see,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,see,him,for,a,reason.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1888,DCB_se1_ag1_f_03,2506.9535,2509.4749,2.5214," I lost my cousin, I was still grieving, and you ain't care.",1,1,you,care,you_ain't_care,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,lost,my,"cousin,",I,was,still,"grieving,",and,you,ain't ,care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1898,DCB_se1_ag1_f_03,2520.6405,2522.9664,2.3259,"I ain't stay here for that day, I left and went home.",1,1,I,stay,I_ain't_stay,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,stay,here,for,that,"day,",I,left,and,went,home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,1904,DCB_se1_ag1_f_03,2534.1666,2539.432,5.2654,"And he ain't got no new girlfriend yet, I don't know why. He can go ahead- I- he can go ahead and get a new girlfriend. I'm not gonna hurt that girl.",1,1,he,got,he_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,he,ain't ,got,no,new,girlfriend,"yet,",I,don't,know,why.,He,can,go,ahead-,I-,he,can,go,ahead,and,get,a,new,girlfriend.,I'm,not,gonna,hurt,that,girl.,,,,,,,,,,,
DCB_se1_ag1_f_03_1,2031,DCB_se1_ag1_f_03,2706.2496,2707.3587,1.1091,"I ain't his girlfriend yet,",1,1,I,girlfriend,I_ain't_girlfriend,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,his,girlfriend,"yet,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,2106,DCB_se1_ag1_f_03,2801.0158,2803.5609,2.5451,school when he lost his grandmother. He ain't never go back to school.,1,1,he,go,he_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,school,when,he,lost,his,grandmother.,He,ain't ,never,go,back,to,school.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,2115,DCB_int_01,2813.2441,2814.5554,1.3113,"Mm-mm, I ain't gonna ask her.",1,1,I,ask,I_ain't_ask,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mm-mm,",I,ain't ,gonna,ask,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_f_03_1,2130,DCB_int_01,2833.8619,2835.6204,1.7585,So for them six weeks he ain't gonna get no ride.,1,1,he,get,he_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,for,them,six,weeks,he,ain't ,gonna,get,no,ride.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,974,DCB_int_01,957.0899,963.2208,6.1309,"watch your back like how old were you when you realized like, dang I gotta like check and make sure ain't nobody gonna roll up on me?",1,1,nobody,roll,nobody_ain't_roll,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,watch,your,back,like,how,old,were,you,when,you,realized,"like,",dang,I,gotta,like,check,and,make,sure,ain't ,nobody,gonna,roll,up,on,me?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1303,DCB_se1_ag1_m_01,1274.9187,1276.7493,1.8306,"They were like, I ain't- we ain't coming back to DC.",2,2,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,were,"like,",I,ain't-,we,ain't ,coming,back,to,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1303,DCB_se1_ag1_m_01,1274.9187,1276.7493,1.8306,"They were like, I ain't- we ain't coming back to DC.",2,2,I,coming,I_ain't_coming,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,were,"like,",I,ain't-,we,ain't,coming,back,to,DC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1648,DCB_se1_ag1_m_01,1643.4873,1646.5445,3.0572,"Yeah when I was younger I wasn't here like, I ain't even know this existed.",1,1,I,know,I_ain't_know,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,when,I,was,younger,I,wasn't,here,"like,",I,ain't ,even,know,this,existed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_01_1,1889,DCB_se1_ag1_m_01,1872.8613,1874.5386,1.6773,"Even though I ain't meet 'em yet, I can see 'em.",1,1,I,meet,I_ain't_meet,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Even,though,I,ain't ,meet,'em,"yet,",I,can,see,'em.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,163,DCB_se1_ag1_m_03,145.6928,147.3423,1.6495,"cause like, I was young. I ain't had no direction.",1,1,I,had,I_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cause,"like,",I,was,young.,I,ain't ,had,no,direction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB_se1_ag1_m_03_1,809,DCB_int_01,815.2605,816.3796,1.1191,I ain't even get to that part.,1,1,I,get,I_ain't_get,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,even,get,to,that,part.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
