,WordPatternRawCount,WordPatternNormalizedCount,WordPatternPercentTotal,WordPatternFileRawCount,WordPatternFilePercentTotal,WordPatternFileList
they_ain't_idea,1,0.004,0.09,1,0.01,['fe0305117']
they_ain't_go,1,0.004,0.09,1,0.01,['fe0311168']
we_ain't_shot,1,0.004,0.09,1,0.01,['fe0310344']
they_ain't_here,1,0.004,0.09,1,0.01,['fe0305292']
they_ain't_helping,1,0.004,0.09,1,0.01,['fe0310619']
they_ain't_happy,1,0.004,0.09,1,0.01,['fe0310950']
they_ain't_had,1,0.004,0.09,1,0.01,['fe0304950']
we_ain't_smartest,1,0.004,0.09,1,0.01,['fe0305385']
we_ain't_talk,1,0.004,0.09,1,0.01,['fe0311031']
we_ain't_talked,1,0.004,0.09,1,0.01,['fe0309440']
we_ain't_trying,1,0.004,0.09,1,0.01,['fe0309589']
we_ain't_watch,1,0.004,0.09,1,0.01,['fe0307999']
what_ain't_equivalent,1,0.004,0.09,1,0.01,['fe0311584']
who_ain't_allowed,1,0.004,0.09,1,0.01,['fe0304899']
what_ain't_working,1,0.004,0.09,1,0.01,['fe0302598']
which_ain't_bad,1,0.004,0.09,1,0.01,['fe0300560']
which_ain't_easy,1,0.004,0.09,1,0.01,['fe0308309']
which_ain't_good,1,0.004,0.09,1,0.01,['fe0307572']
they_ain't_concerned,1,0.004,0.09,1,0.01,['fe0310784']
which_ain't_much,1,0.004,0.09,1,0.01,['fe0300787']
which_ain't_there,1,0.004,0.09,1,0.01,['fe0305600']
they_ain't_change,1,0.004,0.09,1,0.01,['fe0310895']
there_ain't_you,1,0.004,0.09,1,0.01,['fe0307642']
there_ain't_women,1,0.004,0.09,1,0.01,['fe0310794']
she_ain't_going,1,0.004,0.09,1,0.01,['fe0308156']
bit_ain't_hurt,1,0.004,0.09,1,0.01,['fe0309679']
she_ain't_change,1,0.004,0.09,1,0.01,['fe0303416']
i_ain't_from,1,0.004,0.09,1,0.01,['fe0301239']
i_ain't_fool,1,0.004,0.09,1,0.01,['fe0303535']
i_ain't_expert,1,0.004,0.09,1,0.01,['fe0310724']
i_ain't_experienced,1,0.004,0.09,1,0.01,['fe0308816']
i_ain't_eat,1,0.004,0.09,1,0.01,['fe0310549']
i_ain't_do,1,0.004,0.09,1,0.01,['fe0302522']
i_ain't_did,1,0.004,0.09,1,0.01,['fe0311441']
i_ain't_dark,1,0.004,0.09,1,0.01,['fe0309462']
i_ain't_cooking,1,0.004,0.09,1,0.01,['fe0307299']
i_ain't_cook,1,0.004,0.09,1,0.01,['fe0301919']
i_ain't_cleaning,1,0.004,0.09,1,0.01,['fe0303033']
i_ain't_chase,1,0.004,0.09,1,0.01,['fe0307445']
i_ain't_catch,1,0.004,0.09,1,0.01,['fe0310658']
i_ain't_careful,1,0.004,0.09,1,0.01,['fe0303215']
i_ain't_bullshitting,1,0.004,0.09,1,0.01,['fe0307708']
i_ain't_bring,1,0.004,0.09,1,0.01,['fe0310489']
i_ain't_breaking,1,0.004,0.09,1,0.01,['fe0306570']
i_ain't_big,1,0.004,0.09,1,0.01,['fe0310510']
i_ain't_available,1,0.004,0.09,1,0.01,['fe0308375']
i_ain't_at,1,0.004,0.09,1,0.01,['fe0304716']
i_ain't_around,1,0.004,0.09,1,0.01,['fe0311264']
i_ain't_answer,1,0.004,0.09,1,0.01,['fe0308377']
i_ain't_able,1,0.004,0.09,1,0.01,['fe0309549']
house_ain't_cleaned,1,0.004,0.09,1,0.01,['fe0303852']
he_ain't_with,1,0.004,0.09,1,0.01,['fe0303257']
he_ain't_win,1,0.004,0.09,1,0.01,['fe0309409']
he_ain't_talking,1,0.004,0.09,1,0.01,['fe0311075']
he_ain't_president,1,0.004,0.09,1,0.01,['fe0311658']
he_ain't_now,1,0.004,0.09,1,0.01,['fe0310950']
he_ain't_nobody,1,0.004,0.09,1,0.01,['fe0310199']
i_ain't_form,1,0.004,0.09,1,0.01,['fe0301239']
i_ain't_giving,1,0.004,0.09,1,0.01,['fe0310594']
i_ain't_pushing,1,0.004,0.09,1,0.01,['fe0308472']
i_ain't_good,1,0.004,0.09,1,0.01,['fe0301307']
i_ain't_one,1,0.004,0.09,1,0.01,['fe0311671']
i_ain't_on,1,0.004,0.09,1,0.01,['fe0307072']
i_ain't_never,1,0.004,0.09,1,0.01,['fe0311288']
i_ain't_much,1,0.004,0.09,1,0.01,['fe0305572']
i_ain't_mistaken,1,0.004,0.09,1,0.01,['fe0309464']
i_ain't_miles,1,0.004,0.09,1,0.01,['fe0311288']
i_ain't_making,1,0.004,0.09,1,0.01,['fe0303934']
i_ain't_lying,1,0.004,0.09,1,0.01,['fe0304998']
i_ain't_listened,1,0.004,0.09,1,0.01,['fe0311069']
i_ain't_listen,1,0.004,0.09,1,0.01,['fe0304979']
i_ain't_let,1,0.004,0.09,1,0.01,['fe0307864']
i_ain't_learned,1,0.004,0.09,1,0.01,['fe0310508']
i_ain't_know,1,0.004,0.09,1,0.01,['fe0310693']
i_ain't_killed,1,0.004,0.09,1,0.01,['fe0304887']
i_ain't_keeping,1,0.004,0.09,1,0.01,['fe0302932']
i_ain't_jeopardizing,1,0.004,0.09,1,0.01,['fe0306475']
i_ain't_intending,1,0.004,0.09,1,0.01,['fe0309595']
i_ain't_hustler,1,0.004,0.09,1,0.01,['fe0310266']
i_ain't_hot,1,0.004,0.09,1,0.01,['fe0309104']
i_ain't_home,1,0.004,0.09,1,0.01,['fe0302134']
i_ain't_hear,1,0.004,0.09,1,0.01,['fe0308483']
i_ain't_have,1,0.004,0.09,1,0.01,['fe0309183']
i_ain't_hating,1,0.004,0.09,1,0.01,['fe0310266']
i_ain't_hate,1,0.004,0.09,1,0.01,['fe0310266']
i_ain't_happier,1,0.004,0.09,1,0.01,['fe0305348']
i_ain't_hang up,1,0.004,0.09,1,0.01,['fe0310333']
i_ain't_guess,1,0.004,0.09,1,0.01,['fe0306881']
i_ain't_granddaughter,1,0.004,0.09,1,0.01,['fe0308267']
i_ain't_gotten,1,0.004,0.09,1,0.01,['fe0307242']
he_ain't_newborn,1,0.004,0.09,1,0.01,['fe0307049']
he_ain't_much,1,0.004,0.09,1,0.01,['fe0304601']
he_ain't_go,1,0.004,0.09,1,0.01,['fe0310065']
he_ain't_feeling,1,0.004,0.09,1,0.01,['fe0305798']
constituentboundary_ain't_nobody,1,0.004,0.09,1,0.01,['fe0307072']
constituentboundary_ain't_movies,1,0.004,0.09,1,0.01,['fe0310001']
constituentboundary_ain't_money,1,0.004,0.09,1,0.01,['fe0305487']
constituentboundary_ain't_lot,1,0.004,0.09,1,0.01,['fe0310428']
constituentboundary_ain't_longer,1,0.004,0.09,1,0.01,['fe0305302']
constituentboundary_ain't_like,1,0.004,0.09,1,0.01,['fe0304950']
constituentboundary_ain't_laid,1,0.004,0.09,1,0.01,['fe0310497']
constituentboundary_ain't_have,1,0.004,0.09,1,0.01,['fe0304739']
constituentboundary_ain't_got,1,0.004,0.09,1,0.01,['fe0310020']
constituentboundary_ain't_getting,1,0.004,0.09,1,0.01,['fe0305674']
constituentboundary_ain't_fun,1,0.004,0.09,1,0.01,['fe0304733']
constituentboundary_ain't_far,1,0.004,0.09,1,0.01,['fe0310467']
constituentboundary_ain't_doubt,1,0.004,0.09,1,0.01,['fe0305567']
constituentboundary_ain't_done,1,0.004,0.09,1,0.01,['fe0307159']
constituentboundary_ain't_crazy,1,0.004,0.09,1,0.01,['fe0303337']
constituentboundary_ain't_cool,1,0.004,0.09,1,0.01,['fe0302932']
computer_ain't_worth,1,0.004,0.09,1,0.01,['fe0305737']
computer_ain't_interrupt,1,0.004,0.09,1,0.01,['fe0310017']
commercial_ain't_change,1,0.004,0.09,1,0.01,['fe0304773']
comedy_ain't_good,1,0.004,0.09,1,0.01,['fe0303783']
city_ain't_nothing,1,0.004,0.09,1,0.01,['fe0302055']
city_ain't_getting,1,0.004,0.09,1,0.01,['fe0311213']
christmas_ain't_christmas,1,0.004,0.09,1,0.01,['fe0302705']
cheque_ain't_come,1,0.004,0.09,1,0.01,['fe0301640']
canada_ain't_far,1,0.004,0.09,1,0.01,['fe0309811']
buses_ain't_efficient,1,0.004,0.09,1,0.01,['fe0310445']
bucks_ain't_incentive,1,0.004,0.09,1,0.01,['fe0307830']
breaking_ain't_happen,1,0.004,0.09,1,0.01,['fe0300717']
boston_ain't_great,1,0.004,0.09,1,0.01,['fe0311541']
constituentboundary_ain't_nowhere,1,0.004,0.09,1,0.01,['fe0302344']
constituentboundary_ain't_one,1,0.004,0.09,1,0.01,['fe0309896']
constituentboundary_ain't_open,1,0.004,0.09,1,0.01,['fe0310495']
dollars_ain't_much,1,0.004,0.09,1,0.01,['fe0310749']
he_ain't_do,1,0.004,0.09,1,0.01,['fe0310278']
he_ain't_bad,1,0.004,0.09,1,0.01,['fe0311481']
he_ain't_asked,1,0.004,0.09,1,0.01,['fe0310107']
harlem_ain't_bad,1,0.004,0.09,1,0.01,['fe0311288']
government_ain't_sit,1,0.004,0.09,1,0.01,['fe0305671']
george bush_ain't_constituentboundary,1,0.004,0.09,1,0.01,['fe0310443']
funding_ain't_cut,1,0.004,0.09,1,0.01,['fe0310457']
football_ain't_going,1,0.004,0.09,1,0.01,['fe0301552']
food_ain't_good,1,0.004,0.09,1,0.01,['fe0307252']
father_ain't_do,1,0.004,0.09,1,0.01,['fe0301968']
eyes_ain't_great,1,0.004,0.09,1,0.01,['fe0301361']
dollars_ain't_there,1,0.004,0.09,1,0.01,['fe0304346']
dollars_ain't_set,1,0.004,0.09,1,0.01,['fe0310961']
dollars_ain't_make,1,0.004,0.09,1,0.01,['fe0301960']
constituentboundary_ain't_problem,1,0.004,0.09,1,0.01,['fe0309323']
doing_ain't_good,1,0.004,0.09,1,0.01,['fe0304977']
days_ain't_thing,1,0.004,0.09,1,0.01,['fe0309108']
crime_ain't_dropped,1,0.004,0.09,1,0.01,['fe0305572']
constituentboundary_ain't_young,1,0.004,0.09,1,0.01,['fe0307066']
constituentboundary_ain't_telling,1,0.004,0.09,1,0.01,['fe0309275']
constituentboundary_ain't_tape,1,0.004,0.09,1,0.01,['fe0308408']
constituentboundary_ain't_sure,1,0.004,0.09,1,0.01,['fe0305308']
constituentboundary_ain't_supported,1,0.004,0.09,1,0.01,['fe0310020']
constituentboundary_ain't_snowing,1,0.004,0.09,1,0.01,['fe0310578']
constituentboundary_ain't_save,1,0.004,0.09,1,0.01,['fe0310443']
constituentboundary_ain't_right,1,0.004,0.09,1,0.01,['fe0305270']
constituentboundary_ain't_reason,1,0.004,0.09,1,0.01,['fe0300966']
constituentboundary_ain't_put,1,0.004,0.09,1,0.01,['fe0307761']
i_ain't_pay,1,0.004,0.09,1,0.01,['fe0304705']
i_ain't_really,1,0.004,0.09,1,0.01,['fe0310634']
she_ain't_called,1,0.004,0.09,1,0.01,['fe0310594']
money_ain't_everything,1,0.004,0.09,1,0.01,['fe0302837']
minutes_ain't_going,1,0.004,0.09,1,0.01,['fe0304959']
mine_ain't_low,1,0.004,0.09,1,0.01,['fe0309940']
body_ain't_strong,1,0.004,0.09,1,0.01,['fe0305572']
mind_ain't_clear,1,0.004,0.09,1,0.01,['fe0305668']
mexicans_ain't_travel,1,0.004,0.09,1,0.01,['fe0303514']
memphis_ain't_doing,1,0.004,0.09,1,0.01,['fe0309517']
me_ain't_constituentboundary,1,0.004,0.09,1,0.01,['fe0302278']
man_ain't_take,1,0.004,0.09,1,0.01,['fe0300618']
making_ain't_there,1,0.004,0.09,1,0.01,['fe0308491']
lord_ain't_let,1,0.004,0.09,1,0.01,['fe0307050']
load_ain't_there,1,0.004,0.09,1,0.01,['fe0304905']
life_ain't_working,1,0.004,0.09,1,0.01,['fe0309691']
life_ain't_bad,1,0.004,0.09,1,0.01,['fe0302543']
life_ain't_about,1,0.004,0.09,1,0.01,['fe0303482']
knife_ain't_hold,1,0.004,0.09,1,0.01,['fe0301599']
king_ain't_pay,1,0.004,0.09,1,0.01,['fe0300684']
kids_ain't_screaming,1,0.004,0.09,1,0.01,['fe0307025']
kids_ain't_fun,1,0.004,0.09,1,0.01,['fe0307198']
jews and muslims_ain't_related,1,0.004,0.09,1,0.01,['fe0306108']
it_ain't_young,1,0.004,0.09,1,0.01,['fe0309684']
it_ain't_wrong,1,0.004,0.09,1,0.01,['fe0310428']
it_ain't_working,1,0.004,0.09,1,0.01,['fe0311482']
it_ain't_way,1,0.004,0.09,1,0.01,['fe0310428']
it_ain't_time,1,0.004,0.09,1,0.01,['fe0309662']
it_ain't_there,1,0.004,0.09,1,0.01,['fe0311682']
it_ain't_that,1,0.004,0.09,1,0.01,['fe0310329']
it_ain't_telling,1,0.004,0.09,1,0.01,['fe0300546']
it_ain't_take,1,0.004,0.09,1,0.01,['fe0309275']
it_ain't_sweet,1,0.004,0.09,1,0.01,['fe0302192']
money_ain't_coming,1,0.004,0.09,1,0.01,['fe0311188']
money_ain't_option,1,0.004,0.09,1,0.01,['fe0304159']
i_ain't_seafood,1,0.004,0.09,1,0.01,['fe0302184']
money_ain't_shit,1,0.004,0.09,1,0.01,['fe0304547']
she_ain't_banging,1,0.004,0.09,1,0.01,['fe0307458']
seattle_ain't_hitting,1,0.004,0.09,1,0.01,['fe0311198']
seat_ain't_sold,1,0.004,0.09,1,0.01,['fe0306838']
screen_ain't_nowhere,1,0.004,0.09,1,0.01,['fe0304733']
problem_ain't_constituentboundary,1,0.004,0.09,1,0.01,['fe0311055']
phone_ain't_ringing,1,0.004,0.09,1,0.01,['fe0309957']
person_ain't_enough,1,0.004,0.09,1,0.01,['fe0308189']
person_ain't_being,1,0.004,0.09,1,0.01,['fe0305668']
person_ain't_about,1,0.004,0.09,1,0.01,['fe0302453']
percent_ain't_worth,1,0.004,0.09,1,0.01,['fe0310881']
one_ain't_constituentboundary,1,0.004,0.09,1,0.01,['fe0310027']
now_ain't_time,1,0.004,0.09,1,0.01,['fe0305342']
notre dame_ain't_popular,1,0.004,0.09,1,0.01,['fe0305795']
nothing_ain't_reliable,1,0.004,0.09,1,0.01,['fe0308079']
nothing_ain't_like,1,0.004,0.09,1,0.01,['fe0302184']
nothing_ain't_left,1,0.004,0.09,1,0.01,['fe0309412']
nothing_ain't_embarrassing,1,0.004,0.09,1,0.01,['fe0309183']
nothing_ain't_changed,1,0.004,0.09,1,0.01,['fe0306789']
none_ain't_real,1,0.004,0.09,1,0.01,['fe0311075']
none_ain't_perfect,1,0.004,0.09,1,0.01,['fe0306469']
none_ain't_help,1,0.004,0.09,1,0.01,['fe0308408']
nobody_ain't_saying,1,0.004,0.09,1,0.01,['fe0310344']
nobody_ain't_know,1,0.004,0.09,1,0.01,['fe0307072']
nobody_ain't_got,1,0.004,0.09,1,0.01,['fe0306500']
nobody_ain't_convince,1,0.004,0.09,1,0.01,['fe0304887']
nobody_ain't_complained,1,0.004,0.09,1,0.01,['fe0311360']
nobody_ain't_come,1,0.004,0.09,1,0.01,['fe0301457']
msixteen_ain't_guarantee,1,0.004,0.09,1,0.01,['fe0304346']
mother and father_ain't_home,1,0.004,0.09,1,0.01,['fe0310784']
it_ain't_strike,1,0.004,0.09,1,0.01,['fe0301562']
it_ain't_something,1,0.004,0.09,1,0.01,['fe0306463']
it_ain't_snowing,1,0.004,0.09,1,0.01,['fe0307159']
it_ain't_six,1,0.004,0.09,1,0.01,['fe0304998']
it_ain't_broke,1,0.004,0.09,1,0.01,['fe0305248']
it_ain't_been,1,0.004,0.09,1,0.01,['fe0304367']
it_ain't_be,1,0.004,0.09,1,0.01,['fe0301984']
it_ain't_affected,1,0.004,0.09,1,0.01,['fe0311549']
it_ain't_about,1,0.004,0.09,1,0.01,['fe0310640']
issues_ain't_come,1,0.004,0.09,1,0.01,['fe0309275']
inside_ain't_bad,1,0.004,0.09,1,0.01,['fe0304286']
i_ain't_worrying,1,0.004,0.09,1,0.01,['fe0309715']
i_ain't_woman,1,0.004,0.09,1,0.01,['fe0309541']
i_ain't_wild,1,0.004,0.09,1,0.01,['fe0302192']
i_ain't_watching,1,0.004,0.09,1,0.01,['fe0310020']
i_ain't_walk,1,0.004,0.09,1,0.01,['fe0310533']
i_ain't_wake,1,0.004,0.09,1,0.01,['fe0304979']
i_ain't_waiting,1,0.004,0.09,1,0.01,['fe0303579']
i_ain't_up,1,0.004,0.09,1,0.01,['fe0305285']
i_ain't_under,1,0.004,0.09,1,0.01,['fe0310303']
i_ain't_training,1,0.004,0.09,1,0.01,['fe0300215']
i_ain't_that,1,0.004,0.09,1,0.01,['fe0310640']
i_ain't_talking,1,0.004,0.09,1,0.01,['fe0305358']
i_ain't_talked,1,0.004,0.09,1,0.01,['fe0307774']
i_ain't_talk,1,0.004,0.09,1,0.01,['fe0304415']
i_ain't_sure,1,0.004,0.09,1,0.01,['fe0307156']
i_ain't_staple,1,0.004,0.09,1,0.01,['fe0305385']
i_ain't_smoking,1,0.004,0.09,1,0.01,['fe0306343']
i_ain't_sleep,1,0.004,0.09,1,0.01,['fe0310861']
i_ain't_sitting,1,0.004,0.09,1,0.01,['fe0308441']
i_ain't_signing,1,0.004,0.09,1,0.01,['fe0305313']
i_ain't_signed,1,0.004,0.09,1,0.01,['fe0309656']
i_ain't_see,1,0.004,0.09,1,0.01,['fe0309412']
it_ain't_busy,1,0.004,0.09,1,0.01,['fe0305442']
it_ain't_changed,1,0.004,0.09,1,0.01,['fe0307742']
it_ain't_cold,1,0.004,0.09,1,0.01,['fe0300021']
it_ain't_happened,1,0.004,0.09,1,0.01,['fe0305549']
it_ain't_shrink,1,0.004,0.09,1,0.01,['fe0305546']
it_ain't_scorching,1,0.004,0.09,1,0.01,['fe0309683']
it_ain't_same,1,0.004,0.09,1,0.01,['fe0311069']
it_ain't_phase,1,0.004,0.09,1,0.01,['fe0308411']
it_ain't_people,1,0.004,0.09,1,0.01,['fe0301559']
it_ain't_pay,1,0.004,0.09,1,0.01,['fe0311458']
it_ain't_ones,1,0.004,0.09,1,0.01,['fe0310027']
it_ain't_much,1,0.004,0.09,1,0.01,['fe0303575']
it_ain't_money,1,0.004,0.09,1,0.01,['fe0305284']
it_ain't_minutes,1,0.004,0.09,1,0.01,['fe0302184']
it_ain't_kill,1,0.004,0.09,1,0.01,['fe0309237']
it_ain't_in,1,0.004,0.09,1,0.01,['fe0307712']
it_ain't_hard,1,0.004,0.09,1,0.01,['fe0304391']
it_ain't_growing,1,0.004,0.09,1,0.01,['fe0311150']
it_ain't_country,1,0.004,0.09,1,0.01,['fe0310266']
it_ain't_got,1,0.004,0.09,1,0.01,['fe0308409']
it_ain't_good,1,0.004,0.09,1,0.01,['fe0310501']
it_ain't_gay,1,0.004,0.09,1,0.01,['fe0300748']
it_ain't_fun,1,0.004,0.09,1,0.01,['fe0306190']
it_ain't_from,1,0.004,0.09,1,0.01,['fe0305572']
it_ain't_fit,1,0.004,0.09,1,0.01,['fe0303436']
it_ain't_far,1,0.004,0.09,1,0.01,['fe0311474']
it_ain't_expensive,1,0.004,0.09,1,0.01,['fe0311288']
it_ain't_even,1,0.004,0.09,1,0.01,['fe0304346']
it_ain't_enough,1,0.004,0.09,1,0.01,['fe0303584']
it_ain't_done,1,0.004,0.09,1,0.01,['fe0306251']
it_ain't_doing,1,0.004,0.09,1,0.01,['fe0304766']
it_ain't_distance,1,0.004,0.09,1,0.01,['fe0310495']
mind_ain't_working,1,0.004,0.09,1,0.01,['fe0309940']
