File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine
fe0304286,70,B,227.49,233.14,5.649999999999977,and and the inside ain't that bad but the outside may be so great that you're like ,1.0
fe0304286,89,B,288.31,299.39,11.079999999999984,yeah that that's the most i mean 'cause i ain't you know i don't have anything bad like i committed any crimes or anything so i can't go back and change nothing like that i can only change like ,1.0
fe0304311,62,A,181.71,186.9,5.189999999999998, even though did did they ask you ah ah 'bout a p.i.n. number 'cause i ain't got no p.i.n. number  ,1.0
fe0304335,151,A,456.07,457.72,1.650000000000034,i ain't got enough eyes ,1.0
fe0304346,65,B,213.0,220.81,7.810000000000002,regardless i- if you ain't got the m- i- if you don't take the million dollars and you you you chose your best friend you're still going to have to pay for something ,1.0
fe0304346,76,B,244.79,249.89,5.099999999999994, i don't have the slightest idea i know i ain't bene- i i hope i benefit from this benefactor i  ,1.0
fe0304346,94,B,292.49,295.43,2.9399999999999977,to be a million you ain't get a a million ,1.0
fe0304346,115,B,345.39,355.58,10.189999999999998,and and you need somebody to talk to or somebody to just be like yo i i need your help your friend will be there you know what i'm saying the million dollars ain't going to be there ,1.0
fe0304346,120,B,359.8,362.82,3.019999999999982,yeah and that ain't even and it ain't even ,2.0
fe0304346,123,B,376.93,384.66,7.730000000000018,he he he looked at you wrong or he stepped on your shoe you know what i'm saying that the m. sixteen ain't guarantee your blood in your pocket ,1.0
fe0304346,142,B,428.05,434.16,6.110000000000014,d- the only thing i ain't got is a d.v.d. player and that's that's that's all good because i got a v.h.s. ,1.0
fe0304346,170,B,519.59,529.07,9.480000000000018,yeah like that's a down payment exactly you know what i'm saying and then then to g- to get a certain class licence for them things tho those ain't cheap no more now ,1.0
fe0304346,189,B,568.45,581.73,13.279999999999973,put me under the under the the the bay beach you know what i'm saying and just make sure that somebody know that that's where i'm staying at you know what i mean i ain't paying no five thousand ten thousand thirty thousand for no plot ,1.0
fe0304347,159,B,396.12,402.94,6.819999999999993,that don't make no sense why would you want to stop talking to your friend for a million dollars when you know you know you ain't going to get the whole mill ,1.0
fe0304347,191,B,493.09,496.3,3.2100000000000364,right up ten dollars is a lot of money when you ain't got it ,1.0
fe0304357,13,A,14.91,16.13,1.2199999999999989, yeah ain't it  ,1.0
fe0304367,20,A,47.33,49.61,2.280000000000001,bathroom updated it ain't been ,1.0
fe0304391,184,A,534.29,536.86,2.57000000000005,and it's fun it ain't like hard or nothing ,1.0
fe0304415,61,B,270.2,279.06,8.860000000000014,or i- if that's my question you know the question they gonna give you will you talk to your best friend and i say yeah i'm going to talk to him i don't get the money then okay i ain't gonna talk to ,1.0
fe0304415,79,B,374.48,385.73,11.25,you know interests and stuff like that you know uh i ain't got no i ain't got no friend like that i don't even tell my fiancee n- everything  well i can't you know you don't tell a woman everything anyway ,2.0
fe0304437,89,B,303.17,309.39,6.21999999999997,i ain't poor  a million sounds like a lot when you're scraping for beans ,1.0
fe0304440,27,A,70.6,76.43,5.8300000000000125,they aren't no you know because they going in and getting them and bringing them to school like it ain't nothing you know ,1.0
fe0304440,145,A,504.53,507.22,2.6900000000000546, just something ain't it they tell me they want   ,1.0
fe0304489,78,A,292.66,302.73,10.069999999999993,it and and that's that's the way they're trying to fix it wi- with the government involved is that they'll throw throw more money at it throw more money at it you know that ain't gonna fix the school system right uh-huh until ,1.0
fe0304523,179,A,540.75,545.83,5.080000000000041,yeah that go and get that chamber of commerce and say hey why ain't that thing played you know ,1.0
fe0304525,13,B,52.02,60.91,8.889999999999993,that that uh sit there and go to war you know what i'm saying that's basically what it is you know what i mean er uh it i- they're lucky that we ain't having a world war three you know ,1.0
fe0304525,19,B,84.9,95.35,10.449999999999989,um um like before before it used to be just one race now it's like you have a whole bunch of rep well mixed races now you know what i'm saying they're controlling it like there ain't no tomorrow like white on white you know ,1.0
fe0304538,17,B,55.92,60.95,5.030000000000001,like where you keep helping all the minorities ain't that time over haven't we done that enough ,1.0
fe0304543,44,A,124.73,128.58,3.8500000000000085, but uh you know i ain't    ,1.0
fe0304547,165,B,450.31,453.0,2.6899999999999977,oh yeah i agree money ain't shit ,1.0
fe0304547,177,A,489.76,502.8,13.04000000000002,okay exactly exactly but new oh i'm not that's another subject i can't even go there because we're not supposed to be there but you know you know what the beautiful rocks and the mountains and all that you know man ain't do that ,1.0
fe0304552,173,B,469.21,478.51,9.300000000000011, oh with bush  no there ain't nothing gonna happen  unless you're  a good old boy from texas   you know ,1.0
fe0304579,74,B,180.48,187.93,7.450000000000017,nah i've never never enjoyed going theater and sitting and watching movies plus when you sit here you can chose when you're gonna watch you ain't gotta go anywhere you can ,1.0
fe0304585,236,A,591.38,593.73,2.3500000000000227,gosh i ain't seen her in years  ,1.0
fe0304593,39,A,101.46,106.4,4.940000000000012,i i bought one the other day to watch and ain't got around to watching it yet h- ,1.0
fe0304601,131,A,390.75,404.49,13.740000000000009,and uh all of a sudden he he'll be doing something and next thing you know he's doing something else and he doesn't even know he's doing it and he's constantly looking for trouble but he don't even know he is and he ain't much of a big guy  ,1.0
fe0304651,167,B,584.14,586.55,2.409999999999968,there ain't no reassurance in the newspapers ,1.0
fe0304685,119,A,395.17,402.0,6.829999999999984, right when we had to go to work it was perfect they'll say no we ain't going to have no rain but i mean from one day  ,1.0
fe0304705,98,A,259.79,269.16,9.370000000000005, well she and then she told me she goes well i told you you weren't going to have one but if he don't come to me  when i get some treats  for him then i ain't never going to pay attention to him  ,1.0
fe0304705,108,A,285.72,294.01,8.289999999999964, oh yeah they they sell real good  stop angel you ain't going to catch him  ,1.0
fe0304708,94,B,210.29,213.67,3.3799999999999955,oh yeah but acres ain't that los angeles acres ,1.0
fe0304716,44,B,83.4,91.69,8.289999999999992,my hobby shit when i ain't at fricking work or doing you know my jobs i'm just hanging out drinking beer  ,1.0
fe0304716,94,B,241.0,245.61,4.610000000000014,you ain't got to think about shit except for that ball g- you know making the shot   ,1.0
fe0304716,185,A,529.81,536.33,6.5200000000000955,the worst aspect of it and it ain't getting better and i live in a place where people are particularly insane ,1.0
fe0304733,82,B,257.58,264.68,7.100000000000023,so technically it's not a movie theater it sounds like a movie theater but the screen ain't nowhere as big as a movie theater ,1.0
fe0304733,96,B,305.07,315.9,10.829999999999984,class construction worker  like they say you know i know basically a lot of everything  you know so you know th and that too that's have to go in and do that for somebody ain't no fun ,1.0
fe0304737,120,A,321.18,326.1,4.920000000000016,because they want the lakers to win i mean they make their money but i knew it this year lakers ain't going to win ,1.0
fe0304737,121,A,326.34,331.99,5.650000000000034,i mean you know what i'm saying i mean lakers ain't gonna win this year that's for sure uh shaq was crying i think ,1.0
fe0304737,128,A,346.67,349.39,2.7199999999999704,that's what everybody thinks but this ain't going to happen ,1.0
fe0304737,130,A,350.46,354.33,3.8700000000000045,ain't going to happen you watch what i new jersey's going to win it all ,1.0
fe0304738,82,A,371.72,381.12,9.399999999999977,you know matter of fact i got one back ordered from last year and they still ain't got it yet and i'm trying to find somebody that's got one you know that wants to either trade a book or ,1.0
fe0304739,194,A,594.06,596.53,2.4700000000000273,oh that ain't yeah  ,1.0
fe0304739,195,A,597.65,599.89,2.240000000000009, you know ain't have stuff like that i didn't  ,1.0
fe0304748,104,A,298.73,302.2,3.4699999999999704,well that's all right ain't nothing wrong with that how's the weather out there  ,1.0
fe0304766,49,A,176.9,191.26,14.359999999999985,so it's like for almost two weeks i've been trying to dry it out the old fashioned way with a fan and you know one of those little space heaters it ain't doing pretty much nothing at all and every day it rains more and it's like oh come on the carpet's pretty much destroyed you know and it's like ,1.0
fe0304766,94,A,371.34,382.08,10.740000000000009,it was just sickening and i couldn't believe it and it was like help him breathe this ain't helping do much of anything here you know and then and and he kept telling me he says well you know what you stopped at a good time he used to smoke camel ,1.0
fe0304773,99,B,306.77,311.4,4.6299999999999955, ain't that something yeah and and a big part of that's tax ,1.0
fe0304773,132,A,401.99,406.09,4.099999999999966,you know people wanna smoke they're gonna smoke commercial ain't gonna change your mind ,1.0
fe0304794,54,A,156.23,169.54,13.310000000000002,even though i have nothing against smokers i ain't done they can do whatever the hell they want but i mean i understand how you could af- because you're technically are affecting the bartender and you are technically affecting that waitress even if she doesn't know it because smoking has been proven you know ,1.0
fe0304818,144,A,525.61,532.3,6.689999999999941,i mean thirty bucks for a half an hour of work that ain't bad you know  ,1.0
fe0304825,87,B,300.41,302.5,2.089999999999975,this ain't well ,1.0
fe0304877,14,A,35.46,39.23,3.769999999999996,that ain't no invasion of privacy i mean ,1.0
fe0304887,65,B,218.13,231.64,13.509999999999991,and like you said if you know it it was a crime of passion i ain't i ain't got nothing wrong with that but you know i mean if you if you you know there's gotta be a limit to it where you know if you get mad you can't go out and and break your own hand under something then you need to get some help you know what i mean ,2.0
fe0304887,108,A,357.82,371.81,13.990000000000009,shoo i mean yeah it's not going to go your way man i mean i feel sorry for ya ya man it was wrong it was wrong i remember from my first wife left me like that i mean forget it i ain't killed nobody  ,1.0
fe0304887,182,A,590.36,594.8,4.439999999999941,he had no right to do that and i know he did and ain't nobody can convince me that he didn't do it ,1.0
fe0304894,202,B,595.67,599.95,4.280000000000086,um if it's blatant then we ain't got to go through the whole proc- ,1.0
fe0304896,29,B,99.3,104.29,4.990000000000009,and you know and of course we know soap operas they ain't nothing but entertainment ,1.0
fe0304899,104,B,380.42,386.43,6.009999999999991,invasion of privacy i mean then doctors who ain't gonna be allowed to know how he is ,1.0
fe0304905,88,A,325.8,337.42,11.620000000000005, mm some companies yes the company i work for no they always tell us if you get tired stop and sleep you're more important than the load is if the load ain't there on time if they don't want it we'll take it somewhere else ,1.0
fe0304910,23,B,54.69,61.47,6.780000000000001,i've had that so they had to shave my arms they weren't gonna touch my legs i said you ain't touching my legs  ,1.0
fe0304927,159,A,570.75,571.93,1.17999999999995,yeah it ain't ,1.0
fe0304939,120,A,479.83,492.39,12.560000000000002,i ain't i'm not even religious and i divorce to me it's like i don't believe in it but i then on the other hand if if if i see a situation that's i mean i you know it isn't i i don't i wouldn't really want to be thinking of it as a possibility right i'd want to get married and love the person and want to say with them ,1.0
fe0304950,65,B,182.4,183.96,1.5600000000000023,ain't like that no more ,1.0
fe0304950,66,A,184.14,186.21,2.0700000000000216,no it ain't ,1.0
fe0304950,70,A,198.78,202.78,4.0,they ain't had nothing no ban or nothing like that on any kind of books but ,1.0
fe0304950,153,A,445.28,446.41,1.1300000000000523, ain't nothing to it it  ,1.0
fe0304959,139,A,511.58,514.24,2.660000000000025,gee these ten minutes ain't going fast enough ,1.0
fe0304977,27,A,50.06,52.46,2.3999999999999986,doing medical study definitely ain't good for you ,1.0
fe0304979,44,A,149.44,151.7,2.259999999999991, no i ain't going to ,1.0
fe0304979,45,A,151.95,156.22,4.27000000000001,i ain't going to wake up really early to exercise no way  ,1.0
fe0304979,59,A,195.04,199.63,4.590000000000003,i ain't going to listen to nobody i listen to what my body says you know five minutes or ten ,1.0
fe0304979,82,A,271.36,278.76,7.399999999999977,i ain't going to say the name it's like nasty b. s. for short okay so i don't say the whole name that's what it's called ,1.0
fe0304994,38,A,102.47,111.61,9.14,yeah i don't i don't like to run  i'm not g- i'm not yeah i'm not gonna run i i might walk i might walk or ride but i ain't running nowhere ,1.0
fe0304998,77,A,368.65,380.64,11.990000000000009,you know when i keep hearing folks for all the years i hear folks saying well you know you gotta have a um a six pack and all that i say you all don't know what you're talking about it ain't a six it's a eight ,1.0
fe0304998,87,A,427.98,435.48,7.5,if you let it go man i ain't lying later on it's gonna creep back on you and you ain't gonna like what you see ,2.0
fe0305045,77,A,193.95,199.05,5.100000000000023,yeah just ridiculous i don't care there ain't anybody out there that's worth that kind of money ,1.0
fe0305051,141,A,382.0,387.91,5.910000000000025,uh to go on strike because something ain't right you know or they want more money i mean ,1.0
fe0305051,158,A,455.37,462.29,6.920000000000016,players that ain't just one particular team it if they agree to a percentage of the gate you ,1.0
fe0305062,202,B,575.93,582.52,6.590000000000032,  are they on strike mm i guess i must have missed that i ain't heard nothing about it  ,1.0
fe0305092,48,B,166.76,170.96,4.200000000000017, and and uh  you know there just ain't no telling who's gonna be on the plane  ,1.0
fe0305092,70,B,240.26,245.26,5.0,but they just ain't no way they're gonna be able to so we gonna have to live with ,1.0
fe0305117,122,B,434.62,443.07,8.449999999999989,terror alerts why does it keep going up and down they ain't no idea whether that saddam alive or dead that's my thing ,1.0
fe0305222,72,B,221.89,228.59,6.700000000000017,your hair just might be colder if it's freezing outside but other than that you ain't gonna get cold catch a cold from it ,1.0
fe0305222,86,B,259.89,267.78,7.889999999999986, but we ain't got those sprayers we ah we outlawed those sprayers now they got hot the sprayers that you know little trucks that go around and spray ,1.0
fe0305222,95,B,287.97,293.73,5.759999999999991,it's ver- it rained last night so it's very humid the sun's out now it's got humid and ain't no wind blowing  ,1.0
fe0305222,114,B,343.61,351.84,8.229999999999961,i have ah i ain't even been there up up that way i've closest i've been is is um pennsylvania  that's closest i've ever been to been to ,1.0
fe0305222,131,B,378.42,389.03,10.609999999999957,yeah yeah but it it it's a nice country up there like i say i'm from texas we ain't got rolling mountains and hills but once i got to pennsylvania it seemed like i was going up in air for thirty miles ,1.0
fe0305222,151,B,435.39,438.24,2.8500000000000227,but it texas ain't so bad it it ah ,1.0
fe0305248,131,A,359.25,361.42,2.170000000000016,i ain't heard any ,1.0
fe0305248,136,A,380.18,382.4,2.2199999999999704,i ain't heard nothing on that either are ,1.0
fe0305248,139,A,389.8,394.67,4.8700000000000045,yeah i ain't heard of nothing lately about that they ain't even found any have they ,2.0
fe0305248,188,B,540.48,547.23,6.75,if it's broken you know you can fix it and move on and and it's just the same as it ain't broke at at all then i think that was the tone ,1.0
fe0305255,89,A,305.53,315.37,9.840000000000032,have these little grandpa sayings or whatever and he said he said boy he said don't ever ask a man where he's from he said 'cause if he's from texas he'll tell ya and he said if he ain't you don't wanna embarrass him ,1.0
fe0305255,115,A,412.69,422.26,9.569999999999993,you're you're passing 'em off to somebody else and you you know you you had your chance to make a difference but no matter what's wrong with 'em you ain't got to deal with 'em no more  they're out the door you know ,1.0
fe0305255,117,A,422.36,429.79,7.430000000000007,you ain't gotta worry it's you know high adrenaline when it's going on when it's happening and when you're done that's it they're gone you know  ,1.0
fe0305270,79,A,287.94,294.25,6.310000000000002,yeah i don't know this america makes weird decisions when they sometimes it ain't ain't right you ,2.0
fe0305278,121,A,451.49,452.81,1.3199999999999932, ain't that the way   ,1.0
fe0305281,98,B,266.47,270.3,3.829999999999984,sandals and shorts at services  it just ain't ,1.0
fe0305284,10,B,25.24,27.11,1.870000000000001,yeah it ain't because we ,1.0
fe0305284,12,B,28.23,41.71,13.48,well it ain't because of presents it ain't because you get presents presents and stuff that time it's because of the time you get to really gather with the family that you haven't seen all year and the best time to get together with them and spend time ,2.0
fe0305284,163,B,465.58,473.37,7.7900000000000205,what should i get then finally when you get the gift they don't realize how hard it was to get this thing it ain't just the money it was also the thought and thinking with the gift ,1.0
fe0305285,14,B,39.93,42.83,2.8999999999999986,and see people i ain't seen in a while ,1.0
fe0305285,90,B,268.15,269.96,1.8100000000000023,i ain't never been up that way ,1.0
fe0305290,113,B,428.15,440.23,12.080000000000041,it it don't it ain't it ain't like you're carrying a automobile in you know you you've got just something little just like those drugs you know and even them you know you gotta get a bunch of that but this you can ,2.0
fe0305290,134,B,507.54,521.02,13.479999999999961,ah water sources you know for the sea just make you know and just kinda notice see there ain't nobody looks like suspicious doing something they're not supposed to be doing and that's with anywhere ,1.0
fe0305292,50,A,198.49,204.12,5.6299999999999955,i don't care how bad you want it they ain't over here you won't be getting them ,1.0
fe0305292,131,A,515.66,519.84,4.180000000000064,if you ain't american you can't be here that's how that's how i look at it ,1.0
fe0305292,134,A,526.71,538.45,11.740000000000009, well me i'm happen to be a african america so they came over there and stole me so i'm cool to be here but if i was a foreigner shit  ain't no way in the world i'd be coming over here you understand what i'm saying ,1.0
fe0305294,111,B,319.13,322.31,3.180000000000007,a good topic to talk about but there ain't that much ,1.0
fe0305301,187,A,549.32,551.04,1.7199999999999136,yeah but it ain't too bad ,1.0
fe0305302,64,A,196.24,208.63,12.389999999999986, so i don't know y- i'm as far as i'm concerned as far i know i mean i ain't smart about none of it but this mercury and stuff just in regular thermometers if you break that open and put it in water something like that wouldn't that kill that'd kill  everything wouldn't it i mean  okay not ,1.0
fe0305302,78,A,271.36,276.38,5.019999999999982, what to think about it there ain't much you can do about it  um  you just more or less helpless i guess ,1.0
fe0305302,118,A,427.93,434.7,6.769999999999982,no everything has curtailed e- everything is went off a little bit the last couple of weeks ain't maybe really longer that  ,1.0
fe0305302,125,A,469.24,481.96,12.71999999999997,they have seemed to put a lid on it a little bit 'cause like i'm like you i ain't heard any more  really no big outbreaks in oh a pretty good while i'll say in a couple of works it's a lot longer than that   but they they might've put a lid on it but then again you know you can't never tell ,1.0
fe0305307,147,B,507.97,516.78,8.809999999999945,you know you see someone looking suspicious or you know they're doing something they ain't got no business and you let it go on  but it and and your job is to serve and protect  ,1.0
fe0305308,86,B,272.06,273.69,1.6299999999999955, hm ain't sure  ,1.0
fe0305308,188,B,572.0,576.05,4.0499999999999545,well that ain't too bad you can get ten dollars for every call so ,1.0
fe0305313,118,A,538.68,549.05,10.370000000000005,stadium for the cowboys i'm like two billions dollars man i ain't signing no dam bond nothing to be building two billion dollars worth of stadium the cowboys suck and no stadium's gonna fix that ,1.0
fe0305326,82,B,252.18,256.66,4.480000000000018,yeah i i'd like to watch lot more games but it's expensive and i ain't getting those packages and stuff like that ,1.0
fe0305341,75,B,248.64,254.41,5.77000000000001,she goes out and she loves being in the house even when we're home she don't like going out so it ain't no different  ,1.0
fe0305341,127,B,411.14,415.02,3.8799999999999955,and that take that's one reason why you ain't got a pet right there ,1.0
fe0305342,184,B,563.37,567.06,3.689999999999941,about a year or two for now i don't know now ain't time to suit myself ,1.0
fe0305348,20,A,33.65,39.25,5.600000000000001, oh yeah i been in one this time um a year though and ain't been h- ever been happier than i've been right now ,1.0
fe0305348,71,A,164.56,177.93,13.370000000000005,attitude i mean just we i was at a car wreck back in december we been toge- i mean every day twenty four hours a day for the last you know since december and we don't fight i mean we get along perfect and i ain't been with nobody i can be around that long and not fight with 'em ,1.0
fe0305348,152,A,366.04,377.91,11.870000000000005,  i said i ain't into all that damn lying anyway just tell me up upfront you know i'll be all right with it you lie to me that's when i'm really going to get mad   if you ain't got honesty you ain't got nothing ,3.0
fe0305348,210,A,524.32,532.03,7.709999999999923,she says she ain't found that perfect partner yet either    ,1.0
fe0305358,51,B,168.42,177.43,9.01000000000002,  you all get back in there i ain't a talking to you in here get out of here i'm running a house full of women out here get back in there this is i'm new to this and they all make me all blush to death  ,1.0
fe0305358,91,B,346.86,350.52,3.659999999999968,   what year of the lord you ain't in no hurry take it easy  ,1.0
fe0305358,143,B,550.95,563.17,12.219999999999914,i don't know they ain't jealous or nothing but they look at me and they go well why aren't you all arguing why aren't you just why aren't you all biting your heads and like what's the matter with that w- why should we be i mean there's no blueprint that says you have to you know we get along good and  ,1.0
fe0305374,169,B,516.16,519.23,3.07000000000005,but anyway we better stick on the topic or we ain't going to get paid ,1.0
fe0305377,72,A,231.73,235.82,4.090000000000003,and uh you know aside from the fact that you don't feel good that you ain't working  ,1.0
fe0305377,74,A,236.78,247.85,11.069999999999993,i mean 'cause most guys that i know when they get in trouble it's because they ain't working  you know i mean 'cause the truth is it if you're working hard forty hours a week or fifty whatever it is  you're too damned tired to get in trouble ,1.0
fe0305377,121,A,382.52,391.84,9.319999999999993,you know at that time you know you get robbed and  guys you get guys putting guns to the back of your head and you know  that ain't you know i don't know about you but that ain't real friendly ,2.0
fe0305383,39,A,115.75,124.81,9.060000000000002, yeah i hear you well ain't nothing wrong with presidential jokes especially when it you know you look at the watergate scandals and all this uh ,1.0
fe0305383,47,A,145.0,155.9,10.900000000000006,you know especially uh you know what i mean well you know with nice party or get together  it ain't like you gotta have a lot of booze or drug or none of that to you know you have good clean comedy and p- you know ,1.0
fe0305385,44,B,116.78,128.69,11.909999999999997,how would rate 'em oh yeah with south park  shut up you don't even like it   that's pretty cool  but uh yeah there ain't no line drawn on south park you ever seen that ,1.0
fe0305385,89,B,263.56,275.41,11.850000000000023, i mean uh yeah that's that there's so many sides to that question i mean what somebody likes  somebody ain't gonna like something everybody's not  gonna like the same stuff so there'd there'd be so many lines drawed on each you couldn't even see it if you's gonna do that ,1.0
fe0305385,135,B,418.35,429.24,10.889999999999986,that's that's just some days it's pretty wild  they do some wild stuff but i mean i i watch 'em do it and i love to watch it but i don't i don't want to try it but i mean i ain't gonna staple stuff to me and ,1.0
fe0305385,170,B,510.4,512.6,2.2000000000000455, i i ain't gonna go do the stuff that they do ,1.0
fe0305385,172,B,518.44,531.59,13.149999999999977,well you w- we hear the way they talk to you and they send you letters and it's it's like you're more than retarded it's like you ain't got no sense at all i mean we ain't the smartest in the world but we ain't crazy either i mean lord but uh ,3.0
fe0305385,184,B,551.81,565.08,13.270000000000095,the no and then it's the par- and that's like the parents gotta take some responsibility there too i mean if they can't they can't say whether they're sneaking around watching it well if they're sneaking around doing that then they can be sneaking around doing anything if you ain't gonna have no control over 'em i mean they're pretty good they're pretty sneaky ,1.0
fe0305395,147,A,472.36,481.36,9.0,and then just just ride down you know  'cause for me that would be the i mean ultimately when you strip everything of all the bullshit you know if you ain't got family you ain't got nothing you know ,2.0
fe0305395,190,A,595.17,599.89,4.720000000000027,but yeah that ain't like you know driving across the border to mexico  you know just just getting there ,1.0
fe0305396,52,B,136.03,140.48,4.449999999999989,yeah that's true 'cause you're right over the border i mean you really ain't that far you know actua- ,1.0
fe0305398,54,B,227.98,231.6,3.6200000000000045,if you if you don't do what you love you ain't gonna be happy ,1.0
fe0305442,53,B,133.75,135.47,1.7199999999999989,when it ain't so busy ,1.0
fe0305442,115,B,321.1,326.09,4.989999999999952,and then you ain't got to put up with a whole bunch of people 'cause who wants to be out there and catch that eleven o'clock movie ,1.0
fe0305460,106,A,318.41,324.11,5.699999999999989,hm  you know it ain't no don't take a rocket scientist to figure that out you know ,1.0
fe0305460,135,A,400.75,409.11,8.360000000000014, yeah we ain't done that i mean the last time i done that oh yeah we done one of them in the th- this as far as far as seeding i thought you were talking about sod ,1.0
fe0305487,155,A,501.51,510.54,9.03000000000003,we used to have a whole big restaurant with dollar ninety nine breakfast  but you don't want somebody sitting there all day for that ain't no money you know ,1.0
fe0305503,191,A,586.76,589.12,2.3600000000000136,there ain't nothing wrong with that ,1.0
fe0305509,144,B,426.7,430.97,4.270000000000039,that yeah there ain't much more to do than that around where i live ,1.0
fe0305513,21,B,38.63,44.57,5.939999999999998,censorship i think that you should have the right to say whatever you want whenever you want as long as you ain't nobody ,1.0
fe0305513,24,A,48.31,62.05,13.739999999999995,i think i think you should be able to um say what you want to say also as long as you ain't hurting nobody but i i don't really uh i don't really agree with that censorship stuff because some things you can't even watch on t.v. ,1.0
fe0305538,9,A,14.87,23.3,8.430000000000001,um actually i just got back from jogging so  ain't it funny but i'm just trying to start after you know a tough semester so ,1.0
fe0305543,56,A,209.69,211.43,1.740000000000009,yeah it just ain't right you know ,1.0
fe0305543,151,A,584.94,592.13,7.189999999999941,your knees and stuff some people can do it and it ain't for others but i can do a little walking you know that's good for me but ,1.0
fe0305546,117,A,444.13,447.35,3.2200000000000273,you know it's going to tighten it up it ain't going to shrink it though ,1.0
fe0305549,128,B,502.58,515.03,12.449999999999989,and she's seventy and i said hey but if it ain't happened it ain't going to happen so um but am i uh right now my i'm in charge of my own diet and i just you know i'm very conscious about my diet i think if i got heavy i felt sluggish ,2.0
fe0305551,115,B,486.53,496.99,10.460000000000036,they put together so they're pretty nice keeps the kids out of trouble and stuff so they go there and hang out and i watched 'em on t.v. once when thy were on those x. games and stuff and i think those guys are crazy man i mean there ain't no way in hell ,1.0
fe0305567,131,B,551.7,562.88,11.17999999999995,pretty interesting i well i had an interesting life oh there ain't ain't no doubt about it and that's why i praise the lord every day and i thank god for this country and the things that i got from it ,2.0
fe0305572,12,B,13.91,17.33,3.419999999999998,oh where you at tha- you ain't you ain't in wisconsin -sin ,2.0
fe0305572,29,B,65.59,70.33,4.739999999999995,so i i'm i i ain't too much i can do but just pray god you know ,1.0
fe0305572,31,B,72.64,81.43,8.790000000000006,um health his- health issues myself right now but it ain't from that but my body ain't strong enough to be uh you know running all around so ,2.0
fe0305572,149,B,414.16,421.81,7.649999999999977,  'cause there ain't nothing they doing interest to me anyway  they running around acting stupid and everything  but i just go right on around them  ,1.0
fe0305572,177,B,500.01,506.75,6.740000000000009,after all that we can move around ain't the crime um crime against each other here has dropped now it's um ,1.0
fe0305572,195,B,565.6,567.7,2.1000000000000227, yeah i ain't never been there    ,1.0
fe0305600,42,A,89.16,90.3,1.1400000000000006,which ain't there ,1.0
fe0305600,48,A,102.97,111.38,8.409999999999997,more wary uh yeah me too well you gotta be careful what's around you and that yeah you know i you know you ain't never there's trouble could happen ,1.0
fe0305621,123,A,367.33,379.74,12.410000000000025, ain't that something and there's a big there's a big there's a lot of people surfing when i was in santa cruz it's just like a mass of them out ,1.0
fe0305626,81,A,304.56,307.8,3.240000000000009,out because we ain't got no money do you think that ,1.0
fe0305626,119,A,446.49,454.49,8.0,whatever and make a difference some of them do but not enough of them not when they're getting these kinds of salaries it ain't right dude ,1.0
fe0305627,86,A,193.9,195.44,1.539999999999992,a hundred and eighty two ain't it ,1.0
fe0305627,110,A,260.17,262.45,2.2799999999999727,i don't know it's kind of hard ain't it ,1.0
fe0305627,167,A,380.49,384.33,3.839999999999975,yeah not yeah it ain't too bad you know just talking ten minutes on the phone ,1.0
fe0305657,51,B,146.57,151.98,5.409999999999997,yeah because you know the airports nowadays you know they ain't serving people with no forks or nothing ,1.0
fe0305662,179,B,574.53,576.1,1.57000000000005,you ain't flying ,1.0
fe0305668,85,A,301.85,310.31,8.45999999999998,but you need somebody to sit there  that will have a clear mind because when you know w- when you get angry your mind ain't clear no more ,1.0
fe0305668,98,A,352.71,361.56,8.850000000000023,that way you could you know in a way make sure that one person ain't being you know bought in a pocket and ,1.0
fe0305671,28,B,106.48,116.14,9.659999999999997,we've been lying i mean bill clinton i know had relationships with that lady he lied about that you mean to tell me the government ain't going to sit down and lie about oh yeah let's invest more money let's take from come on man ,1.0
fe0305674,20,A,31.35,33.92,2.5700000000000003,um that's a very big issue ain't ,1.0
fe0305674,66,A,152.49,162.71,10.219999999999999,ain't getting no better it must be this line that i'm on yeah ,1.0
fe0305678,37,B,148.9,160.02,11.120000000000005, right they were fine until they put the jews over their saudi told them don't put those jews over here we don't need them we ain't we don't owe them nothing germany did them an injustice germany owes something i don't owe them nothing ,1.0
fe0305678,85,B,299.69,307.13,7.439999999999998,that ain't oh really now you you talking to a black lady you can't tell me that you can't tell me that ,1.0
fe0305711,80,B,158.69,162.26,3.569999999999993,a- ah well tell you the truth there ain't too much we can do  ,1.0
fe0305737,125,B,485.19,488.85,3.660000000000025,but that thousands of dollars computer ain't worth crap any more  ,1.0
fe0305795,157,B,450.7,461.48,10.78000000000003,finding how we stay suck excuse my talk but i'm just telling it like it is  no notre dame ain't all that popular it really ain't the only popular thing about it is the religion ,2.0
fe0305798,8,A,12.98,27.44,14.46,it's everything everything is family you know what i'm saying 'cause listen nobody even when it comes to girls and stuff you know what i'm saying you get hurt you know what i'm saying the girl ain't going it's just the girl ain't going to be able is going to be there your mom your dad your sister your brother your uncle somebody's going to be there to check for you ,2.0
fe0305798,148,A,552.9,567.52,14.620000000000005,and you know if he doesn't like them you know i know there's something about them that i need to be careful for you know what i'm saying 'cause you you know he he's just cool like that most of the girls i mean they love him ah you know if i if he ain't feeling nothing there's no point in me going home with them you know ,1.0
fe0305815,48,A,104.29,107.72,3.4299999999999926, oh  i ain't married ,1.0
