File,Line,Content,InstancesCountPerLine
2348-143895-0013,0013,she tried to think it had been at his want of consideration he had come to her with his unhappiness when her own bliss was so perfect he had done his best to darken the brightness of those pure rays,1.0
2348-143895-0092,0092,but she would undertake to say it had done him good he wasn't the same man when he left as he had been when he came it had opened his eyes and shown him that england wasn't everything,1.0
2351-151969-0000,0000,fine old christmas with the snowy hair and ruddy face had done his duty that year in the noblest fashion and had set off his rich gifts of warmth and color with all the heightening contrast of frost and snow,1.0
2351-151970-0024,0024,active looking boy but made polite by his own extreme sensitiveness as well as by his desire to conciliate he checked his inclination to laugh and said quietly i've done with the grammar i don't learn that any more,1.0
2361-137615-0028,0028,then when this was done king mark cast always in his heart how he might destroy sir tristram and then he imagined in himself to send sir tristram into ireland for la beale isoud,1.0
2361-137615-0030,0030,and all this was done to the intent to slay sir tristram notwithstanding sir tristram would not refuse the message for no danger nor peril that might fall for the pleasure of his uncle,1.0
2361-137615-0064,0064,when that i have done this battle if god give me grace that i speed that ye shall give me a reward,1.0
2361-137615-0067,0067,i have done battle with him therefore upon my head it is no shame to call him a good knight it is noised said the king that blamore is the hardier knight,1.0
2361-165622-0042,0042,i agreed to her desire but when i had agreed she would have it too that i should swear i would have done more than that for her but she took me at my word i made her a promise without knowing what,1.0
2364-131735-0049,0049,in practice this is done by means of a special instrument known as a continuity preserving transmitter or usually as a transmitter this consists of an electromagnet t operated by a key k,1.0
2368-157054-0032,0032,very good said the doctor have an eye to every thing joe will see to throwing out the ballast and dick will carry off the prisoner but let nothing be done until i give the word,1.0
2368-157056-0024,0024,ah master i give up i see that you are right and that there is nothing else to be done,1.0
2368-157057-0014,0014,we have three days left you say yes my dear dick well as grieving over the matter won't help us in three days there will be time enough to decide upon what is to be done in the meanwhile let us redouble our vigilance at their evening meal the water was strictly measured out and the brandy was increased in quantity,1.0
2368-157057-0034,0034,had he done well in that was it not like attempting to tread forbidden paths was he not in this trip trying to pass the borders of the impossible had not the almighty reserved for later ages the knowledge of this inhospitable continent,1.0
2368-157057-0035,0035,and by an irresistible association of ideas the doctor allowed himself to be carried beyond the bounds of logic and of reason after having established in his own mind what he should not have done the next question was what he should do then,1.0
238-122530-0008,0008,now the duchess has done come on mind the bottom step hang it all how dark it is behind this curtain garth gave her his hand and jane mounted the steps and passed into view of the large audience assembled in the overdene concert room,1.0
2384-152900-0027,0027,if one is tired and slack it may sometimes happen that one will put off till to morrow what ought to be done to day especially when it is bitterly cold,1.0
2384-152900-0037,0037,and they were so excellent both in material and making up that no one in the world could have done better it was a model piece of work to save this outer sleeping bag we had it provided with a cover of the lightest canvas,1.0
2388-153728-0010,0010,of what man has fancied and done before studying the effects that the motions of the stars have had and will have upon the constellations,1.0
2391-145015-0092,0092,i am tempted to add a little about the difference of personal habits it may be asserted as a general truth that less was left to the charge and discretion of servants and more was done or superintended by the masters and mistresses,1.0
2391-145015-0102,0102,it was a difficult and tedious work to make a long coated hunter dry and comfortable and was often very imperfectly done of course such things were not practised by those who had gamekeepers and stud grooms and plenty of well trained servants,1.0
2401-144485-0002,0002,was to take my woodman's axe in my hand and clear my own way through the forest of difficulty by cutting down the trees until i came to dora and i went on at a mighty rate as if it could be done by walking when i found myself on the familiar highgate road,1.0
2404-141240-0003,0003,unless you call on the radio in which case we come in with the automatics going and shoot the place up and it doesn't matter who we hit this will be done only as a last resort,1.0
2404-141242-0053,0053,something she had been wanting to do for a long time i had to he said trying to ignore the light touch of her fingers because i thought so much of you i couldn't have done anything to insult you,1.0
2405-148581-0008,0008,nevertheless the looking about had to be done and a day came when he found himself once more at the door of elmer moffatt's office his thoughts had been drawn back to moffatt,1.0
2405-148581-0015,0015,gave ralph the impression of having been done over by the same hand he was smoother broader more supremely tailored and his whole person exhaled the faintest whiff of an expensive scent,1.0
2405-148581-0035,0035,instead of in their usual quiet corner but there was no room in his mind for anything but the cry that broke from him i believe i've done it he sat down and explained to her by what means trying as best he could,1.0
2405-148581-0038,0038,and besides what on earth does it matter the great thing is that it's done she lifted her sparkling eyes and now my share you haven't told me he explained that mister dagonet,1.0
2405-7360-0012,0012,and now that i hold it may its modest vermilion cover shine always like a lamp upon my shelves it is not fiction to a bibliophile it is worthy of all the honour done to verse,1.0
2405-7360-0013,0013,within the last ten years of his life we had the great pleasure of seeing tardy justice done at length to the genius of mister george meredith i like to think that after a long and noble struggle against the inattention of the public,1.0
2407-7664-0037,0037,abreks said the old man no i haven't i say have you any chikhir let me have a drink there's a good man i'm really quite done up,1.0
2407-7667-0029,0029,the cossacks burst out laughing have done laughing said the corporal and take the body away why have you put the nasty thing by the hut,1.0
2411-132532-0016,0016,he looked into the hut but no person was there and the eldest of the boys told him that their father was with his flocks and their mother was gone down into the vale but would be back presently as he stood considering what was further to be done,1.0
2414-159411-0004,0004,then the brahman took pity on him and opened the cage door but no sooner had he done so than the tiger jumping out said now i will eat you first and drink the water afterwards,1.0
2414-159411-0032,0032,when the brahman had done this the jackal said oh you wicked and ungrateful tiger,1.0
2416-152139-0041,0041,but before leaving you pretended to discover the theft of a hundred thousand dollars that done up in a paper parcel was even then reposing in your desk you brought the parcel home put it in that safe there,1.0
2416-152139-0051,0051,evidence that he had done the job and had the balance somewhere what would his denials his protestations of innocence count for he was an ex convict a hardened criminal caught red handed with a portion of the proceeds of robbery,1.0
242-122626-0003,0003,what does bessie say i have done i asked jane i don't like cavillers or questioners besides there is something truly forbidding in a child taking up her elders in that manner,1.0
242-126842-0002,0002,if anything could have made him thin the way he worried over this matter would have done it for myself i cared not a groat,1.0
2427-154697-0013,0013,i was in a perpetual conflict between the desire that she should have justice done her and the apprehension that while i improved her fortune i should endanger her mind however as her character began to be formed,1.0
243-160870-0015,0015,shall be the winner of the game so the wolf trotted off one way and red riding hood went the other and i am sorry to say that she lingered and loitered more than she ought to have done on the road well what with one thing and another,1.0
243-162846-0013,0013,so lend me your servants and your horse and your gown and i will go up to london and see the king if nothing else can be done i can at least die in your place,1.0
2436-2476-0025,0025,i answered her greeting and met george prince's casual gaze he too smiled as though to signify that his sister had told him of the service i had done her or was his smile an ironical memory of how he had eluded me this morning when i chased him,1.0
2436-2481-0022,0022,tortured sleep i was awakened by the sound of my alarm buzzer someone was tampering with my door then the buzzer ceased the marauder outside must have found a way of silencing it but it had done its work awakened me,1.0
2437-153220-0026,0026,you write that in petersburg he is spoken of as one of the most active cultivated and capable of the young men forgive my vanity as a relation but i never doubted it the good he has done to everybody here from his peasants up to the gentry is incalculable,1.0
2445-148556-0071,0071,i can't bear to see you so done up,1.0
2448-141428-0032,0032,now that we feel like fighting cocks there isn't any fighting to be done the great life in my estimation would be to return to earth and battle with mortal problems but equipped mentally,1.0
2448-163521-0000,0000,well done and ill paid,1.0
2448-163521-0020,0020,well done is often ill paid,1.0
245-122647-0050,0050,what the deuce have you done with yourself this last month i have been with my aunt sir who is dead,1.0
245-122648-0038,0038,a dependent does her duty as well as you have done yours,1.0
246-122825-0044,0044,oh i don't know i've come so far short in so many things i haven't done what i meant to do when i began to teach last fall i haven't lived up to my ideals,1.0
246-122825-0050,0050,i would not feel over it as i do but the truth is missus allan that i just flew into a temper and whipped him because of that i wasn't thinking whether it was just or unjust even if he hadn't deserved it i'd have done it just the same,1.0
246-224-0028,0028,though it has turned out so well for us i do not like him at all as it happens there is no great harm done because i do not think isabella has any heart to lose but suppose he had made her very much in love with him,1.0
248-130652-0038,0038,since in his own opinion he had never done a bad action it did not seem necessary to consider whether he should be likely to commit one if his love of ease required it lush's love of ease was well satisfied at present,1.0
248-130697-0001,0001,deeds are the pulse of time his beating life and righteous or unrighteous being done must throb in after throbs till time itself be laid in darkness,1.0
248-130697-0008,0008,if it were true that he could swim he must have been seized with cramp with your quickest utmost effort it seems impossible that you could have done anything to save him,1.0
2481-163597-0011,0011,then only will you overcome me when you enter here the prince went home told his father all that had happened and asked him to have a leather rope plaited long enough to reach to the other world his father ordered this to be done,1.0
2485-151993-0006,0006,and uncle deane having taken occasion to say a few words of eulogy on his general character and conduct tom himself got up and made the single speech of his life it could hardly have been briefer he thanked the gentlemen for the honor they had done him,1.0
2485-151993-0009,0009,the party broke up in very sober fashion at five o'clock tom remained in saint ogg's to attend to some business and mister tulliver mounted his horse to go home and describe the memorable things that had been said and done,1.0
2485-151993-0035,0035,but you've done what you could to make things a bit even shake hands wi me again my lad before i go away from you the father and son clasped hands,1.0
2487-162474-0001,0001,she did not as the more self conscious creatures of civilization would have done envy their peace in so many words,1.0
2487-169011-0047,0047,and i know what you've done it for just because of that gipsy party he turned away from her and took five paces decisively as if he were tired of an ungrateful country including herself,1.0
2487-169018-0020,0020,he reached the entrance to the building and fancy suddenly lost sight of him instead of pursuing the roadway as dick had done he had turned sharply round into her own porch she jumped to the floor,1.0
2491-134787-0082,0082,he had done a thing of which he was no longer capable however that may be this last evil action had a decisive effect on him it abruptly traversed that chaos which he bore in his mind and dispersed it,1.0
2491-134787-0100,0100,internal hardness his dismissal to liberty rejoicing in manifold plans of vengeance what had happened to him at the bishop's the last thing that he had done,1.0
2494-156017-0007,0007,which being done there is nothing which may not be accomplished the weakest soul knowing its own weakness and believing this truth that strength can only be developed by effort and practice,1.0
2496-156067-0035,0035,to reflect upon your sister she is a worthy child sir i have done replied he and yet i have her honour at heart as much as the honour of the rest of the family,1.0
2496-156067-0040,0040,he will endeavour to see her there so would such an impudent man here said my uncle antony and tis better done there than here better no where said my father,1.0
2496-156067-0043,0043,drawled my brother son james said my father sternly i have done sir said he but again in a provoking manner he reminded me of the prohibition,1.0
2496-156083-0001,0001,that his younger sister is very soon to be mister solmes's wife he tells me of the patterns bespoken which my mother mentioned to me not one thing escapes him that is done or said in this house,1.0
2496-156089-0012,0012,as to his person i mean for with regard to his mind by all i have heard you have done him but justice but you have such a talent at an ugly likeness and such a vivacity,1.0
25-88353-0049,0049,hydrophobia in the latter end of uncle tom's cabin unconsciously mister dixon has done his best to prove that legree was not a fictitious character,1.0
250-142276-0010,0010,and was wanted everywhere at one and the same time her mind and body ached now with the recollection of all she had done and said within the last forty eight hours the farewells so hurriedly taken amongst all the other good byes,1.0
250-142276-0034,0034,and she repined even more frequently that her husband who was more learned than mister hume a better parish priest than mister houldsworth should not have met with the preferment that these two former neighbours of theirs had done,1.0
250-142276-0037,0037,not so pleasant in the latter half of september the autumnal rains and storms came on and margaret was obliged to remain more in the house than she had hitherto done,1.0
2504-154289-0002,0002,yes into two parties those of us whose horses are so done out with fatigue and thirst that they can scarcely drag one leg after the other,1.0
2504-154289-0060,0060,he carries his cooking apparatus with him and all that had to be done was to place him in his own shell over the glowing embers the substantial dishes were reserved for the night comers and the three hunters contented themselves with devouring the partridges and washed down their meal with clear fresh water,1.0
2512-157242-0006,0006,well now you have done it said robert but anthea was a really first class sister she did not say a word till she had got out the scotch heather mixture fingering wool,1.0
2512-157242-0039,0039,then they set to work to line the carpet throughout with the oil cloth the nursery felt very odd and empty without the others and cyril did not feel so sure as he had done about their being able to tram it home so he tried to help anthea which was very good of him but not much use to her,1.0
2512-157242-0076,0076,but do not let us be unjust even in a dream do not hold the children they have done no harm as i said before it was i who opened the box the strong bony hands unwillingly loosened their grasp robert shook himself and stood in sulky resentment,1.0
2518-154825-0048,0048,i think i could have done it but there was only the cliff wall sheer and white against that narrowest way with never cranny to put a finger into the wind was blowing in fresh puffs and though i did not open my eyes,1.0
2518-154825-0049,0049,i knew that it was moving the little tufts of bent grass and the chiding cries of the gulls seemed to invite me to be done with fear and pain and broken leg and fling myself off on to the rocks below then elzevir spoke john he said,1.0
2522-147156-0016,0016,all these thoughts had passed through her mind while yet she was in prison so when she was turned out her purpose was clear and she did not feel her desolation of freedom as she would otherwise have done that night,1.0
2522-147156-0040,0040,i might have done better with the money i see now,1.0
2522-147156-0042,0042,while i lived with him i had it for asking and fifty pounds would i thought go a long way so i went back to chester where i'd been so happy and set up a small ware shop and hired a room near we should have done well,1.0
2522-147156-0049,0049,her voice had lost its wildness and she spoke with the quiet of despair but it's no matter i've done that since which separates us as far asunder as heaven and hell can be,1.0
2522-147156-0055,0055,he deeply pitied her but oh how he longed to recall her mind to the subject of mary and the lover above her in rank and the service to be done for her sake but he controlled himself to silence,1.0
2522-147156-0087,0087,he had not done enough to save her one more effort and she might have come nay twenty efforts would have been well rewarded by her yielding he turned back but she was gone,1.0
2522-147156-0103,0103,but hers were ever open and contained in their soft deathly look such mute reproach what had she done to deserve such cruel treatment from him she had been wooed by one whom jem knew to be handsome gay and bright,1.0
2522-147156-0113,0113,having done the duty nearest to him of reducing the tumult of his own heart to something like order the second became more plain before him poor esther's experience had led her perhaps too hastily,1.0
2526-156076-0028,0028,to keep in your own hands the estate bequeathed to you by your grandfather had you done so it would have procured you at least an outward respect from your brother and sister which would have made them conceal the envy and ill will,1.0
2526-156076-0035,0035,and such tyrannical and despotic wills in others to deal with indeed all may be done and the world be taught further to admire you for your blind duty and will less resignation,1.0
2531-156720-0005,0005,you did not scoff as others might have done you have very rare qualities david flushed and mumbled denials do not be so modest my boy i speak the truth it came to me that such a mind as yours having these qualities should be further cultivated and refined,1.0
2531-156720-0023,0023,could have done even this much the truth of the matter is that you are a lot puff heavier than you look i hope you are not being overfed at home i i don't know said david wondering whether or not he was going to be sick,1.0
2531-156724-0010,0010,because i know you'll tell me when it's time but whatever it is we'd better do it right now the scientist may show up any minute precisely my boy never put off until tomorrow what can be done today one of my favorite proverbs,1.0
2532-163402-0014,0014,why there ain't no necessity for it and what would you want to saw his leg off for anyway well some of the best authorities has done it they couldn't get the chain off so they just cut their hand off and shoved and a leg would be better still but we got to let that go,1.0
2532-163402-0028,0028,the iron mask always done that and it's a blame good way too jim ain't got no tin plates they feed him in a pan that ain't nothing we can get him some can't nobody read his plates,1.0
2533-149939-0032,0032,even you my lord could hardly have done that,1.0
2533-149939-0044,0044,if this thing was to be done it might as well be done at once he looked out of his window and saw that the streets were in a mess of slush white snow was becoming black mud,2.0
254-12312-0021,0021,the globe terrestrial is the tennis ball after playing when the game is done they refresh themselves before a clear fire and change their shirts and very willingly they make all good cheer,1.0
2541-159352-0019,0019,so she made him smart and fitted him out as well as she could and he took out his new shoes and brushed them till they were as bright as glass and when he had done that off he went but all happened just as it did before,1.0
2541-159352-0036,0036,and when he had done that off he went this time he did not take the short cut but made a great bend for down to the rats he would not go if he could help it he was so tired of all that wiggle waggle,1.0
2541-185493-0035,0035,this done their shop or cabinet was shut upon them as usual and the bangs throwing of sticks et cetera through a window and the like took place well this sly and inconvenient old sea captain,1.0
2544-27475-0029,0029,where we'd been what we'd done what took us to melbourne how we liked it what kind of people they were and so on we had to tell her a good lot part of it truth of course but pretty mixed,1.0
255-121534-0022,0022,this done he went on to the pavement to make trial of the bow thrice did he tug at it trying with all his might to draw the string and thrice he had to leave off,1.0
255-121534-0066,0066,so eumaeus brought the bow on and placed it in the hands of ulysses when he had done this he called euryclea apart and said to her,1.0
255-121535-0003,0003,if you are ulysses said he then what you have said is just we have done much wrong on your lands and in your house,1.0
255-121535-0020,0020,that he has done in your house ulysses answered telemachus and i will hold these suitors in check no matter what they do,1.0
255-121535-0033,0033,my friends he will soon have to leave off for mentor has gone away after having done nothing for him but brag they are standing at the doors unsupported do not aim at him all at once,1.0
255-121535-0043,0043,i shall die without having done anything to deserve it and shall have got no thanks for all the good that i did ulysses looked sternly at him and answered if you were their sacrificing priest you must have prayed many a time,1.0
255-121535-0055,0055,for she saw that a great deed had been done but ulysses checked her old woman said he rejoice in silence restrain yourself and do not make any noise about it it is an unholy thing,1.0
255-121535-0062,0062,when they had done this they cleaned all the tables and seats with sponges and water while telemachus and the two others shovelled up the blood and dirt from the ground and the women carried it all away,1.0
2552-132097-0087,0087,aunt izzie's hair was half pulled down and philly was rolling over and over in convulsions of laughter but cousin helen said she hadn't done anything and pretty soon papa was on the floor too playing away as fast as the rest,1.0
2552-132097-0127,0127,who had done brave and good things she was almost too pleased to speak oh thank you cousin helen she said at last cecy wasn't a cousin but she and the carr children were in the habit of sharing their aunts and uncles,1.0
2553-163692-0025,0025,and have borne black malice in their hearts come annie now would not you have done so i think said annie although of course i cannot tell you know john,1.0
2553-163730-0004,0004,in wonderful health and spirits and as glad as a bird to get back again it would have done any one good for a twelve month to behold her face and doings and her beaming eyes and smile,1.0
2553-163730-0027,0027,and to love her with all one's heart neither was my pride diminished when i found what she had done only from her love of me earl brandir's ancient steward,1.0
2562-157263-0007,0007,here slaves were busy in a moment setting things to rights for the departure of their master several worked about the swift flier that would bear the prince of helium rapidly toward ptarth at last all was done,1.0
2562-157263-0041,0041,who could have done the thing and why carthoris could not hazard even a faint guess but the thing now was to learn in what portion of the world he was,1.0
2568-156117-0009,0009,peering into her face and finding in his sister too something new unusual and bewitchingly tender that he had not seen in her before natasha it's magical isn't it yes she replied you have done splendidly,1.0
2568-156117-0010,0010,had i seen her before as she is now thought nicholas i should long ago have asked her what to do and have done whatever she told me and all would have been well so you are glad and i have done right,2.0
2570-157243-0003,0003,twenty two and ninepence it ought to have lasted for years it's simply dreadful now well never mind darlings you've done your best i think we'll have coconut matting next time,1.0
2570-157243-0032,0032,that you are not to play with paraffin what have you been doing we have burnt a paraffiny rag anthea answered it was no use telling mother what they had done to the carpet,1.0
2570-157243-0067,0067,it flapped its golden wings and cried in a voice that could be heard all over the theatre well done my servants ye have my favour and my countenance little tom on the stage stopped short in what he was saying,1.0
2570-157243-0111,0111,that was why the papers said next day that the fire at the theatre had done less damage than had been anticipated,1.0
2573-178449-0046,0046,and now bibbs looked up she stood before him straight and tall splendid in generous strength her eyes shining and wet if i mean that much to you she cried they can't harm you go back to the shop but come to me when your day's work is done,1.0
2573-178449-0049,0049,but all day long i'll send my thoughts to you you must keep remembering that your friend stands beside you and when the work is done won't the night make up for the day light seemed to glow from her he was blinded by that radiance of kindness,1.0
2573-178450-0009,0009,well i set bibbs to learn the men and to learn the business and he set himself to balk on the first job that's what he did and the balk's lasted close on to three years if he balks again i'm just done with him,1.0
2573-178450-0017,0017,but it's frothin and bubblin in the boiler this country's been fillin up with it from all over the world for a good many years and the old camp meetin days are dead and done with church ain't what it used to be nothin's what it used to be,1.0
2573-178450-0033,0033,you been leavin your office for drinks every few hours for the last three weeks i been over your books your office is way behind you haven't done any work to count in a month all right said roscoe drooping under the torture it's all true,1.0
2573-186232-0007,0007,who at that time was not married and had no son explained aunt jane calmly but he did not forget her and asked me to look after katherine bradley in case she or her heirs ever needed help i have done so,1.0
2573-186232-0010,0010,as a matter of justice the place should never have been yours and i won't accept a dollar of the money if i starve to death think of your father suggested aunt jane cunningly ah i've done that said the girl,1.0
2577-157236-0083,0083,and the phonograph and the chorus of singing birds that was done behind a screen with glass tubes and glasses of water they had a beautiful tea suddenly presented to them by the nice curate and miss peasmarsh joined them before they had had more than three cakes each,1.0
2577-157236-0112,0112,then she smiled quite a jolly smile why so i am she said what a funny idea why shouldn't i be in a good temper my dears once more the carpet had done its work and not on missus biddle alone,1.0
2577-157236-0120,0120,the carpet has done many wonders in its day but the case of missus biddle is i think the most wonderful,1.0
258-121528-0003,0003,and never give another thought to the children of their first husband nor to their father either when he is dead and done with go home therefore and put everything in charge of the most respectable woman servant that you have until it shall please heaven to send you a wife of your own,1.0
258-130878-0070,0070,the grave was then covered over with the rubble dug from the seafloor and it formed a low mound when this was done,1.0
2581-157858-0019,0019,a more extensive canvas a more splendid a riper and richer vocabulary nothing that i have ever done he sighed is worth talking to you about but if you are going to be my friend well,1.0
2581-157858-0030,0030,i think she said that you must have been very miserable above all things now whatever you may have done for your liberty don't be fainthearted if you are in trouble or danger you must come to me you promise if i may,1.0
2582-155973-0005,0005,why the greatest happiness is the happiness that comes as a by product of striving to do what must be done even though sorrow is met in the doing,1.0
2587-159393-0007,0007,but thought nothing about the animals when she had finished she carried a full dish into the room and sitting down opposite the old man ate till she had satisfied her hunger when she had done she said,1.0
2587-163454-0026,0026,which before his time had not been done by any one,1.0
2588-160947-0043,0043,he seized one and struck it on the tinder box no sooner had he done this than the door burst suddenly open and there there staring at him stood the dog with eyes as big as saucers,1.0
2598-4654-0016,0016,no i'm not squire i bet squires did the milkin knights wu'n't of done the milkin i'll remember said ginger bitterly when you're squire all the things wot you said a squire ought to do when i was squire,1.0
2598-4654-0033,0033,the young lady visitor emitted a scream that would have done credit to a factory siren then at the open french window appeared a small boy holding a bugle purple faced with the effort of his performance one of the young men was the first to recover speech,1.0
2598-4662-0017,0017,whole fields of crime entirely unexplored all these things and others must be done before the reformation,1.0
2598-4662-0021,0021,in the immediate future however there were various quite important things to be done there was a whole normal lifetime of crime to be crowded into one day,1.0
2598-4662-0048,0048,who has this to it done he joined the frenzied altercation that was going on between the donkey man and the fat woman the air was rent by their angry shouts a group of highly appreciative villagers collected round them,1.0
2598-4662-0049,0049,then one of them pointed to william who sat feeling still slightly shaken upon the bank it was im wot done it he said it was im that was a drivin of it down the ill,1.0
2598-4662-0061,0061,and a green and enraged hen then bracing himself for the effort he delivered himself up to justice when all was said and done no punishment could be really adequate to a day like that dusk was falling william,1.0
26-495-0057,0057,had most of the people that travelled done so the plague had not been carried into so many country towns and houses as it was to the great damage and indeed to the ruin of abundance of people,1.0
2606-132102-0017,0017,do you suppose if katy would excuse me from the rest of my practising i could get it done i've a great mind to go and ask her there's her bell said clover as a little tinkle sounded up stairs i'll ask her if you like no let me go,1.0
2606-132102-0024,0024,katy said elsie those mats of mine are most done and,1.0
2607-177749-0019,0019,letterboxes flowerpots old boots and bookshelves have all done duty and i even remember a pair of robins many years ago in kent bringing up two broods in an old rat trap,1.0
2607-87140-0025,0025,and that nothing was wanting that might tend to the comfort and convenience of a night worker when there was nothing more that could be done the valet was dismissed his lordship said good night to his friend and left him there alone,1.0
2607-87140-0040,0040,in short that whatever had attacked him had done so unexpectedly and while he was busy at his work table for there was the chair lying on its back before it just as it had fallen over when he jumped up from his seat,1.0
2609-169640-0007,0007,he was too much of a seaman to require a second look in order to ascertain what was to be done,1.0
2618-138042-0022,0022,when he had done laughing he said to don quixote,1.0
2618-138042-0029,0029,offence because he was struck treacherously insult because he who struck him maintained what he had done standing his ground without taking to flight and so according to the laws of the accursed duel i may have received offence but not insult,1.0
2618-138042-0045,0045,lest don quixote should see through the joke called out to the one with the basin saying come and wash me and take care that there is water enough the girl sharp witted and prompt came and placed the basin for the duke as she had done for don quixote and they soon had him well soaped and washed,1.0
2618-138042-0062,0062,god bless me said the duke aloud at this who can have done the world such an injury who can have robbed it of the beauty that gladdened it of the grace and gaiety that charmed it of the modesty that shed a lustre upon it who,1.0
2618-138042-0111,0111,this which your grace has done me today cannot be requited with less than wishing i was dubbed a knight errant to devote myself all the days of my life to the service of so exalted a lady i am a labouring man my name is sancho panza i am married,1.0
2624-88360-0027,0027,there are endless writhings and rushings about done with a deal of skill but destructive of the last remnants of ibsen up past the point of the clutching hand this film is the prime example for study for the person who would know once for all,1.0
2625-127773-0085,0085,as soon as she has done feeding and flies away up go the wings and the keel with them covering up any pollen that remains ready for next time then when the bee goes to another flower as she touches the stigma as well as the pollen she leaves some of the foreign dust upon it,1.0
2628-109663-0007,0007,what you have done i said argumentatively as knight and i walked on was easy but when you come to the task of hunting down the detective that they send upon your trail you will find that you have undertaken a difficult feat,1.0
2628-153958-0041,0041,maligned unjustly i do not hesitate therefore to sentence you to imprisonment with hard labour for the rest of your miserable existence during that period i would earnestly entreat you to repent of the wrongs you have done already,1.0
2628-153964-0001,0001,now i suspected that their professed faith had no great hold upon them firstly because i often heard the priests complain of the prevailing indifference and they would hardly have done so without reason,1.0
2638-10172-0079,0079,shocked to disappoint you i am sure but the fact is i have done no you have not,1.0
2638-10172-0089,0089,the family spirit i should have done the same myself at your age,1.0
265-122594-0023,0023,and i am willing to own that my people have many ways of which as an honest man i can't approve it is one of their customs to write in books what they have done and seen instead of telling them in their villages,1.0
265-122594-0029,0029,listen hawkeye and your ear shall drink no lie tis what my fathers have said and what the mohicans have done he hesitated a single instant,1.0
2652-157644-0001,0001,which made the ladies quitt it till he had done but this objection whether general or not soon vanished for as we have seen in a previous chapter the gallant of elizabethan and jacobean days,1.0
2652-157644-0024,0024,writing to her husband isaac appleton at his chamber in grayes inn as his afextinat wife the good susan whose spelling is marvellous tells her sweet hart i have done all the tobakcre you left mee,1.0
2660-154321-0002,0002,what is to be done asked glenarvan it was evident that raising the macquarie was out of the question and no less evident that she must be abandoned waiting on board for succor that might never come would have been imprudence and folly,1.0
2660-173229-0001,0001,would you like to hear what it is mister armadale if you please said allan with all my heart sir this is the point i attach considerable importance if nothing else can be done,1.0
2660-173229-0037,0037,i haven't quite done yet as soon as miss neelie had recovered herself she went upstairs to speak to missus milroy miss gwilt's abominable imputation had taken her by surprise,1.0
2660-173229-0047,0047,he went on more seriously i have shown you the way you can do nothing to quiet her anxiety which i have not done already,1.0
2660-173229-0048,0048,i can tell you mister armadale it dwells on mine you know my opinion of miss gwilt and you know what miss gwilt herself has done this very evening to justify that opinion even in your eyes,1.0
2660-173229-0053,0053,or suppose you send me to miss gwilt with instructions to inform her that she has done her pupil a cruel injustice,1.0
2660-173260-0013,0013,and the date of her death so after all the harm she has done she rests at last and so the two men whom she has injured have forgiven her is there more to say on this subject before we leave it,1.0
2660-173260-0046,0046,who would ever have thought of a man at his age falling in love and who would ever have believed that the mischief that woman's beauty has done could have reached as far in the downward direction as our superannuated old clerk good by for the present my dear boy,1.0
2671-157948-0025,0025,i have done nothing i didn't lead him on at all nobody will know and i shall never see him again she told herself,1.0
2674-155968-0026,0026,more than half of my work as governor was in the direction of getting needed and important legislation i accomplished this only by arousing the people and riveting their attention on what was done gradually,1.0
2674-155968-0032,0032,took shape in direct attack on the combination of business with politics and with the judiciary which has done so much to enthrone privilege in the economic world the reformers who denounced political corruption and fraud,1.0
2674-155968-0038,0038,how absolute the rule of the boss was in the politics of that day senator platt who was always most kind and friendly in his personal relations with me asked me in one day to talk over what was to be done at albany he had the two or three nominal heads of the organization with him,1.0
2674-155968-0053,0053,run with a higher standard of efficiency and integrity but this was not all that had to be done about the canals evidently the whole policy hitherto pursued had been foolish and inadequate,1.0
2674-155968-0075,0075,if they had done so they would have seen that any series of breakfasts with platt,1.0
2676-143903-0023,0023,otherwise she might have been greatly in want of one her errand was over she had done what she had left her husband to do she had a husband in a foreign city counting the hours of her absence in such a case,1.0
2688-144987-0058,0058,if it is done it must be done against the will of the gunners for they prefer to shoot and shoot they will if they can dictate the laws until the last game bird is dead,2.0
2688-144987-0066,0066,and done well nigh the utmost that any state can do to clear her bad record and give all her wild creatures a fair chance to survive the people of the empire state literally can point with pride to the list of things accomplished in the discharge of good citizenship,1.0
2688-144987-0075,0075,chap two hundred fifty six this law should be duplicated in every state two things remain to be done in the state of new york all the shore birds quail,1.0
2691-156745-0036,0036,i being the smallest child was given the shortest stick and allowed to stand nearest the fire soon the three slices were sizzling and browning from the ends of three willow rods and smelled so good that we could hardly wait for them to be done,1.0
2691-156750-0012,0012,we would find in the plain wooden cradle a dainty bundle of sweetness all done up in white,1.0
2691-156750-0022,0022,now i wants yo to be nice and yo can't lessen yo can read and talk like de captain done tole me yo mudder done i was delighted with the book and told her so and hugged it all the way home,2.0
2691-156755-0028,0028,i have done my best with the medicines at hand the only thing that remains to be tried is a tea steeped from the nettle root that may give relief as soon as we could get ready after the doctor uttered those words georgia and i equipped with hoe,1.0
2694-28858-0020,0020,should dissipate their fortunes and their reputations by every kind of extravagance her father had done so and she had never even ventured to hope that her brother would not follow her father's example,1.0
2694-28858-0024,0024,but she had believed it it was so natural that tregear should have done as the others did with whom he lived but then the misfortune would be to him so terrible so irremediable the reader however,1.0
2694-28858-0029,0029,it is hard upon you and me who am i said miss cassewary about the dearest friend that ever a poor girl had it is hard upon you and upon me i have given up everything and what good have i done it is hard my dear,1.0
