File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal
ATL_se0_ag2_m_03_1,1523,ATL_se0_ag2_m_03,1921.4942,1922.9482,1.454,Why he ain't never fuck with it then?,ain't,1,1,17.74888527,17.59,23.75
ATL_se0_ag2_m_03_1,1529,ATL_se0_ag2_m_03,1930.0257,1931.2786,1.2529,"That ain't like, don't do it.",ain't,1,1,-2.519511942,-2.54,3.5
ATL_se0_ag2_m_03_1,1562,ATL_int_01,1976.7368,1978.92,2.1832,"Just like you in it, but you ain't really in it.",ain't,1,1,18.48520886,18.44,25
ATL_se0_ag2_m_03_1,1592,ATL_se0_ag2_m_03,2022.7825,2026.947,4.1645,"National Guard, they- god damn, they ain't like that. Them niggas smoking weed and everything.",ain't,1,1,10.20174632,9.83,5.5
ATL_se0_ag2_m_03_1,1596,ATL_se0_ag2_m_03,2029.3136,2033.7256,4.412,"Our niggas cooling it. Sh- what, we ain't got w- oh, they got a war on what? Ah, we straight, nigga.",ain't,1,1,16.20602752,16.13,8.75
ATL_se0_ag2_m_03_1,1610,ATL_se0_ag2_m_03,2050.8584,2054.0509,3.1925,that you might- everybody might be able to only grow two plants cause it ain't gonna be any-,ain't,1,1,13.33615517,13.16,26.5
ATL_se0_ag2_m_03_1,1685,ATL_se0_ag2_m_03,2151.3477,2153.9242,2.5765,"Mid- mid- I ain't gonna even lie, mid might be like",ain't,1,1,4.592801991,4.56,6.25
ATL_se0_ag2_m_03_1,1688,ATL_se0_ag2_m_03,2155.3575,2158.7745,3.417,"and- probably ten. That- but you know, niggas don't smoke reggie, so I ain't gonna even go to that.",ain't,1,1,15.79696843,15.54,9.25
ATL_se0_ag2_m_03_1,1717,ATL_se0_ag2_m_03,2188.0582,2189.177,1.1188,"but I ain't gonna lie though, like",ain't,1,1,5.773666083,5.67,5.25
ATL_se0_ag2_m_03_1,1758,ATL_se0_ag2_m_03,2245.7497,2248.6769,2.9272,"and you ain't- you ain't gaining nothing from it, no benefits,",ain't,2,2,14.49947819,14.2,3.5
ATL_se0_ag2_m_03_1,1763,ATL_int_01,2256.1308,2257.1104,0.9796,"I ain't gonna lie,",ain't,1,1,10.93812081,10.31,20
ATL_se0_ag2_m_03_1,1774,ATL_se0_ag2_m_03,2269.8735,2271.1956,1.3221,"I ain't gonna even lie to you, I-",ain't,1,1,13.85060521,13.58,22
ATL_se0_ag2_m_03_1,1796,ATL_se0_ag2_m_03,2298.5491,2301.1353,2.5862,I n- but that's because I live- I ain't went to the doctor either though.,ain't,1,1,11.24697559,11.16,4.75
ATL_se0_ag2_m_03_1,1801,ATL_se0_ag2_m_03,2305.4301,2310.1301,4.7,"I- when I started doing- now the pain is so severe, but the weed got me high too so ain't no telling.",ain't,1,1,23.40608767,23.21,21.75
ATL_se0_ag2_m_03_1,1828,ATL_se0_ag2_m_03,2335.3891,2336.2449,0.8558,"ain't no telling, bro.",ain't,1,1,17.6295308,16.32,8.25
ATL_se0_ag2_m_03_1,1944,ATL_se0_ag2_m_03,2483.3591,2485.3942,2.0351,Everybody ain't gonna always like what the next person do.,ain't,1,1,13.94661117,13.79,6.75
ATL_se0_ag2_m_03_1,2029,ATL_se0_ag2_m_03,2591.0748,2592.0956,1.0208,"I ain't fuck with 'em though,",ain't,1,1,18.34919321,18.25,28.25
ATL_se0_ag2_m_03_1,2031,ATL_se0_ag2_m_03,2592.383,2596.9871,4.6041,"and it coulda- it could- it coulda been legit to be real with you, but I ain't fuck with it. I was just like, fuck it.",ain't,1,1,21.71875202,21.63,34.5
ATL_se0_ag2_m_03_1,2032,ATL_int_01,2592.4947,2593.8627,1.368,They didn't get bad reviews?,didn't,1,0,13.32878535,13.31,21.5
ATL_se0_ag2_m_03_1,2035,ATL_se0_ag2_m_03,2599.6485,2602.6933,3.0448,"and that's how I look at shit, you feel me. So at the end of the day, I ain't feel like",ain't,1,1,15.2238146,14.79,7.75
ATL_se0_ag2_m_03_1,2044,ATL_int_01,2612.4092,2614.5283,2.1191,I ain't talking about nothing for real for real.,ain't,1,1,22.25354049,21.36,24
ATL_se0_ag2_m_03_1,2060,ATL_se0_ag2_m_03,2631.1809,2632.9892,1.8083,some- even if it ain't the network.,ain't,1,1,20.1051755,19.96,23.75
ATL_se0_ag2_m_03_1,2072,ATL_se0_ag2_m_03,2654.5718,2657.7657,3.1939,"niggas ain't- niggas going out, but niggas ain't going out.",ain't,2,2,15.9468995,15.84,9
ATL_se0_ag2_m_03_1,2124,ATL_se0_ag2_m_03,2721.0217,2724.0925,3.0708,then be out there performing for them hundred niggas that ain't gonna spread your shit,ain't,1,1,15.43437222,15.32,21.25
ATL_se0_ag2_m_03_1,2188,ATL_se0_ag2_m_03,2824.1178,2827.7166,3.5988,"my nig- I don't even wanna say no names, you heard me, cause I ain't gonna do it like that. But",ain't,1,1,11.04760304,10.89,7.75
DCA_se1_ag1_f_01_1,773,DCA_se1_ag1_f_01,951.2,952.4636,1.2636,It ain't nothing to tell about.,ain't,1,1,13.81334589,13.79,11
DCA_se1_ag1_f_01_1,782,DCA_se1_ag1_f_01,962.2254,965.7366,3.5112,"Case if we ain't had none on us, we could put some on us.",ain't,1,1,11.86080828,11.83,21.25
DCA_se1_ag1_f_02_1,715,DCA_se1_ag1_f_02,745.8899,751.5122,5.6223,"get him out of there- get him out of there. You know, he had stabbed his own self cause she didn't want him no more. She had got Barn.",didn't,1,0,14.98226132,14.93,5
DCA_se1_ag1_f_02_1,721,DCA_se1_ag1_f_02,757.0226,760.0628,3.0402,"so Joe- Barnabus didn't carry Joe out in the woods. He took him home,",didn't,1,0,13.78022038,13.75,5.5
DCA_se1_ag1_f_02_1,743,DCA_se1_ag1_f_02,776.4215,780.9853,4.5638,"and she went and seen Joe in his bad condition, but they didn't tell him that the uh-",didn't,1,0,16.81500336,16.76,8.75
DCA_se1_ag1_f_02_1,775,DCA_se1_ag1_f_02,812.3795,815.5689,3.1894,So that boy did. I don't- I ain't see it today cause I came down here.,ain't,1,1,21.81818936,21.72,20.5
DCA_se1_ag1_f_02_1,803,DCA_se1_ag1_f_02,839.2321,840.0248,0.7927,I ain't really-,ain't,1,1,3.345483132,3.27,2.5
DCA_se1_ag1_f_02_1,804,DCA_se1_ag1_f_02,842.0251,845.9735,3.9484,"Mm-mm. I mostly stay on with my Friday. No, I ain't hardly look at that.",ain't,1,1,11.88981586,11.75,27.75
DCA_se1_ag1_f_02_1,918,DCA_se1_ag1_f_02,964.5804,966.0807,1.5003,And I ain't gonna have a big dog.,ain't,1,1,14.11752919,14.03,7
DCA_se1_ag1_f_02_1,1023,DCA_se1_ag1_f_02,1084.3146,1086.1567,1.8421,"Yeah, he didn't know how to spell kangaroo.",didn't,1,0,12.33592413,12.3,4.25
DCA_se1_ag1_f_02_1,1027,DCA_se1_ag1_f_02,1087.1439,1088.3282,1.1843,"He didn't know how to spell kangaroo,",didn't,1,0,17.13087162,17,26.5
DCA_se1_ag1_f_02_1,1029,DCA_se1_ag1_f_02,1088.6779,1090.3473,1.6694,and he didn't know how to spell alligator.,didn't,1,0,22.42136743,22.26,23.75
DCA_se1_ag1_f_02_1,1040,DCA_se1_ag1_f_02,1099.6195,1100.4821,0.8626,He didn't know how!,didn't,1,0,7.055328293,7.03,7.25
DCA_se1_ag1_f_02_1,1120,DCA_se1_ag1_f_02,1185.839,1187.8989,2.0599,"He said, it's my teacher. I said, you ain't getting her.",ain't,1,1,15.13296913,15.05,25.5
DCA_se1_ag1_f_02_1,1222,DCA_se1_ag1_f_02,1320.5703,1327.6101,7.0398,"So he- he- him and his , they went down to sign up for this thing, and they didn't know- he didn't know he was gonna get this job. He didn't want it. He was just fooling around.",didn't,3,0,16.2882833,16.25,26
DCA_se1_ag1_f_02_1,1231,DCA_se1_ag1_f_02,1336.1234,1339.5868,3.4634,"So he said he didn't want the job then, but he had already signed up for it.",didn't,1,0,26.33475055,26.22,40.25
DCA_se1_ag1_f_02_1,1237,DCA_se1_ag1_f_02,1344.1087,1346.9997,2.891,"But them Chinese people, they didn't want him to .",didn't,1,0,14.92095296,14.83,8.5
DCA_se1_ag1_f_02_1,1247,DCA_se1_ag1_f_02,1358.2863,1360.9161,2.6298,"pieces of all eight of 'em, but I didn't want all eight of 'em cause-",didn't,1,0,21.02842209,20.92,16
DCA_se1_ag1_f_02_1,1297,DCA_se1_ag1_f_02,1423.4796,1428.132,4.6524,"So I- I didn't write the way I found the answer, and she made me do it over. And I said",didn't,1,0,15.57194649,15.54,3.5
DCA_se1_ag1_f_02_1,1484,DCA_se1_ag1_f_02,1655.2519,1658.6546,3.4027,And this girl- that girl that was outside that say she didn't want that -,didn't,1,0,12.14526736,12.11,3.25
DCA_se1_ag1_f_02_1,1649,DCA_se1_ag1_f_02,1819.6381,1820.6733,1.0352,And if I'm not around-,I'm not,1,0,3.836224458,3.8,3.5
DCA_se1_ag1_f_02_1,1650,DCA_se1_ag1_f_02,1820.7992,1822.641,1.8418,I don't know who it is when I'm not around.,I'm not,1,0,14.34540514,14.14,16
DCA_se1_ag1_f_02_1,1860,DCA_se1_ag1_f_02,2092.8502,2093.4004,0.5502,I ain't.,ain't,1,1,12.99630952,12.94,13.25
DCA_se1_ag1_f_03_1,14,DCA_se1_ag1_f_03,18.2442,23.9924,5.7482,"I ain't r- actually played it, but you know I took it at school. I'll take it at school when I take gym, that's the only time.",ain't,1,1,17.36431818,17.31,26.5
DCA_se1_ag1_f_03_1,128,DCA_se1_ag1_f_03,186.7746,191.0213,4.2467,both the two little boys went out and shined shoes. And Juliette didn't like it because she said,didn't,1,0,13.62403063,13.57,25.5
DCA_se1_ag1_f_03_1,132,DCA_se1_ag1_f_03,196.6017,198.5881,1.9864,And so she ain't like her son to do this.,ain't,1,1,14.85286863,14.81,26
DCA_se1_ag1_f_03_1,162,DCA_se1_ag1_f_03,232.2566,237.563,5.3064,"It ain't no fun. We can't get outside and get no fresh air until three o'clock, and I don't like that. And I'm not-",I'm not,1,0,17.11049798,17.07,28.75
DCA_se1_ag1_f_03_1,162,DCA_se1_ag1_f_03,232.2566,237.563,5.3064,"It ain't no fun. We can't get outside and get no fresh air until three o'clock, and I don't like that. And I'm not-",ain't,1,1,17.11049798,17.07,28.75
DCA_se1_ag1_f_03_1,193,DCA_se1_ag1_f_03,285.1853,287.3897,2.2044,And that's why I like him. He ain't mean.,ain't,1,1,10.99912709,10.97,2.25
DCA_se1_ag1_f_03_1,249,DCA_se1_ag1_f_03,372.1264,376.2391,4.1127,"So when we go in the bathroom, they'll beat me up. Then when I go up the step- I ain't like to fight-",ain't,1,1,12.26960017,12.24,27
DCA_se1_ag1_f_03_1,336,DCA_se1_ag1_f_03,526.2333,530.3646,4.1313,I ain't wanna be a grown up doctor. I wanna be a children doctor because I like childrens.,ain't,1,1,13.5543931,13.48,27.25
DCA_se1_ag1_f_03_1,366,DCA_se1_ag1_f_03,580.97,585.5257,4.5557,"I wanted to work in London cause I love London, but I don't think I ain't got no money to go to there.",ain't,1,1,7.191270808,7.16,5.75
DCA_se1_ag1_f_03_1,382,DCA_se1_ag1_f_03,606.8865,609.7821,2.8956,But I ain't studied very much about it. I know that-,ain't,1,1,17.96201993,17.9,36.25
DCA_se1_ag1_f_03_1,400,DCA_se1_ag1_f_03,640.9467,646.2939,5.3472,"By- Like some peoples can't have- ain't got enough food, and they ain't living in a decent home.",ain't,2,2,15.83573192,15.75,28.25
DCA_se1_ag1_f_03_1,577,DCA_se1_ag1_f_03,907.2828,908.2107,0.9279,they didn't get killed.,didn't,1,0,17.45229901,17.34,24.75
DCA_se1_ag1_f_04_1,335,DCA_int_03,335.7098,337.6094,1.8996,"You knew more than you thought, didn't you ?",didn't,1,0,12.12247726,12.02,16.5
DCA_se1_ag1_f_04_1,528,DCA_se1_ag1_f_04,568.4002,570.5634,2.1632,That he didn't do that blame to a person.,didn't,1,0,17.74256424,17.69,28.25
DCA_se1_ag1_f_04_1,683,DCA_se1_ag1_f_04,727.7204,728.9516,1.2312,they didn't get married,didn't,1,0,10.20181461,10.18,6.75
DCA_se1_ag1_f_04_1,684,DCA_int_03,729.3401,729.75,0.4099,They didn't?,didn't,1,0,0.080294338,-0.59,4.5
DCA_se1_ag1_f_04_1,697,DCA_se1_ag1_f_04,740.803,741.6871,0.8841,they ain't want no white pe-,ain't,1,1,15.20769621,15.14,27.75
DCA_se1_ag1_f_04_1,702,DCA_int_03,745.5641,748.6046,3.0405,"Well who, who was it that didn't want the colored people in their family?",didn't,1,0,12.27565358,12.06,19
DCA_se1_ag1_f_04_1,786,DCA_se1_ag1_f_04,845.5117,847.8373,2.3256,"No, he didn't do nothing.",didn't,1,0,14.33188735,14.3,22.5
DCA_se1_ag1_f_04_1,834,DCA_se1_ag1_f_04,914.5699,915.6397,1.0698,I ain't that mean.,ain't,1,1,11.69687563,11.69,21.5
DCA_se1_ag1_f_04_1,854,DCA_se1_ag1_f_04,927.5404,931.0499,3.5095,"the principal ain't mean. She start looking at me, I say I ain't say nothing.",ain't,2,2,13.11542622,13.09,4
DCA_se1_ag1_f_04_1,1096,DCA_int_03,1211.8781,1213.1878,1.3097,Isn't that supposed to be bad?,isn't,1,0,12.11481164,11.9,5.75
DCA_se1_ag1_f_04_1,1207,DCA_se1_ag1_f_04,1357.3734,1358.2193,0.8459,if I haven't,haven't,1,0,12.40989305,12.37,5.25
DCA_se1_ag1_f_04_1,1239,DCA_se1_ag1_f_04,1391.8056,1392.9549,1.1493,They ain't tell us yet.,ain't,1,1,9.121329197,9.11,5.75
DCA_se1_ag1_f_04_1,1241,DCA_int_03,1393.4351,1396.4354,3.0003,You haven't gotten it? Well what about last year? What kind of report card did you get?,haven't,1,0,10.93590101,10.79,8.75
DCA_se1_ag1_f_04_1,1264,DCA_se1_ag1_f_04,1433.6426,1435.323,1.6804,"No, her name ain't Miss RD-NAME-2",ain't,1,1,2.24618624,2.21,3.5
DCA_se1_ag1_f_04_1,1325,DCA_int_03,1519.2279,1520.7787,1.5508,What else about her didn't you like?,didn't,1,0,10.67983805,10.47,14
DCA_se1_ag1_f_04_1,1331,DCA_se1_ag1_f_04,1523.7475,1527.6951,3.9476,She don't never give nobody no party. We ain't have no party for no Halloween.,ain't,1,1,10.38179261,10.35,7
DCA_se1_ag1_f_04_1,1378,DCA_se1_ag1_f_04,1578.6331,1579.7111,1.078,I ain't play nothing-.,ain't,1,1,18.69831747,18.67,30.25
DCA_se1_ag1_f_04_1,1498,DCA_se1_ag1_f_04,1724.5122,1725.6036,1.0914,"I ain't count myself,",ain't,1,1,18.38548362,18.35,15
DCA_se1_ag1_f_04_1,1623,DCA_se1_ag1_f_04,1864.8309,1866.2044,1.3735,I ain't- I don't know.,ain't,1,1,9.872450404,9.81,5
DCA_se1_ag1_f_04_1,1798,DCA_int_03,2062.2665,2064.5504,2.2839,"Oh boy, that's pretty old, isn't it? ",isn't,1,0,9.74774782,9.52,6.25
DCA_se1_ag1_f_04_1,1876,DCA_se1_ag1_f_04,2168.57,2170.7845,2.2145,I didn't like the mopping and wash the dishes.,didn't,1,0,24.00260755,23.96,29.25
DCA_se1_ag1_f_04_1,2010,DCA_se1_ag1_f_04,2342.2418,2343.8697,1.6279,I ain't gonna eat the way I wanna eat.,ain't,1,1,12.41331452,12.39,26
DCA_se1_ag1_f_05_1,305,DCA_se1_ag1_f_05,350.7073,352.274,1.5667,"they ain't let the um, preacher, d-",ain't,1,1,20.16056591,20.13,31.25
DCA_se1_ag1_f_05_1,337,DCA_se1_ag1_f_05,388.3626,390.1893,1.8267,"preacher, but they didn't but they shot",didn't,1,0,16.59977483,16.57,31.75
DCA_se1_ag1_f_05_1,355,DCA_int_03,404.953,407.3148,2.3618,Well did- What was that one about? I didn't get to see it.,didn't,1,0,10.84458473,10.45,10.25
DCA_se1_ag1_f_05_1,365,DCA_se1_ag1_f_05,418.8469,422.3315,3.4846,He said that his mother ain't love him. His mother love,ain't,1,1,11.25464029,11.23,21.5
DCA_se1_ag1_f_05_1,392,DCA_se1_ag1_f_05,452.9016,455.1197,2.2181,And they ain't know what to do. And,ain't,1,1,19.29560511,19.27,27
DCA_se1_ag1_f_05_1,461,DCA_se1_ag1_f_05,531.3557,534.6812,3.3255,"And I wanted go see this stage show, but I didn't.",didn't,1,0,18.49164923,18.44,32.75
DCA_se1_ag1_f_05_1,572,DCA_int_03,676.2112,678.5158,2.3046,"So you're taking geometry. That's- that's fun, isn't it?",isn't,1,0,9.335887607,8.97,12.25
DCA_se1_ag1_f_05_1,660,DCA_se1_ag1_f_05,816.2612,819.5412,3.28,"In the sixth grade, I ain't hardly like my sixth grade teacher.",ain't,1,1,16.08159508,16.01,29.5
DCA_se1_ag1_f_05_1,662,DCA_se1_ag1_f_05,820.8072,823.6177,2.8105,"Miss RD-NAME-2, I ain't hardly like her.",ain't,1,1,7.839892604,7.76,3.25
DCA_se1_ag1_f_05_1,663,DCA_int_03,824.2749,826.2699,1.995,Oh. Why didn't you like her?,didn't,1,0,11.49716034,10.79,13.75
DCA_se1_ag1_f_05_1,673,DCA_int_03,842.3091,844.2322,1.9231,"What do mean, she didn't let you do things or what?",didn't,1,0,9.719209435,9.57,8.75
DCA_se1_ag1_f_05_1,676,DCA_se1_ag1_f_05,845.3512,847.7821,2.4309,"When we ask to go out, she ain't let us go out.",ain't,1,1,10.07074751,10.04,3.5
DCA_se1_ag1_f_05_1,713,DCA_se1_ag1_f_05,904.5455,906.8984,2.3529,at me because I ain't know the answer.,ain't,1,1,20.34330155,20.28,21.25
DCA_se1_ag1_f_05_1,715,DCA_int_03,907.9722,909.2924,1.3202,Why didn't you know the answer?,didn't,1,0,12.85407147,12.69,4.5
DCA_se1_ag1_f_05_1,976,DCA_se1_ag1_f_05,1261.8502,1263.6394,1.7892,She ain't- she don't know say nothing.,ain't,1,1,17.30286381,17.26,22.75
DCA_se1_ag1_f_05_1,1113,DCA_se1_ag1_f_05,1451.6312,1452.9632,1.332,I'm not smart.,I'm not,1,0,13.14967812,12.97,15.25
DCA_se1_ag1_f_05_1,1226,DCA_se1_ag1_f_05,1592.155,1593.6378,1.4828,"No, didn't go f-",didn't,1,0,20.73371892,20.57,33.25
DCA_se1_ag1_f_05_1,1234,DCA_se1_ag1_f_05,1600.6411,1602.1551,1.514,We ain't have one this time.,ain't,1,1,19.18633303,19.04,38
DCA_se1_ag1_m_01_1,455,DCA_se1_ag1_m_01,546.4385,548.0146,1.5761,"He said, hey miss, you ain't give me none.",ain't,1,1,8.039644381,7.99,25
DCA_se1_ag1_m_01_1,728,DCA_se1_ag1_m_01,843.4216,845.1142,1.6926,"she said she didn't know how to do it,",didn't,1,0,7.274365853,7.22,14.5
DCA_se1_ag1_m_02_1,772,DCA_se1_ag1_m_02,747.604,749.2313,1.6273,Ain't you too- a little too young,ain't,1,1,12.03498613,12,20.25
DCA_se1_ag1_m_02_1,853,DCA_se1_ag1_m_02,826.7371,828.2199,1.4828,And he ain't see him. He jumped on him.,ain't,1,1,12.32083995,12.27,20.75
DCA_se1_ag1_m_02_1,923,DCA_se1_ag1_m_02,882.8855,883.7901,0.9046,He ain't know it though.,ain't,1,1,13.8431723,13.78,21.5
DCA_se1_ag1_m_02_1,1486,DCA_se1_ag1_m_02,1347.712,1350.3081,2.5961,"He say, I ain't late. I ain't putting my name out there.",ain't,2,2,6.777094946,6.71,4.75
DCA_se1_ag1_m_02_1,1582,DCA_se1_ag1_m_02,1434.6718,1435.9075,1.2357,What she didn't put in.,didn't,1,0,12.63199222,12.59,8.25
DCA_se1_ag1_m_02_1,1584,DCA_se1_ag1_m_02,1436.4204,1439.1296,2.7092,"So she's like, I ain't really writing nothing in there.",ain't,1,1,8.326959589,8.25,20.25
DCA_se1_ag1_m_02_1,1674,DCA_se1_ag1_m_02,1535.8232,1537.1987,1.3755,she didn't even let us-,didn't,1,0,11.38274801,11.36,6
DCA_se1_ag1_m_02_1,1678,DCA_se1_ag1_m_02,1541.3243,1543.5531,2.2288,Well she didn't let us go outside at all.,didn't,1,0,11.38401314,11.37,4.5
DCA_se1_ag1_m_02_1,1705,DCA_se1_ag1_m_02,1570.3136,1573.4086,3.095,she ain't let nobody do n- no drawing but me.,ain't,1,1,13.310917,13.28,6
DCA_se1_ag1_m_02_1,1770,DCA_se1_ag1_m_02,1637.259,1638.933,1.674,"So he didn't get to use it,",didn't,1,0,14.76660381,14.65,25.25
DCA_se1_ag1_m_02_1,1828,DCA_se1_ag1_m_02,1700.6777,1701.6942,1.0165,And she ain't believe it.,ain't,1,1,15.25429668,15.2,6.25
DCA_se1_ag1_m_02_1,1834,DCA_se1_ag1_m_02,1704.8545,1706.5751,1.7206,Did- I didn't take nothing out of there.,didn't,1,0,13.02389266,12.96,21.75
DCA_se1_ag1_m_02_1,1860,DCA_se1_ag1_m_02,1726.5755,1729.2555,2.68,"Say, she ain't gonna do nothing. She gonna come up here and beat you.",ain't,1,1,14.21911927,14.13,4.5
DCA_se1_ag1_m_02_2,140,DCA_se1_ag1_m_02,155.4367,156.691,1.2543,but she know I'm not asleep.,I'm not,1,0,9.364299306,9.33,6
DCA_se1_ag1_m_02_2,191,DCA_se1_ag1_m_02,223.8241,226.1136,2.2895,and tell everybody that he didn't get shot.,didn't,1,0,16.3260239,16.28,4
DCA_se1_ag1_m_03_1,268,DCA_se1_ag1_m_03,286.722,288.9313,2.2093,"then you it, I'm not it no more until you",I'm not,1,0,5.553632652,5.53,4.75
DCA_se1_ag1_m_03_1,301,DCA_se1_ag1_m_03,323.8717,325.1132,1.2415,"I'm not out, you know, but",I'm not,1,0,7.014283698,6.99,6
DCA_se1_ag1_m_03_1,380,DCA_se1_ag1_m_03,411.6274,412.7604,1.133,And they didn't get him out yet.,didn't,1,0,2.250364682,2.16,3.75
DCA_se1_ag1_m_03_1,456,DCA_se1_ag1_m_03,494.6758,497.2008,2.525,"Well I- I ain't- I ain't learned that one yet, but I-",ain't,2,2,7.261299678,7.24,5.25
DCA_se1_ag1_m_03_1,1935,DCA_se1_ag1_m_03,1989.7173,1990.9389,1.2216,I ain't got my pad.,ain't,1,1,15.94901235,15.89,10.25
DCA_se1_ag1_m_03_1,2006,DCA_se1_ag1_m_03,2084.3417,2086.3048,1.9631,Cause didn't nobody hardly stay home then.,didn't,1,0,11.36103514,11.28,8.75
DCA_se1_ag1_m_03_1,2008,DCA_se1_ag1_m_03,2086.7058,2088.36,1.6542,And I wish they didn't stay home,didn't,1,0,15.80175146,15.71,31.25
DCA_se1_ag1_m_03_1,2094,DCA_se1_ag1_m_03,2186.8966,2189.4006,2.504,he shocking me. I didn't know he could dance so good.,didn't,1,0,13.9514371,13.88,10.75
DCA_se1_ag1_m_04_1,423,DCA_se1_ag1_m_04,611.9632,615.1298,3.1666,I got one F in his room one time. He ain't make me do it all over.,ain't,1,1,3.934835307,3.87,4.5
DCA_se1_ag1_m_04_1,478,DCA_se1_ag1_m_04,693.711,695.8559,2.1449,There- i- aren't none. Everybody just the same.,aren't,1,0,9.226368972,9.19,5.75
DCA_se1_ag1_m_04_1,676,DCA_se1_ag1_m_04,995.7428,996.8713,1.1285,and he ain't- and he,ain't,1,1,3.878236124,3.85,2.5
DCA_se1_ag1_m_04_1,1172,DCA_se1_ag1_m_04,1726.8859,1731.0592,4.1733,"And then my little- my brother- my brother told me, boy what you swallow a penny for? And I told him I didn't know wh-",didn't,1,0,8.368586172,8.34,23.25
DCA_se1_ag1_m_05_1,114,DCA_se1_ag1_m_05,170.4062,171.1081,0.7019,I'm not it.,I'm not,1,0,11.28554015,11.27,13
DCA_se1_ag1_m_05_1,289,DCA_se1_ag1_m_05,397.0485,398.1139,1.0654,I didn't mean to.,didn't,1,0,7.877652503,7.87,11.25
DCA_se1_ag1_m_05_1,733,DCA_se1_ag1_m_05,1095.1599,1098.5518,3.3919,"I passed it through the sixth grade, now I ain't study nothing yet.",ain't,1,1,6.079388626,6.02,9
DCA_se1_ag1_m_05_1,785,DCA_se1_ag1_m_05,1195.2604,1197.0719,1.8115,if we didn't learn something,didn't,1,0,7.927967641,7.87,17
DCA_se1_ag1_m_05_1,850,DCA_se1_ag1_m_05,1320.7082,1321.9936,1.2854,"No, I didn't do that.",didn't,1,0,2.750440305,2.65,4.5
DCA_se1_ag1_m_06_1,148,DCA_se1_ag1_m_06,211.5322,213.0569,1.5247,"I went today, but I ain't-",ain't,1,1,17.94482547,17.93,13.5
DCA_se1_ag1_m_06_1,251,DCA_int_06,355.7653,357.3041,1.5388,Wh- well why didn't you like her?,didn't,1,0,5.058085717,4.82,4
DCA_se1_ag1_m_06_1,262,DCA_se1_ag1_m_06,372.8187,374.8704,2.0517,and the principal didn't even know it.,didn't,1,0,13.58516741,13.56,18
DCA_se1_ag1_m_06_1,364,DCA_se1_ag1_m_06,550.6337,554.68,4.0463,"they left and they ain't had no tools in their hand. And they saw me too but,",ain't,1,1,10.95860731,10.94,3.75
DCA_se1_ag1_m_06_1,366,DCA_se1_ag1_m_06,555.7618,557.2108,1.449,they ain't seen what I look like.,ain't,1,1,14.14462886,14.12,17.25
DCA_se1_ag1_m_06_1,367,DCA_int_06,557.9428,559.4583,1.5155,"Mm, they didn't see what you look like.",didn't,1,0,5.052484447,4.64,6
DCA_se1_ag1_m_07_1,62,DCA_se1_ag1_m_07,77.1134,78.946,1.8326,"lay up. I'm not too good, you know.",I'm not,1,0,10.87713412,10.79,7
DCA_se1_ag1_m_07_1,164,DCA_se1_ag1_m_07,201.6372,203.6795,2.0423,"No, I did- I haven't been looking at TV lately.",haven't,1,0,7.380645013,7.3,4
DCA_se1_ag1_m_07_1,198,DCA_se1_ag1_m_07,244.6318,248.9847,4.3529,"Yeah, we have children like broke in a house, something like that. Ain't but nine years old.",ain't,1,1,12.66729015,12.6,5
DCA_se1_ag1_m_07_1,294,DCA_se1_ag1_m_07,380.7693,386.1782,5.4089,"you know, suspense about the picture to me was I didn't know that they were uh, lesbians or whatever you call them, you know.",didn't,1,0,11.06155989,11.02,5.75
DCA_se1_ag1_m_07_1,321,DCA_se1_ag1_m_07,413.9867,416.2482,2.2615,"Then the other girl, you know, didn't want her to marry him.",didn't,1,0,3.992053271,3.94,5.25
DCA_se1_ag1_m_07_1,333,DCA_se1_ag1_m_07,427.7466,430.3765,2.6299,"I didn't know that they were, you know, lesbians, but uh,",didn't,1,0,10.39568588,10.36,7.5
DCA_se1_ag1_m_07_1,365,DCA_se1_ag1_m_07,467.9041,471.6298,3.7257,"But uh, she was always raised you know, that the color didn't make no difference.",didn't,1,0,10.14780895,10.11,5.5
DCA_se1_ag1_m_07_1,366,DCA_se1_ag1_m_07,472.0448,474.0847,2.0399,"So she didn't think her parents would, you know",didn't,1,0,11.44297823,11.39,19.25
DCA_se1_ag1_m_07_1,380,DCA_se1_ag1_m_07,493.2962,496.4369,3.1407,"But they still didn't want to get them married cause they didn't think they could make it,",didn't,2,0,7.983675988,7.95,5.25
DCA_se1_ag1_m_07_1,428,DCA_se1_ag1_m_07,564.2405,566.6666,2.4261,"you know, the white people down there, they really didn't like him.",didn't,1,0,10.88875993,10.86,20.75
DCA_se1_ag1_m_07_1,621,DCA_se1_ag1_m_07,827.8126,830.2079,2.3953,"Like when I went to Catholic school, if you didn't bring in your homework,",didn't,1,0,10.22596775,10.19,24.75
DCA_se1_ag1_m_07_1,693,DCA_se1_ag1_m_07,949.9355,952.5784,2.6429,"And you know, we didn't have no trouble together, you know.",didn't,1,0,13.08629414,13.01,25.25
DCA_se1_ag1_m_07_1,703,DCA_se1_ag1_m_07,973.3087,975.4074,2.0987,"and, you know, she ain't catch me or something.",ain't,1,1,13.91905416,13.88,5.25
