File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
DCA_se1_ag3_f_02_1,644,DCA_se1_ag3_f_02,962.1816,965.0663,2.8847,So that's the reason why I say everything cause it didn't really matter,didnt,1,0,8.949814408,8.89,3.75,19,6.586473463,So that's the reason why I say everything because it didn't really matter.,why i say everything does it didn't really matter,-48.01992416,"So, that's the reason why I say everything cuz it didn't really matter.",0.887460589,so that's the reason why I say everything because it didn't really matter ,0.71,So that's the reason why I say everything 'cause it didn't really matter.
DCA_se1_ag3_f_02_1,666,DCA_se1_ag3_f_02,986.012,990.6864,4.6744,"Well during that time, I didn't think it was fair. Well in some ways, now, I still don't think it was.",didnt,1,0,17.46620497,17.41,4.5,23,4.920417594,"Well, during that time I didn't think it was fair, well in some ways now I still don't think it was.",that time i didn't think it was fair well in some ways now i still don't think it was,-63.76715469,"Put on that time. I didn't think it was fair. Well in some ways. Now, I still don't think it was.",0.900685251,well during that time I didn't think it was fair well in some ways now I still don't think it was ,0.86,We're doing that time. I didn't think it was fair. Well in some ways. Now I still don't think it was.
DCA_se1_ag3_f_02_1,675,DCA_se1_ag3_f_02,1012.4378,1016.5392,4.1014,"The best teacher I ever had, I didn't even know she was the best teacher until I-",didnt,1,0,12.96588791,12.91,5.5,23,5.607841225,"The best teacher I ever had, I didn't even know she was the best teacher until I.",the teacher had i didn't even know she was his teaching to,-83.51907349,The best teacher I ever had. I didn't even know she was the best teacher until I A.,0.944627345,the best teacher I ever had I didn't even know she was supposed to tend to live ,0.72,The best teacher I ever had I didn't even know she was the best teacher until I.
DCA_se1_ag3_f_02_1,767,DCA_se1_ag3_f_02,1173.8505,1177.0343,3.1838,Well I didn't see any of the teachers doing this type thing.,didnt,1,0,19.44250362,19.4,16,16,5.025441297,"Well, I didn't see any of the teachers during this type thing.",well i didn't see any of the teachers do in the state things,-58.5466156,"Well, I didn't see any of the teachers doing this type thing.",0.970965803,well I didn't see any of the teachers doing this type thing ,0.86,"Well, I didn't see any of the teachers during this type thing."
DCA_se1_ag3_f_02_1,884,DCA_se1_ag3_f_02,1357.656,1360.1356,2.4796,Or a private practice isn't a bad thing.,isn't,1,0,16.90514878,16.87,6,11,4.436199387,Our private practice isn't a bad thing.,at practices and a bad thing,-40.20591736,Our private practice is in a bad thing.,0.713901997,%HESITATION private practices in a bad thing ,0.74,Our private practice is in a bad thing.
DCA_se1_ag3_f_02_1,1054,DCA_se1_ag3_f_02,1624.0306,1626.3563,2.3257,and then when I got the bicycle I didn't really want it.,didnt,1,0,9.781361749,9.73,4.25,16,6.879649138,"And then when I got the bicycle, I didn't really want it.",i'd hate the basilidians,-112.0339737,"And when I got the bicycle, I didn't really want.",0.938719869,and when I got the bass because I didn't really want ,0.77,"And then when I got the bicycle, I didn't really want."
DCA_se1_ag3_f_02_1,1070,DCA_se1_ag3_f_02,1644.7074,1647.3112,2.6038,And that surprised me because I didn't know she was gonna get it.,didnt,1,0,10.78992398,10.73,5.75,17,6.528919272,It surprised me because I didn't know she was going to get it.,surprise because i didn't know she fingered,-78.53620911,It surprised me because I didn't know she was going to get.,0.946981013,the surprising because I didn't know she was gonna get it ,0.64,In a surprise me because I didn't know she was gonna get it.
DCA_se1_ag3_f_02_1,1102,DCA_se1_ag3_f_02,1695.297,1697.0994,1.8024,and I didn't really know what to think.,didnt,1,0,15.46377697,15.42,22.75,10,5.548158012,And I didn't really know what to think.,i didn't really know what to think,-21.02284813,And I didn't really know what to think.,0.980196059,and I didn't really know what the plan ,0.83,And I didn't really know what to think.
DCA_se1_ag3_f_02_1,1120,DCA_se1_ag3_f_02,1720.076,1724.104,4.028,"but I was driving and I didn't have any driver's license. My mother was in the car,",didnt,1,0,9.631627621,9.58,4.75,23,5.710029791,"But I was driving and I didn't have any driver's license, my mother was in the car.",i was driving and i didn't have any driver license my mother was in the car,-81.27800751,But I was driving and I didn't have any driver's license. My mother was in the car.,0.956070483,but I was driving and I didn't have a driver's license my mother was in the car ,0.87,But I was driving and I didn't have any drivers license. My mother was in the car.
DCA_se1_ag3_f_02_1,1150,DCA_se1_ag3_f_02,1762.433,1763.9863,1.5533,"No, I didn't stay in",didnt,1,0,12.31964748,12.29,5.5,6,3.862743836,No I didn't stay in.,i didn't stay in,-12.56078815,"No, I didn't. Stay in.",0.910935223,no I didn't stay and ,0.66,"No, I didn't stay in."
DCA_se1_ag3_m_01_1,525,DCA_se1_ag3_m_01,547.0233,548.1805,1.1572,"and the boy didn't draw,",didnt,1,0,0.83564352,0.79,4.25,6,5.184929139,And the Board and Draw.,the wood and draw,-23.59202766,Anna Borden drawing.,0.660185397,and what Andro ,0.22,And the board and draw.
DCA_se1_ag3_m_01_1,539,DCA_se1_ag3_m_01,557.2795,557.8092,0.5297,"he didn't,",didnt,1,0,11.62898914,11.61,7.75,3,5.66358316,He Didn't.,didn't,-9.046323776,,0,they didn't ,0.72,They didn't.
DCA_se1_ag3_m_01_1,1029,DCA_se1_ag3_m_01,1065.207,1066.0878,0.8808,say they didn't need you,didnt,1,0,9.105766545,9.09,21.5,6,6.811989101,They didn't need him.,the,-10.27729893,,0,they need to ,0.42,They didn't.
DCA_se1_ag3_m_01_1,1178,DCA_se1_ag3_m_01,1221.1271,1222.8251,1.698,They didn't even throw it to the Spanish fellow,didnt,1,0,10.14841747,10.08,5.75,13,7.65606596,They didn't throw it to the spanish follow.,though the spanish the,-35.62307739,Spanish.,0.788551807,though it to the Spanish stuff ,0.56,They didn't do it to the Spanish file.
DCA_se1_ag3_m_01_1,1593,DCA_se1_ag3_m_01,1723.4182,1723.9381,0.5199,didn't,didnt,1,0,9.064450985,9,14.25,2,3.846893633,Didn't.,,-1.971502542,,0,didn't ,0.79,Didn't.
DCA_se1_ag3_m_01_1,1866,DCA_se1_ag3_m_01,2047.5944,2051.7086,4.1142,"whatever di- they didn't have to be with you, but if they came up and spoke, you know we spoke",didnt,1,0,9.209370851,9.18,7.25,23,5.590394244,"evidently they didn't have to be with you, but if they came up and spoke you know, we spoke.",no be worse but if they came up and spoke you know he,-92.876297,"But evidently didn't have to be with you, but if it came up and spoke and always.",0.834031522,eleven days and have to be with you but if they came up and spoke you know we spoke ,0.76,"But evidently they didn't have to be with you, but if they came up and spoke, you know we spoke."
DCA_se1_ag4_m_01_1,241,DCA_se1_ag4_m_01,393.2944,394.0002,0.7058,And he didn't want,didnt,1,0,16.09274946,16.02,33.5,5,7.084159819,And they didn't want.,and they didn't want,-15.02200317,And it didn't work.,0.96505028,and they didn't want ,0.79,And it didn't want.
DCA_se1_ag4_m_01_1,329,DCA_se1_ag4_m_01,542.458,543.752,1.294,it didn't last that long,didnt,1,0,14.92137363,14.89,3.25,6,4.636785162,It didn't last that long.,as long,-17.67058372,It didn't last that long.,0.981184959,it didn't last that long ,0.79,It didn't last that long.
DCA_se1_ag4_m_01_1,467,DCA_se1_ag4_m_01,780.1893,781.2937,1.1044,"No, I didn't have",didnt,1,0,12.03828449,12.02,2.75,5,4.527345165,No I didn't have.,no i didn't have,-10.3955164,"No, I didn't have.",0.963863254,no I didn't have ,0.95,"No, I didn't have."
DCA_se1_ag4_m_02_1,50,DCA_se1_ag4_m_02,44.8054,47.4306,2.6252,"Usually there isn't- let's say in the block like that, put it like that.",isn't,1,0,18.93639004,18.78,6.75,17,6.47569709,You know you're saying the bloc like I put it like that.,the bait,-48.52478027,,0,in the in S. in a box like I put it like that ,0.44,You didn't see the black bag. I put it like that.
DCA_se1_ag4_m_02_1,91,DCA_se1_ag4_m_02,94.5377,96.5617,2.024,"I'm not using no words, know what I mean like I sh-",imnot,1,0,16.98229305,16.89,13,12,5.928853755,"When I used the words on me, like I.",worse,-48.34086609,,0,all right no worries %HESITATION yeah like I said ,0.58,I'm not using the words I mean like that.
DCA_se1_ag4_m_02_1,94,DCA_se1_ag4_m_02,98.2618,99.5203,1.2585,I'm not. Just ordinary.,imnot,1,0,15.53401969,15.47,31.75,7,5.562177195,Nothing is ordinary.,or,-14.58723927,,0,%HESITATION or ,0.24,It's on earth.
DCA_se1_ag4_m_02_1,310,DCA_se1_ag4_m_02,345.7504,346.7677,1.0173,Now I ain't talking about the-,ain't,1,1,7.925216609,7.87,3.25,8,7.863953603,Man Talk About the.,,-12.83506298,,0,some of the ,0.39,I don't want the.
DCA_se1_ag4_m_02_1,461,DCA_se1_ag4_m_02,550.373,551.721,1.348,"they ain't go nowhere, just- just,",ain't,1,1,13.18435611,13.13,21.5,7,5.192878338,They Ain't going away.,,-9.275154114,,0,I don't know where ,0.42,They're going to wear this.
DCA_se1_ag4_m_02_1,588,DCA_se1_ag4_m_02,705.8501,707.0065,1.1564,We didn't do nothing like that.,didnt,1,0,7.523542074,7.47,5.25,8,6.918021446,We didn't do not like it.,i,-13.55431843,,0,,0,We don't do nothing like that.
DCA_se1_ag4_m_02_1,600,DCA_se1_ag4_m_02,721.4767,726.6618,5.1851,"I ain't looking for nothing but I mean, seeing is- someone stop to help you, you don't know what's happening you gotta walk you gotta look around.",ain't,1,1,13.14897204,13.08,6,36,6.942971206,"I ain't looking for nothing but I mean saying is someone something happen, you don't know what's happening, you gotta walk, we gotta look around.",one of them but i mean to say is sosthene's happening to get a walrond,-199.8573608,"I don't want nothing, but I'm insane.",0.9258551,I don't remember but I mean the same as so once I'm happy to know was that gonna walk around ,0.52,"I don't want nothing, but I'm insane. There's someone, something happen you don't know what's happening you gotta walk we gotta look around."
DCA_se1_ag4_m_02_1,625,DCA_se1_ag4_m_02,756.0743,757.9477,1.8734,I ain't no major in nothing in particular but this,ain't,1,1,11.51638554,11.46,5.75,15,8.006832497,Am amazing nothing in particular with this.,nothing to what i,-35.93053436,,0,I am very good with this ,0.29,I don't measure nothing in particular with this.
DCA_se1_ag4_m_02_1,635,DCA_se1_ag4_m_02,767.6069,769.113,1.5061,"No, I ain't no- no.",ain't,1,1,10.96049027,10.93,19.75,5,3.31983268,No I know!,,-5.190274715,,0,no I ,0.42,"No, I know."
DCA_se1_ag4_m_02_1,659,DCA_se1_ag4_m_02,798.4788,800.9315,2.4527,"That was Jones school that didn't, First Street right here.",didnt,1,0,12.00387413,11.95,7.25,11,4.484853427,That was June school that then the 3rd ship it here.,then first,-47.9934082,"That was June school, that then?",0.720006406,I was Jones who had an issue with him ,0.36,That was June school that then the third year here.
DCA_se1_ag4_m_02_1,679,DCA_se1_ag4_m_02,825.2533,826.461,1.2077,I told you I didn't go to Dunbar.,didnt,1,0,7.443753049,7.42,3.25,10,8.280202037,That you have to go to Gambia.,,-14.70918369,,0,I'd rather go to double ,0.52,That's really good gumbo.
DCA_se1_ag4_m_02_1,792,DCA_se1_ag4_m_02,963.976,966.6281,2.6521,"And I was seventeen years old, I didn't know what a girl was.",didnt,1,0,11.53436185,11.47,25.75,16,6.032955017,"I was 17 years, I didn't know where the girl was.",i sentries,-91.98815155,"I was 17 years old, and was",0.811018527,I was seventeen years old and what what ,0.74,I was 17 years. I didn't know what the girl was.
DCA_se1_ag4_m_02_1,830,DCA_se1_ag4_m_02,1015.0524,1017.5144,2.462,I didn't know where they live ,didnt,1,0,4.762434285,4.72,4,7,2.843216897,"Find a way to nail him, I must say, you know.",in a way madison,-59.02516556,,0,by the way and the %HESITATION you know ,0.56,"Lying away Tennille him, but I'm missing, you know."
DCA_se1_ag4_m_02_1,832,DCA_se1_ag4_m_02,1018.2371,1019.65,1.4129,And I didn't sleep with that lady.,didnt,1,0,13.37552064,13.33,5.25,9,6.369877557,And I don't think about it Lady.,i was but i believe,-32.64612198,"and I,",0.937837541,and I ,0.89,And I do think that it lady.
DCA_se1_ag4_m_02_1,975,DCA_se1_ag4_m_02,1189.4364,1190.018,0.5816,I didn't.,didnt,1,0,8.440192162,8.41,12,3,5.158184319,Other.,i ,-6.806833267,,0,I ,0.54,I did.
DCA_se1_ag4_m_02_1,976,DCA_se1_ag4_m_02,1191.6633,1192.9145,1.2512," No, I didn't.",didnt,1,0,9.81261537,9.77,23.25,4,3.196930946,No I have been it.,no i ,-9.072969437,"No, I have.",0.745361388,no I ,0.84,"No, I didn't."
DCA_se1_ag4_m_02_1,1031,DCA_se1_ag4_m_02,1255.8647,1256.9644,1.0997,See I'm not as tall as you are.,imnot,1,0,12.47698263,12.41,15.25,8,7.274711285,China has told You Are.,,-7.606369972,,0,genesis toward your ,0.3,General storage.
DCA_se1_ag4_m_02_1,1083,DCA_se1_ag4_m_02,1320.5567,1322.4432,1.8865,I almost didn't- I almost can tell-,didnt,1,0,13.89944609,13.86,20,10,5.300821627,I Almost almost can tell.,one,-25.96658325,Until?,0.466645569,I was in jail ,0.32,Almost almost can tell.
DCA_se1_ag4_m_02_1,1089,DCA_se1_ag4_m_02,1330.5919,1332.498,1.9061,I don't know. I ain't no,ain't,1,1,12.41805298,12.37,7.75,6,3.147788678,I don't know I know paris Kewpie doll.,a page,-37.28835678,I don't know. I don't care.,0.686325371,%HESITATION I don't page Google ,0.75,"Oh no, I know Periscope eagle."
DCA_se1_ag4_m_02_1,1099,DCA_se1_ag4_m_02,1342.8851,1344.2732,1.3881,Oh I ain't nothing now. I'm a-,ain't,1,1,10.70324281,10.57,8.25,8,5.763273539,I know now.,,-4.083692551,,0,%HESITATION I ,0.72,Oh I love now.
DCA_se1_ag4_m_02_1,1101,DCA_se1_ag4_m_02,1349.0513,1350.107,1.0557,"No, I ain't know no guys.",ain't,1,1,11.87487363,11.72,4.75,6,5.683432793,All I had a little bad.,,-3.68920207,,0,%HESITATION %HESITATION %HESITATION ,0.7,"No, I know that."
DCA_se1_ag4_m_02_1,1155,DCA_se1_ag4_m_02,1401.2625,1405.8469,4.5844," Everybody live better than me, I ain't had nothing.",ain't,1,1,2.635462891,2.53,4.75,14,3.053834744,"Good daughter all over them and everybody lived better than me, I ain't got nothing.",dorian bedaubed,-131.6205139,,0,and the band is better than the ,0.34,"Well, good or or the mini bar live better with me. I mean there not."
DCA_se1_ag4_m_02_1,1169,DCA_se1_ag4_m_02,1423.2067,1426.5729,3.3662,"So now you- I go to church every now and then, but I ain't ready yet.",ain't,1,1,8.827796271,8.77,6.25,19,5.644346741,"So now you could have changed every now and then, but I am really.",acute,-66.64044189,Tornado. Taco.,0.497488916,so they don't act which is every now I really ,0.5,"So now you go to treasure every now and then, but I really."
DCA_se1_ag4_m_02_1,1171,DCA_se1_ag4_m_02,1427.8186,1430.75,2.9314,"See I ain't gon- I say before I die, want to be a preacher.",ain't,1,1,8.565793441,8.48,3.75,16,5.458142867,"The angle I said Before I die, I want to be a preacher.",italian to be a creature,-68.19474792,I want to be a preacher.,0.914650857,yeah I was able to fly back I want to be a preacher ,0.6,"See, I'm not able to fly by. I want to be a preacher."
DCA_se1_ag4_m_02_1,1177,DCA_se1_ag4_m_02,1438.1765,1439.8626,1.6861,"But I mean- no, I'm not kidding but uh",imnot,1,0,4.648847783,4.61,2,10,5.930846332,"But I mean, no, I'm kidding, but.",,-13.33630276,,0,let me know whether ,0.51,"I mean, no kidding, but uh."
DCA_se1_ag4_m_02_1,1192,DCA_se1_ag4_m_02,1462.89,1464.6691,1.7791,then I'm ready to die! I ain't ready to die yet!,ain't,1,1,4.154020978,4.1,4.5,13,7.30706537,Then I'm ready to die anyway to diet.,,-8.876637459,,0,the number to dial ,0.3,They're not really die with diet.
DCA_se1_ag4_m_02_1,1195,DCA_se1_ag4_m_02,1466.8226,1468.1471,1.3245,"Excuse me, I'm loud, ain't I huh?",ain't,1,1,3.712033935,3.69,3.75,8,6.0400151,"Excuse me, I'm larry now, huh?",remember,-27.55708313,,0,I'm not a ,0.8,"Excuse me, I'm Latina."
DCA_se1_ag4_m_02_1,1210,DCA_se1_ag4_m_02,1484.0864,1485.9174,1.831,"But I never, I didn't learn no kind of language.",didnt,1,0,14.63091068,14.54,28.75,13,7.099945385,"I know, but I didn't learn that kind of language.",i know language,-42.39315033,"I know, but I do not know what kind of language.",0.864434242,I know but I don't know %HESITATION language ,0.66,Whenever I learn O'Connell language.
DCA_se1_ag4_m_02_1,1247,DCA_se1_ag4_m_02,1532.4903,1534.0054,1.5151,"Oh, oh, I'm-I'm-I'm loud isn't I, huh?",isn't,1,0,4.561207457,4.5,5.25,7,4.620157085,"I'm not what I'm allowed him, Huh?",,-12.55309296,,0,I'm glad ,0.69,Oh my mother I Blair.
DCA_se1_ag4_m_02_1,1387,DCA_se1_ag4_m_02,1710.5876,1713.1877,2.6001,But now I- I didn't. Then it was the Fox Theater.,didnt,1,0,14.99909014,14.92,9.25,14,5.384408292,But now we didn't then it was Fox there.,he was face,-31.28709602,,0,no we didn't then it was far ,0.7,But now we didn't. Then it wasn't Fox failing.
DCA_se1_ag4_m_02_1,1492,DCA_se1_ag4_m_02,1839.305,1843.9072,4.6022,"You ain't got but two, three words, you about, about eight bars. The whole song is eight bars.",ain't,1,1,13.06675324,12.99,6.75,20,4.345747686,Heating up to three words about eight bars the whole song of eight balls.,it towered by a base whole song about,-115.3491287,"bring up a few words about my 8, Balls, the whole songs 8 Ball,",0.780637145,heating up a few words about eight ball the whole side of the ball ,0.44,Eating up a 2-3 words about about 8 bars. The whole songs. 8 balls.
DCA_se1_ag4_m_02_1,1524,DCA_se1_ag4_m_02,1880.8407,1882.6577,1.817,"Well now, you ain't no psychologist are you?",ain't,1,1,7.375992048,7.36,5,11,6.053935058,You know usually the psychology right.,he faced,-39.01811981,,0,hi ,0.2,You know your mental psychotic.
DCA_se1_ag4_m_02_1,1616,DCA_se1_ag4_m_02,1993.412,1995.243,1.831,"They'll come see me, but I'm not going to see them.",imnot,1,0,16.13249023,16.08,9.75,12,6.55379574,They'll come see me but I'm not going to.,complete,-50.17336273,"You come see me, but I'm not going to sit there.",0.825728178,there come see me when I was in ,0.65,There comes with me when I don't see them.
DCA_se1_ag4_m_02_1,1661,DCA_se1_ag4_m_02,2043.9468,2045.1491,1.2023,"Not right now, I ain't got nothing.",ain't,1,1,7.72582199,7.56,17.5,8,6.653913333,Not denying and nothing.,,-5.362711906,,0,number nine and ,0.83,"Not right now, I got nothing."
DCA_se1_ag4_m_02_1,1665,DCA_se1_ag4_m_02,2048.5441,2049.4385,0.8944,I ain't putting no,ain't,1,1,11.02732027,10.98,17.5,5,5.590339893,I ain't putting no,,-8.130691528,,0,,0,I'm putting on.
DCA_se1_ag4_m_02_1,1697,DCA_se1_ag4_m_02,2078.6809,2080.0787,1.3978,"They ain't too small, but I mean, you know.",ain't,1,1,12.20645164,12.14,13,9,6.438689369,They ain't too small but I mean you know.,i mean,-15.56861305,"they too small, but I mean,",0.923570156,they too small but I mean you know ,0.47,"They're too small, but I mean, you know."
DCA_se1_ag4_m_02_1,1719,DCA_se1_ag4_m_02,2109.6095,2112.3269,2.7174,I didn't want to clamor over them. Thirteen thirteen I never forget that.,didnt,1,0,12.98764971,12.87,4.75,20,7.359976448,Don't Clamor over them 30 30 and don't forget that.,overhead,-52.95407104,"Doing coming over then, 30, 30, and have a good day.",0.667624354,they won't cover over the thirty thirtieth but ,0.52,Doing clever over then 3030 and I get that.
DCA_se1_ag4_m_02_1,1733,DCA_se1_ag4_m_02,2128.4697,2131.0747,2.605,"They- they- they- I'm still living. Right now. I'm talking to you, ain't I?",ain't,1,1,8.609555615,8.58,6.5,16,6.142034549,Need it and feel little right now I'm talking to you.,and winona,-65.71521759,Leave it in the air right now.,0.552524984,I need an answer right now probably you in ,0.44,Leave it in the empty little. Right now I'm talking to you in.
DCA_se1_ag4_m_02_1,1741,DCA_se1_ag4_m_02,2139.2576,2142.0679,2.8103,"I ain't talking about Washington Center, wasn't no Washington Center then, know where the capital place at?",ain't,1,1,13.82616597,13.74,5.5,28,9.963349109,"And tell me what you want to Washington, then I wear the capitol, police said.",i went with the waterplane,-120.8364792,,0,that's number one Sir one watching the the what it covered present ,0.35,I don't know why it said wonder why? Don't they know where the capital police said?
DCA_se1_ag4_m_02_1,1783,DCA_se1_ag4_m_02,2194.0587,2196.2096,2.1509,"No I ain't going in there, til I hear 'em singing.",ain't,1,1,6.212507236,6.17,7.5,13,6.043981589,I learned as I hear him singing.,i aiming,-54.07447052,Good morning. Linda. I hear them singing.,0.617651045,hi here thank you ,0.44,"Well, I learned as I hear him saying."
DCA_se1_ag4_m_02_1,1858,DCA_se1_ag4_m_02,2293.3484,2294.8373,1.4889,I ain't got don't have but one one brother.,ain't,1,1,6.697404378,6.62,3.5,10,6.716367788,And I don't have one brother.,and not only one brother,-33.9949646,And I don't have one.,0.69067347,and I don't have one ,0.83,And God all. I have one brother.
DCA_se1_ag4_m_02_1,1876,DCA_se1_ag4_m_02,2312.5245,2313.6877,1.1632,Ain't nobody gonna bother you there.,ain't,1,1,9.973507626,9.9,29,10,8.596973865,Anybody involved in Man.,the ,-15.08848381,,0,%HESITATION %HESITATION ,0.44,In about involvement.
DCA_se1_ag4_m_02_1,1895,DCA_se1_ag4_m_02,2337.3407,2338.9676,1.6269,"little bit of it, you- you follow me, didn't you?",didnt,1,0,8.006259589,7.92,11.5,13,7.990657078,Little bit of it You Follow me didn't.,you follow me ,-22.59921074,little bit of a,0.798323095,little bit of a problem and it ,0.75,Little bit of it you you follow me did.
DCA_se1_ag4_m_02_1,1897,DCA_se1_ag4_m_02,2340.2536,2342.3894,2.1358,"But I didn't give you all the- all the- you know, the",didnt,1,0,12.89279966,12.85,12.75,13,6.086712239,Why did You All You Know?,all,-18.09429932,Why did you order?,0.907740116,I think you all all ,0.47,"Why did you all, all you know?"
DCA_se1_ag4_m_02_1,1943,DCA_se1_ag4_m_02,2393.4619,2396.1011,2.6392,But I ain't gonna worry unless  I just worry about me me.,ain't,1,1,10.69145371,10.65,5.25,17,6.441345862,But I would like to call on me.,one of the three room,-63.11621475,,0,well %HESITATION ,0.5,"But I have a woman that's right, always known about it follow me."
DCA_se1_ag4_m_02_1,1957,DCA_se1_ag4_m_02,2411.0415,2413.1431,2.1016,"so anyway, I ain't give you a chance to say nothing here.",ain't,1,1,8.403903781,8.36,3.25,15,7.137419109,"So anyway, I think you just into their",in injin,-50.4825592,,0,so it we I thank you ,0.62,"So anyway, thank you Jason error."
DCA_se1_ag4_m_02_1,1973,DCA_se1_ag4_m_02,2431.2653,2432.1451,0.8798,I ain't talking no-,ain't,1,1,12.55749922,12.51,23,5,5.683109798,I Ain't talking With.,,-2.96610713,,0,I need to %HESITATION ,0.62,I am talking to.
DCA_se2_ag1_f_01_1,704,DCA_se2_ag1_f_01,686.6749,689.7105,3.0356,and they didn't do nothing to 'em. They fed 'em and stuff like that.,didnt,1,0,17.49682977,17.44,23.75,16,5.270786665,"They didn't do nothing to them, they fed them and stuff like that.",do not totateeta like that,-97.11263275,"Legend, do not return a federal and stuff like that.",0.701639473,they didn't do not until and they failed and stuff like that ,0.61,They didn't do nothing till they fed him and stuff like that.
DCA_se2_ag1_f_01_1,882,DCA_se2_ag1_f_01,884.2786,886.2417,1.9631,"She checked in there, and he ain't have 'em.",ain't,1,1,15.33672911,15.28,23.25,9,4.584585604,She take the men here have him.,take me he held,-35.6624794,"Teen Titan, and he have.",0.422342598,you take the name yeah I have ,0.57,She text me here having.
DCA_se2_ag1_f_01_1,992,DCA_se2_ag1_f_01,1006.3023,1007.5006,1.1983,And she didn't holler.,didnt,1,0,12.34259027,,,6,5.007093382,And she didn't haul.,she did all,-20.61203003,She didn't holler.,0.702371061,and she didn't have ,0.39,And she didn't hog.
DCA_se2_ag1_f_02_1,260,DCA_se2_ag1_f_02,240.5571,242.217,1.6599,She ain't had not a drop of jewelry on.,ain't,1,1,6.806955764,6.68,4.75,11,6.626905235,She had a job with Julia.,had that vague,-38.07503128,She had a job.,0.523228347,she had that value in ,0.51,She had no drama Julia.
DCA_se2_ag1_f_02_1,539,DCA_se2_ag1_f_02,518.1098,519.075,0.9652,And he didn't like her.,didnt,1,0,20.20011875,20.01,29.25,6,6.216328222,He didn't like.,he did make,-15.60144424,A hidden life.,0.486572593,he didn't like ,0.51,He didn't like.
DCA_se2_ag1_f_02_1,581,DCA_se2_ag1_f_02,553.1586,556.5438,3.3852,RD-NAME-2's been acting up in class or not because I'm not here and I can't say.,imnot,1,0,9.234686531,9.14,5.75,17,5.021859861,I've been acting up in class and not because I'm not here and I can't say.,the annything claimed because i met her and i came ,-116.0538712,Nothing because I'm not here. And I can't say.,0.815734088,then after nothing crazy now because I'm not here and I can say ,0.47,Acting up in class tonight because I'm not here and I can't say.
DCA_se2_ag1_f_02_1,597,DCA_se2_ag1_f_02,575.1768,576.4918,1.315,I'm not gonna sit up here and let you,imnot,1,0,14.93267908,14.84,22.5,10,7.604562738,I'm not gonna step in that you.,next,-19.30652809,,0,I'm not going to ,0.29,"I'm not gonna sleep in, let you."
DCA_se2_ag1_f_02_1,672,DCA_int_03,651.7138,652.8784,1.1646,One you really didn't like.,didnt,1,0,-2.690062712,-3.58,4.25,7,6.010647433,Yeah.,,-3.731407166,,0,,0,
DCA_se2_ag1_f_02_1,700,DCA_se2_ag1_f_02,686.3383,687.7045,1.3662,"I ain't saying I have it,",ain't,1,1,7.836669963,7.66,13.5,7,5.123700776,I ain't saying I hate it.,,-9.937016487,"I said, I hate it.",0.680161297,I seen at home ,0.3,I see and I hate it.
DCA_se2_ag1_f_02_1,706,DCA_se2_ag1_f_02,693.8257,695.164,1.3383,cause they ain't got that much.,ain't,1,1,10.61405319,10.45,22.5,6,4.483299709,Cause they ain't got didn't work.,the work,-21.09307289,,0,thank you again let's ,0.48,Well then get them work.
DCA_se2_ag1_f_02_1,718,DCA_se2_ag1_f_02,709.5363,712.6791,3.1428,"Because if you ain't- if you ain't like them, then they can't stand you because",ain't,2,2,9.771983268,9.69,9,17,5.409189258,Because if you ain't if you ain't like them and they can't send you because.,because if you are if you are lieutenant thing because,-95.42281342,"because if you ain't, if you ain't like them and they can't stand you because",0.933021486,because if you if you and that you're making scene because ,0.65,"Because of you and if you ain't like Dominican, saying you because."
DCA_se2_ag1_f_02_1,724,DCA_se2_ag1_f_02,714.9487,716.8652,1.9165,to have all this and they ain't got it.,ain't,1,1,8.421047355,8.35,9.5,9,4.696060527,They have all listening ain't got it.,allison,-55.38528442,Go ahead all listening.,0.626926541,Hey all I need from you ,0.6,They have all listening.
DCA_se2_ag1_f_02_1,729,DCA_se2_ag1_f_02,721.9186,724.8889,2.9703,Well she didn't have much either. She comes to school looking very bad.,didnt,1,0,9.65253248,9.54,19,17,5.72332761,She didn't hear my teeth that she comes to school looking very bad.,he had made that he come schooling,-99.85467529,The animosity that she comes to school.,0.628821433,she didn't have much either she's going to school and they they ,0.43,He didn't hear much either. She comes to school looking very bad.
DCA_se2_ag1_f_02_1,731,DCA_se2_ag1_f_02,725.4706,728.4922,3.0216,"And you know, I feel sort of sorry for her cause she ain't got too much-",ain't,1,1,12.62995775,12.3,20.25,17,5.626158327,And you know I feel sort of sorry for because she didn't get too much.,now felicitate,-109.2301025,,0,%HESITATION your phone so I for ,0.74,"You know, I feel so sorry for cussing, getting much."
DCA_se2_ag1_f_02_1,741,DCA_se2_ag1_f_02,737.797,741.919,4.122,"I mean I didn't have that much! All I had was just- Just cause a person have a room to theirself, that ain't-",ain't,1,1,12.91721145,12.82,7.5,26,6.307617661,"I mean, I didn't have that much. All I had was just because a person never moved to this something.",anathematises abusive wounded his deck,-172.8560638,"Didn't watch all the. Hey, would you just cause a person to have a room to yourself.",0.858190536,I mean I don't have that much all I had was it just goes up and have a look at it thank ,0.45,I mean Ellen Hayden. Much all I heard was it just 'cause the person have a room to this evening.
