File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,SyllableCount,SpeechRate,amazon_transcription,deepspeech_transcription,deepspeech_ConfidenceLevel,google_transcription,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_ConfidenceLevel,microsoft_transcription
DCB_se1_ag1_m_03_1,1894,DCB_se1_ag1_m_03,1805.2518,1810.17,4.9182,"my friends like, we just be laughing. Like we have a ball in every class, and then like, we still get our work done. Like,",1,0,15.64808991,15.42,9.75,28,5.693139767,My friends like we just be laughing like we have a ball in every class and then like we still get our work done like.,fenleigh and i we have a ball every clan in that i wish the get our work done,-157.6979065,"My friends, like we just be laughing like we have a ball and every class and then I we still get off work then.",0.908780873,my friends I we just we laugh and I we have a ball every flat and then I we still get our work done I ,0.62,My friends like we just be laughing like we have a ball in every class and then I we still get our work done.
DCB_se1_ag1_m_03_1,2621,DCB_se1_ag1_m_03,2451.3369,2453.3909,2.054,it's some fakes out there that haven't even done nothing.,1,0,19.20542104,18.18,17.25,13,6.329113924,Some fakes out there that haven't even done nothing.,have,-28.39459991,Play some Fixodent that haven't even done.,0.826698363,something sounded to having done a ,0.51,There's some things I did. They haven't even done nothing.
DCB_se1_ag2_f_02_1,769,DCB_se1_ag2_f_02,1154.0695,1159.9135,5.844,"So it's like, I won't be working this summer, I won't be in school, and it's just like, I haven't done that in so long like, what am I gonna be doing?",1,0,11.93365508,11.39,10.5,37,6.331279945,,orientalist,-121.7332153,,0.0,I'm working in somewhere I live in park I haven't done and so ,0.52,So it's like I was working there somewhere. I won't be in school and it's like I haven't done it in so long. Like I don't wanna be doing.
DCB_se1_ag2_f_02_1,1574,DCB_se2_ag2_f_01,2321.2795,2323.4542,2.1747,"I'm just terrified, I'm just done, like- ",1,0,12.09925651,11.95,8.25,9,4.138501862,,,-10.40504551,,0.0,,0.0,I was hurt.
DCB_se1_ag2_f_02_1,1750,DCB_int_01,2567.1505,2572.4364,5.2859,"What's something that you wanna do like that's a- that you haven't done that you think, oh I've gotta do that before I-",1,0,10.65202432,9.96,8.75,28,5.297111183,What Like Haven't done that You think for?,you have no dissent,-98.51963806,,0.0,what he wants to live in the that you have and then the G. C. %HESITATION I'm ,0.55,Once.
DCB_se1_ag2_f_02_1,2158,DCB_se1_ag2_f_02,3149.8151,3151.5991,1.784,"Like people done got killed at go gos,",1,1,11.32156972,10.81,5.5,9,5.044843049,People Don't get killed and Go girls.,he was the lone,-30.65296936,,0.0,although ,0.05,
DCB_se1_ag2_f_02_1,2319,DCB_se1_ag2_f_02,3395.0722,3396.6651,1.5929,"Oh, I never done that either.",1,0,7.945546047,7.74,4.25,8,5.022286396,I couldn't do Not even.,i think i ,-15.26435375,,0.0,,0.0,I think it's.
DCB_se1_ag2_f_02_1,2330,DCB_int_01,3412.215,3417.2364,5.0214,"I did that one before, I've done the one- the little duck boat where you g- where it goes down Potomac.",1,0,11.18990776,10.71,7.5,25,4.978691202,That One Before Death What?,the bolero,-83.7576828,,0.0,I did that one before I've done the one a little stuck both we work on them ,0.63,I did that one before. I've done the one that little duck boat where you can wear it goes down the Potomac.
DCB_se1_ag2_f_02_1,2332,DCB_int_01,3417.7114,3422.2605,4.5491,"Um, I've done the night- the night one is the best, I think that's the prettiest one.",1,0,9.785683547,9.11,5.25,19,4.176650326,"Done, but he is one.",in the night the night entertained pretty as one,-112.822113,,0.0,%HESITATION and then nine nine one three eight one ,0.56,I've done.
DCB_se1_ag2_f_02_1,2334,DCB_int_01,3422.5757,3425.8258,3.2501,"Um, I haven't done the dinner cruise but I've done the lunch cruise,",2,0,13.33624384,12.2,6.0,15,4.615242608,um Her It's.,i have done the other crude but i've been in the lunch,-83.29159546,,0.0,%HESITATION I haven't done the dinner cruise back to the list ,0.68,I haven't done that.
DCB_se1_ag2_f_03_1,2100,DCB_int_01,2889.391,2893.0158,3.6248,"witnessed the change? Well, I guess in your lifetime they've done a lot of changing.",1,0,19.12738557,18.32,22.25,18,4.965791216,"Witness the change Well, I guess in your lifetime they've done a lot of changing.",the change while kissing your lifetime they done a lot of changing,-77.80780029,"I guess in your lifetime, they've done a lot of changes.",0.819845736,witnesses change Y. guessing your lifetime they've done a lot of changing ,0.66,Witnessed the change log us in your lifetime. They've done a lot of changing.
DCB_se1_ag2_m_01_1,258,DCB_se1_ag2_m_01,385.6074,386.8599,1.2525,she done got honor roll since,1,1,21.92020767,20.88,23.75,7,5.588822355,Achieving a general sense.,as,-14.27241993,,0.0,,0.0,Shooting an arrow sense.
DCB_se1_ag2_m_01_1,433,DCB_int_01,618.4536,622.443,3.9894,"what has been- okay, in your eyes what has been the most romantic thing that you've done for her?",1,0,16.4088585,15.83,11.25,22,5.514613726,What has been okay in your eyes What has been the most romantic thing?,what has been okay you're a has been the most romantic thing that you've done for,-81.42396545,What has?,0.749702334,what have been okay you're asked what has been the most amazing thing that you've done ,0.69,What has been OK in your ***? What has been the most romantic thing that you've done for her?
DCB_se1_ag2_m_01_1,434,DCB_se1_ag2_m_01,623.4429,625.8345,2.3916,The rost romantic thing that I've done for her?,1,0,14.25112989,13.37,5.75,11,4.599431343,The roast romantic thing that I've done for her.,,-15.33869743,Romantic thing that I've done for her.,0.853904903,the rose romantic thing that I'm done her ,0.43,Romantic things that I've done for her.
DCB_se1_ag2_m_01_1,442,DCB_se1_ag2_m_01,636.2518,638.4675,2.2157,I don't- I done did a couple of romantic things.,1,1,13.94288262,13.48,8.0,13,5.867220292,I don't know I did a couple of romantic things.,a comanche,-56.13786316,,0.0,a couple over missing ,0.62,Couple romantic thing.
DCB_se1_ag2_m_01_1,448,DCB_se1_ag2_m_01,647.523,648.7585,1.2355,See well I can't- she done did that.,1,1,14.88857141,13.84,13.5,8,6.475111291,Okay.,the,-14.52695084,,0.0,,0.0,She did that.
DCB_se1_ag2_m_01_1,469,DCB_int_01,680.2729,682.5729,2.3,"Mm-hm, what's the most romantic thing she's done for you?",1,0,13.23695511,12.41,12.5,11,4.782608696,What's the most romantic thing she's done for you?,with the most romantic thing she no for you,-59.22861862,,0.0,what's the most romantic thing she's out for you ,0.76,"Listen, most romantic things she's done for you."
DCB_se1_ag2_m_01_1,1294,DCB_int_01,1767.3373,1768.6813,1.344,Nobody else has done that in his-,1,0,7.230144034,7.11,6.5,9,6.696428571,Nobody.,the,-15.29277039,,0.0,,0.0,Nobody has done that in his.
DCB_se1_ag2_m_01_1,2033,DCB_se1_ag2_m_01,2743.4839,2745.3639,1.88,"I been- I been this, I've done this.",1,0,15.67192407,15.52,28.0,8,4.255319149,"I've been this, I've done this.",you have been as a done this,-40.52582169,I've done this.,0.753991902,yeah I've been is I've done this ,0.56,They have been this. I've done this.
DCB_se1_ag2_m_01_1,2741,DCB_se1_ag2_m_01,3743.4447,3749.9417,6.497,"you understand that this shit this woman done did for me like she did so much shit for me like and I just grow to appreciate it, you know what I'm saying. Like at first,",1,1,13.82729169,13.03,12.75,42,6.464522087,"understand that this shit, this woman that did for me, like she did so much shit for me, like and I just grow to appreciate it, you know what I'm saying like at first.",there for melodiously,-146.7640991,Just wanted to do it for me. Like she did so much shit for me like and I just wrote appreciate it and I'm saying like I first,0.85541153,and I this is this one in there for me and I see it is so much it for me and I and I just wrote appreciated you know I got first ,0.57,"You understand that this this woman did for me like she did so much **** for me like you know, just grow to appreciate it. You know I'm saying like at first."
DCB_se1_ag2_m_01_1,3039,DCB_se1_ag2_m_01,4144.7412,4147.9359,3.1947,Every time I get around you I'm thinking about how you done hung my ancestors.,1,1,20.48142056,20.29,30.0,22,6.886405609,"Every time I get around you, I'm thinking about how you don't hung my ancestors.",i got a rooting about how you know how my ancestors,-117.5302734,"Every time I get around you, I'm thinking about how you done hung my ancestors.",0.859140217,%HESITATION some I get around one thinking about how you know hung my ,0.6,"Every time I get around you, I'm thinking about how you got hung my ancestors."
DCB_se1_ag2_m_01_1,3126,DCB_se1_ag2_m_01,4265.6561,4269.7708,4.1147,"You done bust out with something exclusive, you got a brand new ass blue shirt on now.",1,1,21.99988966,21.68,20.75,20,4.860621674,You didn't bust out with some exclusive you got a brand new ass blue shirt on that.,it was some excuse that a brand was ushered,-94.86574554,Blue shirt on.,0.625714362,you know but that was some schools you got a brand wears blue shirt on that ,0.59,You don't bust out with something exclusive. You got a brand new as blue shirt on that.
DCB_se1_ag2_m_02_1,180,DCB_se1_ag2_m_02,222.1131,223.7922,1.6791,"like I done seen it in myself,",1,1,10.57021569,10.05,6.5,8,4.76445715,I hadn't seen it myself.,i see it ,-18.15522957,,0.0,,0.0,I didn't seen it myself.
DCB_se1_ag2_m_02_2,367,DCB_se1_ag2_m_02,515.5117,517.0977,1.586,confused they done had us,1,1,10.01302942,9.69,2.25,6,3.783102144,Confused Ain't It Had us?,ananda,-34.53778839,You say that had us?,0.782512069,Tuesday that had us ,0.34,Confused and had us.
DCB_se1_ag2_m_03_1,165,DCB_se1_ag2_m_03,247.8627,250.7054,2.8427,"equipment, you know, to get the, you know, big jobs done, but",1,0,14.409845,13.04,9.25,14,4.924895346,Equipment to get the big jobs done But.,,-12.77984524,Equipment.,0.916863799,equipment to get the you know big job ,0.66,Equipment you know to get the you know big jobs but.
DCB_se1_ag2_m_03_1,179,DCB_se1_ag2_m_03,268.7822,269.98,1.1978,"You know, I'm'a get the job done.",1,0,13.138559,11.4,11.25,8,6.678911337,You know I'm gonna get the job done.,,-3.775155783,,0.0,,0.0,Job done.
DCB_se1_ag2_m_03_1,314,DCB_se1_ag2_m_03,489.7512,495.3675,5.6163,"what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and,",2,0,13.00475139,11.95,6.5,32,5.697701334,,indeed to be done now you know families person the king the job done,-167.8961334, job done.,0.975515246,what the situation is %HESITATION would need to be done there's no you know families bars and you know just how to get the job done ,0.73,"With the situation there is or what needs to be done. There's no you know families version, you know, just gotta get the job done."
DCB_se1_ag3_f_01_1,912,DCB_se1_ag3_f_01,1243.1823,1243.563,0.3807,done-,1,0,10.32463351,10.3,20.0,1,2.626740215,,,-5.448058128,,0.0,,0.0,So he.
DCB_se1_ag3_f_01_1,1920,DCB_se1_ag3_f_01,2560.1621,2561.8641,1.702,It's things that you should have done better.,1,0,20.11969111,18.92,5.0,9,5.287896592,These things that you should have done better.,that you should have done better,-28.76555252,It's things that you should have done better.,0.910186887,it's things that you should have done better ,0.86,His things that you should have done.
DCB_se1_ag3_f_01_1,1976,DCB_int_01,2629.1985,2632.4999,3.3014,I mean- I mean we're almost done. Can- Thank you. Thank you. It's not your turn.,1,0,18.76873009,17.62,26.75,17,5.149330587,Are we Are We Almost can't It's not just.,homoeopathy,-102.0499115,,0.0,thank you thank you ,0.88,"I mean, are we almost there?"
DCB_se1_ag3_f_01_1,2311,DCB_int_01,3031.9586,3032.4761,0.5175,You're done?,1,0,34.90854801,31.88,32.25,2,3.8647343,You done?,,-2.680221081,,0.0,,0.0,You done.
DCB_se1_ag3_f_01_1,2327,DCB_se1_ag3_f_01,3053.2587,3056.9005,3.6418,"Well next time, you're gonna have to have a cerclage done. I said, there will be no next time.",1,0,23.46395513,21.62,20.25,21,5.766379263,,i have to have a circle don't will be no next time,-99.42562103,"Well, next time, you'll have to have a cerclage. Do not sit, there will be no next time.",0.863304913,well next time you'll have to have a circle large done us that there will be no next time ,0.7,"Well, next time you will have to have a circle lodge done. That said, there will be no next time."
DCB_se1_ag3_f_02_2,438,DCB_se1_ag3_f_02,587.168,588.7496,1.5816,Trying to get them book works done.,1,0,28.38712905,26.57,6.0,8,5.058168943,Trying to get them book works done.,to get the book work done,-35.83745193,Trying to get them book. Works done.,0.890172958,trying to get them but works done ,0.63,Trying to get them. Book works done.
DCB_se1_ag3_m_01_1,1701,DCB_int_01,2349.2959,2350.5865,1.2906,or something they've done,1,0,9.941460393,9.36,2.25,5,3.874167054,Something They've Done.,they've done,-25.00791168,Something they've done.,0.920771658,or something they've done ,0.85,Or something they've done.
DCB_se1_ag3_m_01_1,1711,DCB_int_01,2363.7594,2365.374,1.6146,"What's something they've done towards you, like",1,0,8.827464986,8.59,7.25,9,5.574136009,That's something they've done towards you like.,he done towards you like,-31.14845276,Play done towards you.,0.820403874,they done towards you ,0.84,Something they've done towards you like.
DCB_se1_ag3_m_02_1,232,DCB_se1_ag3_m_02,289.6276,293.4626,3.835,"I would s- for me, for my age and what I done picked up off it,",1,1,19.52196289,19.36,7.0,16,4.172099087,I was for me for my age of what I picked up off.,from me from my age or what i don't think that all,-63.81131363,hours for me for my age or without him picked up off of,0.840661049,%HESITATION works for me from my agent with Adam fixed up offer ,0.45,Out for me for my age or what item picked up offer.
DCB_se1_ag3_m_02_1,386,DCB_se1_ag3_m_02,537.9699,540.1189,2.149,"I done lived in DC probably about,",1,1,15.01990134,13.85,11.0,11,5.118659842,In d c Oh!,i i,-27.00736618,,0.0,I don't move these files ,0.35,Earlier.
DCB_se1_ag3_m_02_1,727,DCB_se1_ag3_m_01,1019.4675,1021.2102,1.7427,done when you were younger that you've carried,1,0,15.0260162,13.76,11.5,10,5.738222299,Done when you were younger that you carried.,in ,-13.51978302,,0.0,%HESITATION you were young ,0.79,Done when you were younger. Did you Curry?
DCB_se1_ag3_m_02_2,231,DCB_se1_ag3_m_02,355.9918,357.1363,1.1445,I done been-,1,0,9.132715153,9.03,4.25,3,2.621231979,Like a Real.,,-7.897492409,Real.,0.809808016,real ,0.9,Real.
DCB_se1_ag3_m_02_2,232,DCB_se1_ag3_m_02,357.4537,358.9784,1.5247,I done been to every,1,1,19.32728574,19.2,9.25,7,4.591067095,I don't mean to every.,i mean,-25.12073517,,0.0,I mean every ,0.32,I meant it every.
DCB_se1_ag3_m_02_2,234,DCB_se1_ag3_m_02,359.3626,363.3372,3.9746,game that I like I done been to one except DC United game.,1,1,15.38604309,15.09,9.5,17,4.277159966,"Thing that I like, I have been to one and said Matter.",the wisest,-74.37676239,"The bad. Like, I don't been to one except DC United game.",0.818803549,news that I like I don't know why I said ,0.45,DC United game.
DCB_se1_ag3_m_02_2,254,DCB_se1_ag3_m_01,390.6116,391.9862,1.3746,have y'all done like-,1,0,10.49011099,10.4,20.5,4,2.909937436,Have y'all dough?,,-6.122121334,Have y'all done?,0.62601459,%HESITATION ,0.95,Heavy R dot O.
DCB_se1_ag3_m_03_1,1107,DCB_se1_ag3_m_03,1947.8912,1951.6023,3.7111,"thought about getting a couple trades or whatever, but just haven't done that yet.",1,0,24.60185577,23.35,20.75,20,5.389237692,"Thought about getting a cup of trades or whatever, but just haven't done that yet.",,-21.45666695,Trades.,0.728323281,what about you in the couple of trades without but just haven't done ,0.65,"Thought about getting a couple of trades or whatever, but just haven't done that yet."
DCB_se1_ag3_m_03_1,1288,DCB_se1_ag3_m_03,2225.6663,2228.9069,3.2406,So anybody who- who's done that is an inspiration to me.,1,0,26.43364368,24.66,20.5,17,5.245942109,So anybody who's done that is an inspiration to me.,no,-27.04274178,,0.0,so anybody who's nine that is the inspiration ,0.68,So anybody who's done that is an inspiration to me.
DCB_se1_ag3_m_03_1,1345,DCB_se1_ag3_m_01,2316.9216,2320.3059,3.3843,"But then when you start doing research, you find out, ain't done near nothing,",1,0,23.22696272,20.27,10.75,17,5.023195343,When you start doing research No Yeah.,he,-29.25108528,,0.0,when you start doing research to find out ,0.82,But then when you start doing research to find out I ain't done enough.
DCB_se1_ag3_m_03_1,1348,DCB_se1_ag3_m_03,2320.8555,2324.7601,3.9046,Yeah they ain't done shit but took every motherfucking thing and put they name on the shit.,1,0,22.24568723,21.97,9.75,22,5.634379962,"Yeah, that ain't that shit took every motherfucking thing and put their name on the ship.",,-24.08325958,,0.0,,0.0,"Yeah, a massive Gary ************* thing and put their name on it."
DCB_se1_ag3_m_03_1,1469,DCB_se1_ag3_m_03,2525.0347,2526.1099,1.0752,"I just haven't done it yet,",1,0,33.65213995,30.63,20.5,7,6.510416667,I just haven't done it yet.,,-4.63889122,I just haven't done it yet.,0.978828192,I just haven't ,0.86,I just haven't done it yet.
DCB_se1_ag3_m_03_1,1872,DCB_se1_ag3_m_03,3150.5316,3157.0488,6.5172,"Donald Trump not our President, rioting and shit. What the fuck are you rioting for? He haven't even done anything",1,0,27.50307373,25.72,20.0,31,4.756643958,Donald trump not out President Rioting and shit. What the fuck are you riding? Well you haven't even done anything.,read,-64.32705688,We haven't even done anything.,0.894149899,I'm not out right %HESITATION riding and share it with you rad we haven't even done anything ,0.69,I'll try that out president writing in **** what the **** are you riding for? You haven't even done anything.
DCB_se1_ag4_f_01_1,50,DCB_se1_ag4_f_01,39.3426,41.9198,2.5772,They done tore it down but the building is still there.,1,1,19.74908066,19.54,17.75,12,4.656216048,"That until it down, but the building is still there.",down but the building is still the,-48.18684387,But the building is still there.,0.969403982,so we're down but the building the steel ,0.62,"They don't or down, but the building is still there."
DCB_se1_ag4_f_01_2,1000,DCB_se1_ag4_f_01,1157.0973,1161.6499,4.5526,"So y- it's not like you can't tell me nothing but if I'm telling you something that I done been through,",1,1,24.52245039,24.22,22.75,24,5.271712867,"So it's not like you can't tell me nothing, but if I'm telling you something that I haven't been through.",not like you can't tell me nothin but if i'm telling you something that i don't be through,-90.51204681,It's not like you can't tell me nothing but if I'm telling you something that I done been through.,0.937688828,so you just not like you can't tell me nothing but if I'm telling you something that I haven't been through ,0.7,"So it's not like you can't tell me nothing, but if I'm telling you something that aren't being through."
DCB_se1_ag4_f_01_2,1407,DCB_se1_ag4_f_01,1628.1107,1629.1267,1.016,it done got worse.,1,1,30.02493408,28.34,22.5,4,3.937007874,It just got worse.,,-2.762697458,,0.0,it got worse ,0.74,It got worse.
DCB_se1_ag4_f_01_2,1488,DCB_se1_ag4_f_01,1721.6557,1724.9332,3.2775,"Sometime I go- Yeah I done been to the capital I mean,",1,1,22.71209313,21.83,19.25,15,4.576659039,"Sometimes I go yeah, I hadn't been to the capital I mean.",i got a invite capital i mean,-92.12434387,"Sometime I go. Yeah, I don't been to the capital. I mean,",0.927832842,yeah I don't venture capital I mean ,0.83,"Sometime I go. Yeah, I didn't venture capital, I mean."
DCB_se1_ag4_m_01_1,3072,DCB_se1_ag4_m_01,3555.3065,3559.6463,4.3398,"Next three years, twenty-five hundred dollars you know, they- they done haven't taken advantage of that you know, so.",1,1,15.80875072,15.45,7.75,24,5.530208765,"Next three years $2500, you know, they haven't taken advantage of that, so.",three years ended dollars you know they have taken advantage of that you know so,-81.70510101,"Next three years $2,500 you know, they did not have taken advantage of that. You know what's up?",0.936358035,next three years twenty five hundred dollars you know they did I have taken advantage of that you know so ,0.88,"Next three years, $2500. You know they they have taken advantage of that, you know so."
DCB_se1_ag4_m_01_1,3349,DCB_se1_ag4_m_01,3864.9532,3866.8299,1.8767,"you know, and he's not done with me. A lot of people say,",1,0,15.06382783,14.96,14.5,14,7.459903021,"You know, and he's not doing a lot of people say.",that done,-34.90613556,"you know, and he's, I don't,",0.776789665,you know and he's not that would be allowed to say ,0.48,"You know, and he's not done with me. A lot of people say."
DCB_se1_ag4_m_02_1,409,DCB_se1_ag4_m_02,589.6227,592.5363,2.9136,But they taking pistols. They done- they done- they done changed that whole crime.,3,1,15.04383328,14.41,4.0,16,5.491488193,They're taking pills and they changed that whole crime.,in perennial,-77.72877502,They said that whole crying.,0.77767694,a second president and change the whole crime ,0.25,"Great second person, then then then it changes that whole choir."
DCB_se1_ag4_m_02_1,1215,DCB_se1_ag4_m_02,1627.0847,1630.8587,3.774,"and RD-SCHOOL-2- uh, tried to get on RD-SCHOOL-2 team, but they done told me I couldn't play for both.",1,1,22.59898047,21.44,6.25,18,4.769475358,"And trying to get on the same day, he told me I couldn't play for both.",teosinte macnab,-130.9939117,I'm trying to say here and told me. I couldn't play football.,0.878980398,and ten you know same rental Malcolm playable ,0.44,"I'm trying to say I'm ready, told Malcolm play for both."
DCB_se1_ag4_m_02_1,1606,DCB_se1_ag3_m_01,2155.283,2156.274,0.991,You done put in your work.,1,1,49.87410274,34.43,12.0,6,6.054490414,Put in Your Work.,,-4.941006184,,0.0,,0.0,Put in your work.
DCB_se1_ag4_m_02_1,1770,DCB_se1_ag4_m_02,2366.2428,2371.6865,5.4437,"I'm just- I'm determined- yeah I'm determined- I'm determined to make it. It- you know, I done made it- I made it this far, you know, that's what I'm saying.",1,1,13.4589575,13.3,9.0,37,6.796847732,"I'm just, I'm determined and I'm determined. I'm determined to make it, you know, I made, I made it this fall. Yeah, that's what I'm saying.",determination magnitude this whole,-164.1430054,"Tell me I'm just down. I'm just trying to make it as, you know, how to make I made it this far.",0.890647888,I'm just on the term yeah I'm just I'm trying to make it ,0.63,"Understand the term. Yeah, I'm determined. I'm determined to make it, you know. I mean, I've made it this far. Yeah, that's what I'm saying."
DCB_se1_ag4_m_02_1,1773,DCB_se1_ag4_m_02,2372.1685,2373.4391,1.2706,I done made it to sixty seven.,1,1,20.39197694,20.0,19.75,9,7.083267748,He made decisions then.,lydia,-32.15377808,,0.0,,0.0,Make decisions then.
DCB_se1_ag4_m_02_1,1847,DCB_se1_ag4_m_02,2455.3153,2458.4885,3.1732,"Shit, so I done said- , I walked- no matter where to we have.",1,1,30.23985713,28.47,21.75,14,4.411950082,"Shit, I said, I want no matter where we have.",i said about,-61.68280411,,0.0,since I don't see I won't know that we're here ,0.28,She said she said wish I won't matter where we are.
DCB_se2_ag1_f_01_1,843,DCB_int_01,866.4536,870.8153,4.3617,"Gotcha. Okay, so now let's go up to middle school cause we done with-",1,0,21.24243558,20.36,4.5,17,3.897562877,"Gotcha, Okay, so now let's go up to middle school middle school we've done with.",so now let's go up to middle school menschenwee,-108.6937637,Go up to middle school. Middle school.,0.88198936,gotcha okay so now let's go up to the middle school middle school we down we ,0.76,"Gotcha, OK, so now let's go up to middle school middle school we done with."
DCB_se2_ag1_f_01_1,1525,DCB_int_01,1688.1761,1689.3877,1.2116,That was it? You were done.,1,0,16.94736356,16.89,23.0,6,4.952129416,That Was it You're Done.,he,-5.183973789,,0.0,he ,0.26,Here.
DCB_se2_ag1_f_01_1,1528,DCB_se2_ag1_f_01,1689.2731,1690.3922,1.1191," Yeah, I was done.",1,0,18.04520953,18.02,12.0,4,3.574300777,Yeah I was done.,he,-15.80918884,,0.0,,0.0,"Yeah, I was done."
DCB_se2_ag1_f_01_1,1830,DCB_se2_ag1_f_01,2054.9415,2057.2532,2.3117,I was getting d- after I got my hair done.,1,0,23.96896738,22.91,13.0,12,5.190984989,I was getting I got my hair done.,as gaiety hair,-64.08642578,I got my hair done.,0.987408936,I was get I got my hearing ,0.71,I was getting after I got my hair done.
DCB_se2_ag1_f_01_1,1832,DCB_se2_ag1_f_01,2057.3884,2058.7686,1.3802,"I went to go get my hair done,",1,0,13.1801446,12.67,11.25,8,5.796261411,I went to go get my hair done.,,-4.019968987,,0.0,I went to go get my ,0.76,I went to go get my hair done.
DCB_se2_ag1_f_01_1,1849,DCB_se2_ag1_f_01,2075.9573,2079.1933,3.236,"If I woulda never got my hair done, we probably woulda never moved over there.",1,0,16.24328231,15.69,12.5,22,6.798516687,If I would have never got my hair and then we probably would have never moved over there.,i had a never,-77.84004211,Go over there.,0.647396147,I never got my head that we probably would have never moved over there ,0.57,That would have never got my hair. Then we probably would have never moved over there.
DCB_se2_ag1_f_01_1,2322,DCB_int_01,2633.6986,2635.7445,2.0459,So have you done your ACTs or SATs?,1,1,16.13218322,14.99,25.0,7,3.421477101,Have you doing your a c t s s.,i ,-22.06198692,,0.0,,0.0,
DCB_se2_ag1_f_01_1,2617,DCB_int_01,2987.0555,2988.4497,1.3942,"But you did go get your hair done, so.",1,0,11.06754563,10.58,7.5,9,6.455314876,But you did go get your hair done so.,,-5.884439468,,0.0,,0.0,"Yeah, go get your hair done."
DCB_se2_ag1_m_01_1,1100,DCB_se2_ag1_m_01,1334.2385,1337.4517,3.2132,"The resources that we have here, like the computers to get homework done is",1,0,17.90309424,17.87,9.0,19,5.913108428,The resources that we have here like the computers to get homework done is.,resources that we have here like the computers to get homeward one is,-72.9892807,"the resources that we have here, like the computers to get homework done is",0.934439361,the resources that we have here like the computers to get homework done is ,0.79,"The resources that we have here, like the computers, to get homework done, is."
DCB_se2_ag1_m_01_1,1600,DCB_se2_ag1_m_01,1883.4316,1884.6289,1.1973,haven't done a backflip in like,1,0,14.74254104,14.52,6.75,6,5.01127537,Haven't done a backflip like.,in a batlike,-47.06659698,I have it on a backflip.,0.806995153,have it done about flipping like ,0.55,Have it done a backflip.
DCB_se2_ag1_m_01_1,2305,DCB_se2_ag1_m_01,2651.9466,2652.9741,1.0275,"We haven't done that yet,",1,0,13.1392834,13.09,20.75,6,5.839416058,We haven't done that yet.,one,-21.56529427,We haven't done that yet.,0.96428144,we haven't done that yet ,0.91,We haven't done that yet.
DCB_se2_ag1_m_01_1,2638,DCB_se2_ag1_m_01,3038.6232,3041.1237,2.5005,he's done battle rap but he's not a battle rapper.,1,0,14.52787538,14.5,7.0,13,5.198960208,"He's done battle rap, but he's not a battle rapper.",he's done better rules not a better robert,-75.24028015,"He's done battle rap, but he's not a battle rapper.",0.906579375,he's done better rapidly he's got about a robber ,0.52,"He's done battle rap, but he's not a battle rapper."
DCB_se2_ag2_f_01_1,1393,DCB_int_01,2014.5494,2017.9242,3.3748,"do you feel like you too loc- Like, why haven't you done the monuments?",1,0,39.57847226,35.79,16.25,17,5.037335546,Do you feel like you to look like why haven't you done the mind?,you too low like why haven't you done the mine,-64.88772583,"Do you feel like you to look like, why haven't you done the monument?",0.94609946,do you feel like you to look like why haven't you done the mind ,0.8,Do you feel like you two look like? Why haven't you done the monuments?
DCB_se2_ag2_f_01_1,1395,DCB_int_01,2019.048,2022.9823,3.9343,"And not to say- I mean, cause some- Like there are things in my hometown that I haven't done.",1,0,20.9790757,20.13,22.25,21,5.33767125,And not to say I mean something like there are things in my town that I haven't done.,madame my dear things in my town but i haven't done,-90.2158432,I mean that I haven't done.,0.604977667,and not that I mean some like there's things in my town that I haven't ,0.63,And not to say I mean 'cause I'm like there are things in my town that I haven't done.
DCB_se2_ag2_f_02_1,2692,DCB_se2_ag2_f_02,2826.7582,2830.2682,3.51,"I could see myself moving back to Southeast if- We know, once they're done cause",1,0,28.93003732,27.98,28.25,18,5.128205128,I could see myself moving back to southeast if we know once they're done because.,asmack to south east if we know other dances,-108.0606766,I can see myself moving back to Southeast. If we know what they're done.,0.891107261,I could see myself moving back to south east if we know what they're doing because ,0.87,I could see myself moving back to southeast if we know once they're done 'cause.
DCB_se2_ag2_f_02_1,2824,DCB_se2_ag2_f_02,2998.6187,2999.1456,0.5269,they're done.,1,0,28.86118603,27.76,24.75,2,3.795786677,They're done.,,-4.498270988,,0.0,they're done ,0.8,They're done.
DCB_se2_ag2_f_02_1,2828,DCB_se2_ag2_f_02,3003.7048,3008.917,5.2122,"things that I never knew. Like I- Literally seeing so many black people that have done so many positive things for their lives,",1,0,24.32783533,23.81,15.25,33,6.331299643,"Things that I never knew, like I literally seeing so many black people that have done so many positive things for their lives.",i never knew but i literally think so many black will have done so many positive things for their lives,-102.7715225,"Things I never knew like, I literally seen so many black people, that been so many positive things for their life.",0.845826209,things that I never knew like I literally saying so many black people have done so many positive things for their lives ,0.81,"Things that I never knew, like I literally seeing so many black people that have done so many positive things for their lives."
DCB_se2_ag2_m_01_1,1561,DCB_int_01,2057.8328,2061.0223,3.1895,"Have you done any of the other stuff? Like the monuments,",1,0,25.0798513,22.71,28.5,15,4.702931494,Have you done any of the monument?,the mine,-29.34992599,,0.0,have you done any of the other stuff like the monument ,0.55,We done any of the other stuff like the monuments.
DCB_se2_ag2_m_01_1,2153,DCB_int_01,2809.741,2810.1507,0.4097,You're done?,1,0,17.6712765,17.08,17.75,2,4.881620698,,,-4.272147655,,0.0,,0.0,You're done.
