,Noun_be_Adjective,Noun_be_Adjective,Noun_be_Adverb,Noun_be_Adverb,Noun_be_ConstituentBoundary,Noun_be_ConstituentBoundary,Noun_be_Noun,Noun_be_Noun,Noun_be_Preposition,Noun_be_Preposition,Noun_be_PronounIndefinite,Noun_be_PronounIndefinite,Noun_be_PronounPersonal,Noun_be_PronounPersonal,Noun_be_QuotativeLike,Noun_be_QuotativeLike,Noun_be_VerbPastParticiple,Noun_be_VerbPastParticiple,Noun_be_VerbPresentParticiple,Noun_be_VerbPresentParticiple,PronounIndefinite_be_Adjective,PronounIndefinite_be_Adjective,PronounIndefinite_be_Adverb,PronounIndefinite_be_Adverb,PronounIndefinite_be_Preposition,PronounIndefinite_be_Preposition,PronounIndefinite_be_PronounPersonal,PronounIndefinite_be_PronounPersonal,PronounIndefinite_be_QuotativeLike,PronounIndefinite_be_QuotativeLike,PronounIndefinite_be_VerbPastParticiple,PronounIndefinite_be_VerbPastParticiple,PronounIndefinite_be_VerbPresentParticiple,PronounIndefinite_be_VerbPresentParticiple,PronounNonReferential_be_Adjective,PronounNonReferential_be_Adjective,PronounNonReferential_be_Adverb,PronounNonReferential_be_Adverb,PronounNonReferential_be_Noun,PronounNonReferential_be_Noun,PronounNonReferential_be_Preposition,PronounNonReferential_be_Preposition,PronounNonReferential_be_QuotativeLike,PronounNonReferential_be_QuotativeLike,PronounPersonal_be_Adjective,PronounPersonal_be_Adjective,PronounPersonal_be_Adverb,PronounPersonal_be_Adverb,PronounPersonal_be_Disfluency,PronounPersonal_be_Disfluency,PronounPersonal_be_Noun,PronounPersonal_be_Noun,PronounPersonal_be_Preposition,PronounPersonal_be_Preposition,PronounPersonal_be_PronounIndefinite,PronounPersonal_be_PronounIndefinite,PronounPersonal_be_PronounPersonal,PronounPersonal_be_PronounPersonal,PronounPersonal_be_QuotativeLike,PronounPersonal_be_QuotativeLike,PronounPersonal_be_VerbPastParticiple,PronounPersonal_be_VerbPastParticiple,PronounPersonal_be_VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,PronounRelative_be_Adverb,PronounRelative_be_Adverb,PronounRelative_be_Preposition,PronounRelative_be_Preposition,PronounRelative_be_QuotativeLike,PronounRelative_be_QuotativeLike,PronounRelative_be_VerbPresentParticiple,PronounRelative_be_VerbPresentParticiple
sister,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
some,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
somebody,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
Soulja Boy,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.14492186537628238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
stars,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
street,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
strippers,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
teacher,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
that,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,2,0.14492186537628238,1,0.07246093268814119,2,0.14492186537628238
there,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,2,0.14492186537628238,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
they,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,6,0.43476559612884713,3,0.21738279806442357,0,0.0,0,0.0,3,0.21738279806442357,0,0.0,1,0.07246093268814119,34,2.4636717113968003,0,0.0,29,2.1013670479560944,0,0.0,0,0.0,0,0.0,0,0.0
times,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
train,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
truck,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
we,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.36230466344070594,1,0.07246093268814119,0,0.0,0,0.0,3,0.21738279806442357,0,0.0,0,0.0,4,0.28984373075256475,0,0.0,15,1.0869139903221179,0,0.0,0,0.0,0,0.0,0,0.0
what,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119
who,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119
whoever,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
y'all,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0
you,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,0.36230466344070594,0,0.0,0,0.0,0,0.0,4,0.28984373075256475,0,0.0,1,0.07246093268814119,15,1.0869139903221179,1,0.07246093268814119,9,0.6521483941932708,0,0.0,0,0.0,0,0.0,0,0.0
you and Denise,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.07246093268814119,0,0.0,0,0.0,0,0.0,0,0.0
