File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine
sw2325B-ms98-a,40,B,179.224125,190.539,11.314875,you know it being a problem like he ran back from the bathroom singing and skipping she said well you know at three years old i don't find that to be a behavioral     i mean it's kind of like she was,1,0
sw2325B-ms98-a,44,B,215.9835,226.70475,10.72125,the kids weren't going to be left alone somewhere in a room where a teacher could do something inappropriate with them you know because there was enough classrooms close together that it was like a house with different classrooms and i felt like,1,0
sw2325B-ms98-a,45,B,226.70475,233.612,6.90725,that was a big factor for me that they would would be safe you know from any kind of abuse or that kind of thing,1,0
sw2326A-ms98-a,2,A,1.194125,3.30625,2.112125,well that should be interesting,1,0
sw2326A-ms98-a,15,A,37.353,38.784625,1.431625,i'll be darned,1,0
sw2326A-ms98-a,41,A,184.883375,193.789375,8.906,but i think prob- probably my whole problem is going to be trying to find something that will that will blend you know uh fuel economy and and price and uh durability,1,0
sw2326A-ms98-a,44,A,199.90975,203.246,3.33625,i think it would be fun if you didn't have to pay for the repairs to it,1,0
sw2326A-ms98-a,71,A,310.58875,316.75575,6.167,yeah and those convertible tops used to be three hundred dollars i don't know what they are now probably eigh- probably eight hundred by now,1,0
sw2326B-ms98-a,21,B,62.906625,67.620125,4.7135,they just seemed to be more rugged but uh the cars just seem to fall apart,1,0
sw2326B-ms98-a,57,B,244.6685,250.890125,6.221625,i'll probably be heading down your way in uh oh the end of May end of April i guess when school's out,1,0
sw2327A-ms98-a,77,A,499.924,509.501,9.577,but uh some kind of a national service uh concept that might be geared around reducing that would be a i think would be a big step so,3,0
sw2327B-ms98-a,10,B,77.836875,90.728375,12.8915,in the uh like here in Maryland uh i just bought a uh a house for a hundred and forty one thousand it'd be about sixty thousand down there  and um,1,0
sw2327B-ms98-a,40,B,284.470375,291.761125,7.29075,you know people that are out there barely struggling to pay their uh house payment and buy food aren't going to be out buying you know anything else,1,0
sw2327B-ms98-a,43,B,299.771875,309.613625,9.84175,uh or pay the sales tax are the ones that are really you know have the money and they're out there buying the items maybe they should be you know paying more of the burden um,1,0
sw2327B-ms98-a,53,B,388.062625,394.807,6.744375,you know as we start to go into computerization and all the processes maybe we'll be able to streamline it,1,0
sw2327B-ms98-a,67,B,522.602875,527.37425,4.771375,um you know it used to be that communities would take care of their own,1,0
sw2328A-ms98-a,4,A,7.860625,21.626125,13.7655,and i uh am spending more time with my twenty five year old because at this point he happens to be single and always has been single and living at home uh while he's trying to uh,1,0
sw2328A-ms98-a,6,A,33.9175,47.57675,13.65925,the only thing i can say about the raising of these little things is that my sons-in-law seem to be so much more involved than my husband ever was or the husbands of our age group,1,0
sw2328A-ms98-a,86,A,366.603,380.83,14.227, you know alcoholism wasn't a problem resentment whatever was was not a problem at all because each one of our children was planned and he seemed to be the one who initiated having children so certainly he wanted them,1,0
sw2328B-ms98-a,14,B,47.056,53.161375,6.105375,uh-huh i'm kind of at the other extreme i have a nine month old and one that will be born in October,1,0
sw2328B-ms98-a,27,B,112.686875,123.71675,11.029875,and i think he has to be conscious of of uh needing to spend time with her if not then he gets wrapped up in the TV and the newspaper and whatever else and he says oh i didn't spend time with Emily,1,0
sw2328B-ms98-a,40,B,218.174375,226.84225,8.667875,uh-huh i think that's that's how i feel too i feel a need to dominate certain things and i try real hard not to be to too domineering with with Emily,1,0
sw2328B-ms98-a,42,B,235.7875,242.772375,6.984875,and i find you know i think okay i want Emily to be this way and this is what i'm going to do to make her be that way and then i think no you can't do that,2,0
sw2328B-ms98-a,44,B,251.781625,264.7385,12.956875,and so far it hasn't been too hard but she hasn't been making a whole lot of decisions on her own yet and so you know i guess i'm i'm just going to have to be real conscious of that as i as she gets older and does start making decisions,1,0
sw2328B-ms98-a,45,B,264.7385,269.087,4.3485,and be conscious that i need to give her options but not make the decisions for her,1,0
sw2329A-ms98-a,19,A,52.48825,58.485875,5.997625,so yeah it's going to be uh let's see next year i guess it will be an antique,2,0
sw2329A-ms98-a,54,A,228.588,239.16325,10.57525,because we used to go we we we uh built our home and we built it to we designed it to be heated by uh wood you know uh uh wood stove,1,0
sw2329A-ms98-a,62,A,262.18575,266.754625,4.568875,it was it was comfort and it has to be has to have air,1,0
sw2329A-ms98-a,81,A,330.747875,336.4155,5.667625,so that's that's one of your priorities there's got to be air has to be an automatic,2,0
sw2329B-ms98-a,80,B,273.060625,278.044875,4.98425,when it gets to be a hundred degrees every day for a month and a half ,1,0
sw2330A-ms98-a,22,A,106.632875,112.596125,5.96325,on the news in the evening lately but i think the average high would be it should be about seventy,2,0
sw2330A-ms98-a,33,A,161.08075,166.618875,5.538125,y- i mean any other time of year that's not the case because_1 it could be very warm or very cold,1,0
sw2330B-ms98-a,13,B,67.130375,75.51075,8.380375,in fact i'm a little worried about this one coming up here we have a long weekend and it sounds like it's gonna be a little bit on the cool side,1,0
sw2330B-ms98-a,15,B,78.00175,87.18575,9.184, i think there's an eighty percent chance this evening but it's supposed to be cleared out at least by noon tomorrow and then the rest'll be,2,0
sw2330B-ms98-a,17,B,89.18725,94.199625,5.012375, but i think the highs are gonna be in the sixties and the lows in the forties,1,0
sw2331A-ms98-a,66,A,344.41125,355.459125,11.047875,well she doesn't do much hunting she could care less about that she does a little fishing but you know golf would give her the exercise she'd be outside give her something to do that we both enjoy so,1,0
sw2331A-ms98-a,78,A,382.594,396.72975,14.13575,yeah and it's you know it's a game that you don't  like bowling you know you feel bad if you bowl a hundred but if you shoot a hundred in golf you know you don't have to be an expert to play any novice can pick up a club and learn how to hold one and learn how to do it and do it right,1,0
sw2331A-ms98-a,79,A,396.72975,401.631125,4.901375,so you know you don't have to be an expert in any aspect of it at all,1,0
sw2331B-ms98-a,22,B,73.028125,86.09975,13.071625,and uh i think that's probably going to be one of our next investments is get her get her a set of clubs and uh we'll get out of the driving range and and get some interest built up and hopefully we can uh we can start in,1,0
sw2331B-ms98-a,51,B,211.377,225.366375,13.989375,oh it i- it's it's a lot of fun e- especially if you can find somebody that's uh that's got the same level of interest that that seems to be the hardest thing well about that- that's that's true of any sport you know if you want to play tennis or,1,0
sw2332A-ms98-a,9,A,28.3355,36.888625,8.553125,and uh when i when i first heard about it i was very uh very defensive i didn't think it was something that that the companies ought to be doing,1,0
sw2332A-ms98-a,24,A,122.230375,129.909,7.678625,uh that we projected that it that it actually cost companies by having people uh uh be involved with drugs,1,0
sw2332A-ms98-a,38,A,192.83775,204.361625,11.523875,yeah the the uh i've always felt that public people who are involved with the safety of other people should be drug tested i've i h- never said that i didn't want that the problem that i had was,1,0
sw2332A-ms98-a,114,A,533.474625,545.188125,11.7135,well i- i- i do i do make that statement i say i do it because_1 i like it but i can't say i'm i'm i'm doing it because_1 i want to i'm doing it because_1 i have to uh or be- my desire is greater than uh ,1,0
sw2332B-ms98-a,120,B,459.849,464.44575,4.59675,it's the honor system i know it'll be an interesting experiment to see how,1,0
sw2332B-ms98-a,125,B,473.63925,477.207,3.56775,personally it you know that that would probably be the next,1,0
sw2333A-ms98-a,30,A,91.076875,95.505875,4.429,it's just that you know i mean if you took all the people out of the state it would be a great place,1,0
sw2333A-ms98-a,52,A,163.5405,172.2575,8.717,i don't i don't know what's i mean public education is just going down the tubes i mean they're throwing more and more money at it and it just seems to be getting worse and worse,1,0
sw2333A-ms98-a,63,A,212.51575,224.669,12.15325,it it must be i bet you know i- i i'm not knocking the garbage men i mean they're necessary but there's a lot of unemployed people out there who would gladly take jobs as garbage men rate for less money,1,0
sw2333A-ms98-a,155,A,548.540125,552.136625,3.5965,all those neat little places that's where i really wanted to be,1,0
sw2333B-ms98-a,59,B,209.334875,213.776875,4.442,that that that must be the rationale for for where it comes from United States,1,0
sw2334A-ms98-a,104,A,384.289625,390.303125,6.0135,they they used to be but they've gotten they've got to pay for all that national advertising now,1,0
sw2334A-ms98-a,108,A,396.704625,402.596375,5.89175,they uh th- they used to be good i remember when they first opened up they did have good bargains,1,0
sw2334A-ms98-a,110,A,409.020125,414.28525,5.265125,yo- you got Service Merchandise yeah it used to be Service Merchandise was the place to go,1,0
sw2334A-ms98-a,149,A,533.63825,537.691625,4.053375,they might be but not at not at the human factors level ,1,0
sw2334B-ms98-a,101,B,445.241875,448.448125,3.20625,we could be just lifelong students,1,0
sw2335A-ms98-a,147,A,423.2235,426.986,3.7625,i don't think there's anywhere where there isn't gonna be crime so,1,0
sw2335B-ms98-a,19,B,79.45825,82.246875,2.788625,you can't make parents be parents ,1,0
sw2335B-ms98-a,36,B,162.80425,165.927,3.12275,you know but i'm sure there's something can be done,1,0
sw2335B-ms98-a,54,B,259.567,265.57425,6.00725,i don't know them people boy they got th- i think the United States has got too many problems to be worried about everybody else,1,0
sw2335B-ms98-a,71,B,320.519125,329.13725,8.618125,because   they take and Uncle Sam takes his the Social Security which probably won't be here when i get that old you know,1,0
sw2336A-ms98-a,20,A,78.038375,90.2565,12.218125,But even though i love the car i've got now i think my next car will probably be American again because if i can at all do it i'd like to stay American i always have up until now i just for one time decided to go outside So,1,0
sw2336A-ms98-a,57,A,293.188375,300.53225,7.343875, So the only thing that that would um get me to change cars right now would be if see at the moment i'm single ,1,0
sw2336B-ms98-a,7,B,27.156125,30.9715,3.815375,it's everything it's supposed to be uh i haven't had,1,0
sw2336B-ms98-a,12,B,50.647625,59.924,9.276375,but i would my my criteria would be at the moment it would be uh American uh personally,2,0
sw2336B-ms98-a,25,B,107.544875,112.097875,4.553,opt for uh something that would be,1,0
sw2336B-ms98-a,51,B,266.023625,269.03125,3.007625,not really be tired in any way,1,0
sw2337A-ms98-a,47,A,205.015125,212.705625,7.6905,the ini- in the initial stages of anything no matter even if it is something that ultimately will be simpler are going to be confusing,2,0
sw2337A-ms98-a,61,A,280.5195,285.8985,5.379,right  right that may be true also i don't know chemists seem to,1,0
sw2337A-ms98-a,66,A,292.893625,305.588625,12.695,i mean can you imagine how ridiculous it would be to try to do calc- i mean it boggles the mind to try to think to do all the chemistry or physics in the English system at this point although gosh all those,1,0
sw2337B-ms98-a,35,B,224.76325,234.163125,9.399875,uh i think uh there's a gigantic psychological barrier which may be a worse barrier than the old tool and die uh dimension in English,1,0
sw2337B-ms98-a,36,B,234.163125,245.06675,10.903625,uh and i think that the uh the ultimate solution will be to start introducing it uh in at at the introduction to school,1,0
sw2337B-ms98-a,80,B,555.607125,563.502,7.894875,it's going to be a big psychological barrier and i don't think that we can educate kids all the way to their adulthood and then introduce it to them,1,0
sw2338A-ms98-a,49,A,266.8015,270.618875,3.817375,i don't think it's the kind of thing for anybody i know i wouldn't be able to watch it,1,0
sw2338A-ms98-a,50,A,270.618875,272.740375,2.1215,and i'm i'm supposed to be an adult,1,0
sw2338A-ms98-a,78,A,434.56625,436.977875,2.411625,that's a man that should be put to death,1,0
sw2338A-ms98-a,95,A,506.845625,511.430375,4.58475,i think it would be wrong for us to kill him for the Americans to kill him,1,0
sw2338A-ms98-a,99,A,522.0005,527.908375,5.907875,if they went in and got him he wouldn't be a  what's the word martyr martyr martyr martyr,1,0
sw2338B-ms98-a,11,B,41.009125,51.46575,10.456625,and if you ten- and it tended to be that if you were ignorant or if you were a foreigner or if you were black or any minority for that matter,1,0
sw2338B-ms98-a,13,B,62.943375,74.633375,11.69,i mean you didn't have to be um you didn't even necessarily have to be white but if you could just communicate and you could come across in the court room with some kind of um,2,0
sw2338B-ms98-a,56,B,257.2885,261.161625,3.873125,you know she's she could very well be up at that time,1,0
sw2338B-ms98-a,61,B,272.407875,279.924125,7.51625,right and in fact i think it'd be harmful if my if you know if my daughter or my any of my kids saw it,1,0
sw2338B-ms98-a,62,B,279.924125,283.590875,3.66675,so that has to be brought into the picture too,1,0
sw2338B-ms98-a,91,B,401.280375,413.12825,11.847875,and some and the circumstances uh may be molded to blame somebody who didn't do it and especially if it's you know somebody who's mentally retarded who can't defend themselves very well,1,0
sw2338B-ms98-a,104,B,454.784,463.260625,8.476625,and uh that does you know that does sort of you know but how you know it's just so hard  it's just so hard to to be fair and uh,1,0
sw2338B-ms98-a,147,B,571.72575,579.3605,7.63475,yeah there and you know it's a he's got that delicate balance right there and we'd just be overstepping our bounds i think if we walked in and sort of took over,1,0
sw2339A-ms98-a,75,A,230.79925,235.570125,4.770875,fill them up that way but it something that's smaller would be a lot more convenient,1,0
sw2339A-ms98-a,141,A,427.9405,432.15125,4.21075,that can be a mess we camped at the beach one time and that was sort of miserable,1,0
sw2339B-ms98-a,36,B,134.77075,138.202875,3.432125,and a pool to go to that would be nice ,1,0
sw2339B-ms98-a,93,B,331.70225,334.3595,2.65725,i think this must be into my third week too,1,0
sw2339B-ms98-a,106,B,365.34275,367.52925,2.1865,i wonder if these are going to be speaking,1,0
sw2340A-ms98-a,43,A,182.43,185.956625,3.526625,oh that would be awful i never thought about that you know,1,0
sw2340A-ms98-a,68,A,355.948125,363.107,7.158875,and it seemed like there several people that i knew that had their uh parents i guess they would be but well in their seventy living with them_1,1,0
sw2340A-ms98-a,83,A,416.849625,424.89225,8.042625,that's what i think about it for me i think well my kids better not do that to me i don't want that you know so i- i think of it well how would i want to be treated rather than,1,0
sw2340A-ms98-a,84,A,424.89225,433.604125,8.711875,you know it's easy to say well yeah let's let's put these old folks in a home but when i think i don't want to do that you know i don't want to be have my little home i always threaten my daughters i say well,1,0
sw2340B-ms98-a,63,B,202.912,205.716125,2.804125,that would be a tough tough decision,1,0
sw2340B-ms98-a,107,B,393.302125,402.48,9.177875,that my fa- my husband's father is really old he he had him late in life and he's he'll be eighty this year,1,0
sw2340B-ms98-a,145,B,503.41975,516.8795,13.45975,i know bless their hearts you hate to hurt them_1 by doing that that's like their one last thing that they can still do and you take away that driving ability and  that would really be hard we've ,1,0
sw2340B-ms98-a,156,B,554.147125,560.723625,6.5765,they um you know they're testing that they're you know thinking of doing that and i think that'd be a great idea because,1,0
sw2341A-ms98-a,15,A,88.01375,91.03425,3.0205,desire that that money not be spent well,1,0
sw2341A-ms98-a,28,A,184.474125,187.4135,2.939375,yeah it'd be nice if you could find someone,1,0
sw2341A-ms98-a,48,A,294.865375,297.1445,2.279125,it does seem to be the case,1,0
sw2341A-ms98-a,53,A,322.87225,331.71775,8.8455,just uh generally wanting to be in control of of where everything's going for the most part give you the best break if you go their direction,1,0
sw2341A-ms98-a,55,A,334.892875,344.248125,9.35525,uh got rid of some of those controls and just went to what some people would say would be simpler of just having uh you spend this much,1,0
sw2341A-ms98-a,56,A,344.248125,350.451,6.202875,uh therefore you should be taxed this much uh that would only encourage saving it's not a ,1,0
sw2341A-ms98-a,64,A,387.97525,391.247375,3.272125,yeah but you wouldn't be able to steer people toward,1,0
sw2341A-ms98-a,65,A,391.247375,396.624625,5.37725,a particular type of savings you wouldn't be able to say well you get better tax bonds if you you know,1,0
sw2341A-ms98-a,67,A,402.308375,407.368375,5.06,you wouldn't be able to steer people toward retirement and all that but boy if you save that much money,1,0
sw2341A-ms98-a,77,A,444.039875,450.1095,6.069625,that's true plus what what there will be of it even if it's there isn't quite enough anyway ,1,0
sw2341A-ms98-a,85,A,474.335375,480.7035,6.368125,well i hear one of my {kiddos} doing something they shouldn't be so i'll uh let you go and may-,1,0
sw2341B-ms98-a,4,B,24.769,29.494625,4.725625,i don't think i've paid enough taxes to be too too awfully concerned about it yet,1,0
sw2341B-ms98-a,24,B,174.1535,184.39325,10.23975,and i- i think the things that they use as a basis for distributing back the tax dollars needs to be looked at again,1,0
sw2341B-ms98-a,26,B,195.876,203.05,7.174,i know that would be a a definite B V R M I R ,1,0
sw2341B-ms98-a,41,B,380.33175,388.50725,8.1755,and that makes sense but like you said i mean it it seems simple and i think in a way it's so simple that people would be afraid to try it,1,0
sw2341B-ms98-a,46,B,418.440875,420.949625,2.50875,yo- you'd still be ahead,1,0
sw2341B-ms98-a,49,B,427.814625,432.810125,4.9955,under the current structure what is the best thing to be investing in for the future,1,0
sw2341B-ms98-a,50,B,432.810125,438.273625,5.4635,because that's a that's a scary thought you always hear that Social Security won't be around by the time,1,0
sw2342A-ms98-a,9,A,41.6005,54.99725,13.39675,i saw um just recently where uh uh the US is supposedly going to be uh putting pressure on all the you know the Israelis supposedly to to come to a bargaining table to uh,1,0
sw2342A-ms98-a,15,A,89.68375,97.634625,7.950875,well uh i guess it's one of those things that uh if it's going to really promote a lasting peace if there is not going to be a peace,1,0
sw2342B-ms98-a,10,B,63.7015,72.82775,9.12625,that'd be interesting because_1 i um i actually um um i'm i'm i'm Jewish and i'm actually sort of not n- not not not really a Zionist per se you know i'm not ,1,0
sw2342B-ms98-a,13,B,81.974625,90.055,8.080375,and uh you know in some sense m- the moderates may be right they may you know may be it is better if they give up just a little bit just to sort of settle things down,2,0
sw2342B-ms98-a,38,B,219.2375,221.20075,1.96325,it's going to be worse,1,0
sw2342B-ms98-a,53,B,279.911875,286.246,6.334125,yeah i i'd actually been there um i was there a couple years ago when it wasn't as you know sort of dangerous to be out there i guess,1,0
sw2342B-ms98-a,78,B,410.140875,423.884875,13.744,but i um i sort of you know do a lot of these things so so that um Seder's you know our our first Seder is tomorrow night and this is a rare exception there are going to be sixteen people at my house tomorrow night which and five of them will be Jewish,2,0
sw2342B-ms98-a,85,B,441.391625,449.542375,8.15075,Passover is should sort of be i- in in in in in my mind Passover is sort of a generic holiday anyway because it it sort of predates Christ,1,0
sw2342B-ms98-a,106,B,578.360375,589.073375,10.713,you know and tha- and tha- and that's what that's what kindergarten was like and wouldn't it be nice if if we could solve all our problems by just sort of getting together and everyone in the world sat down and and took a nap together,1,0
sw2343A-ms98-a,57,A,176.337375,180.84675,4.509375,well they would uh tell you to call in and be caller number nine and win,1,0
sw2343A-ms98-a,107,A,348.116875,352.16,4.043125,they'll be playing the latest of Bon Jovi or White Snake or,1,0
sw2343A-ms98-a,115,A,397.880625,400.820125,2.9395,they used to be almost a country band,1,0
sw2343B-ms98-a,92,B,316.229,318.24,2.011,it doesn't seem to be,1,0
sw2343B-ms98-a,157,B,513.434375,516.2315,2.797125,my secretary has tried to be a song writer,1,0
sw2344A-ms98-a,13,A,59.814625,69.30125,9.486625,who's our biggest threat but um i wonder if they're i wonder how much of a threat they are i agree with you that that they'll always be somewhat of a threat given that they have that there's just,1,0
sw2344A-ms98-a,18,A,81.44,84.22425,2.78425,but i wonder how much longer they're going to be a them,1,0
sw2344A-ms98-a,25,A,101.5235,108.45375,6.93025,for the sake of uh of of unity against us or something if if if need be but,1,0
sw2344A-ms98-a,43,A,199.686,204.918625,5.232625,the thing about Gorbachev strikes me that he wouldn't be that dumb  i don't know though,1,0
sw2344A-ms98-a,47,A,231.52,233.785875,2.265875,it could be real dangerous,1,0
sw2344A-ms98-a,50,A,243.248375,247.291625,4.04325,yes but wouldn't it be nice if no one had to fight anybody else,1,0
sw2344A-ms98-a,68,A,322.713,326.08725,3.37425,you know and and that would be all and if we could just do the same thing,1,0
sw2344A-ms98-a,69,A,326.08725,330.203875,4.116625,sort of with with with everybody else i suspect we'd we'd be fine,1,0
sw2344A-ms98-a,80,A,377.3955,384.8,7.4045,this is an an i mean this is an example of an entirely different culture that wants to be like us like you said before as well so it'd be interesting to watch,2,0
sw2344A-ms98-a,87,A,428.0895,430.085125,1.995625,you be this way,1,0
sw2344A-ms98-a,113,A,560.2175,566.713,6.4955,you can't take a whole bunch of people who just aren't the same people and don't want to be together and put them_1 together forcibly,1,0
sw2344B-ms98-a,32,B,114.542375,127.508375,12.966,things that we have that they're not allowed i mean just some basic freedoms and and their government is not allowing it and Gorbachev seems to be going back on some of the things that he's been trying to push,1,0
sw2344B-ms98-a,45,B,204.535125,210.192875,5.65775,i don't know i mean and it it might be something that he wouldn't be able to control,2,0
sw2344B-ms98-a,121,B,589.540375,598.588375,9.048,they they they might the the Baltic States might be feeling the same way that our forefathers felt when they were leaving to come here,1,0
sw2345A-ms98-a,17,A,102.2515,109.407,7.1555,that sounds like the city i worked for the city of Dallas for a while and i do know that they're they can be really ,1,0
sw2345A-ms98-a,25,A,151.5385,159.964875,8.426375,put my driver's license number on it ugly too i mean where it could be seen because_1 i don't care d- i just don't want them_1 to get it and hock it again,1,0
sw2345B-ms98-a,66,B,326.22075,334.149625,7.928875,but i mean the people that are i'd be curious to if the people that are wouldn't you think the people that are breaking in are probably,1,0
sw2345B-ms98-a,68,B,340.375625,352.79225,12.416625,i should think that'd be more than  a lot more than just ordinary recreation it would be interesting to see if to the problem is is is what do you lock them_1 up for you know,2,0
sw2345B-ms98-a,80,B,410.38725,418.117625,7.730375,how should he you know what bothers me is the incentive that he's if you if you know you're going to be in there for life why should you just be good,2,0
sw2345B-ms98-a,82,B,428.97725,441.768,12.79075,i i guess the problem is is is what it would take to do that would be more money than we it's like the school issue and which i guess   supposed to talk to but anyway the idea of how much money would it take to reform these criminals and lock them_1 all up,1,0
sw2345B-ms98-a,108,B,557.108375,560.88175,3.773375,well how would they know i mean they they'd have to be pretty sophisticated,1,0
sw2346A-ms98-a,41,A,203.62225,207.48475,3.8625,and it lived to be a a pretty old bird,1,0
sw2346A-ms98-a,45,A,222.320875,227.17175,4.850875,and they don't seem to be as healthy as uh one's you get from uh breeders,1,0
sw2346B-ms98-a,41,B,227.5525,234.103875,6.551375,you might check uh some of the ads in the paper and see if anybody has an aviary that you might be able to buy from there,1,0
sw2346B-ms98-a,42,B,234.103875,242.686625,8.58275,that seems to be an up and coming business i know out there where we are there's there's uh a person on each side of our,1,0
sw2346B-ms98-a,52,B,295.32675,301.195875,5.869125,and she ought to be due sometime toward the end of this week on a litter we just got her,1,0
sw2347A-ms98-a,12,A,154.714375,162.41975,7.705375,yes and and i have no problem with that but i think the male needs to be the dominant person,1,0
sw2347A-ms98-a,15,A,180.344125,188.68075,8.336625,and they have to be in charge and and i th- i think they lose a lot by what i call neutering their husbands,1,0
sw2347A-ms98-a,43,A,401.737625,409.405,7.667375,uh i didn't realize it but i sat at a counter to have a cup of coffee that happened to be for truck drivers only and here's this young girl,1,0
sw2347A-ms98-a,49,A,440.312625,451.09525,10.782625,he's a very considerate person but he also thinks a woman should be taken care of and and in the home and she should vote but after she talks to her husband about how she ought to vote,1,0
sw2347B-ms98-a,8,B,42.843125,56.029,13.185875,um that it makes it uh sometimes it makes life more difficult i think when the roles now are less defined as far as you know what uh women should or should not be doing that,1,0
sw2347B-ms98-a,12,B,89.803375,102.4275,12.624125,so um have you have you worked outside also and um feel that it that well how do you feel as far as uh what would be a happy medium or or what would you like to see,1,0
sw2347B-ms98-a,28,B,153.258625,155.779,2.520375,oh i be- i think so yes ,1,0
sw2347B-ms98-a,43,B,233.840375,247.673625,13.83325,they used to look down on women that were home they'd say oh i bet you go home and you know at least you get out of here at three and you can go home and put your feet up and watch soap operas and i used to be infuriated because they really had no idea,1,0
sw2347B-ms98-a,101,B,490.15875,503.742,13.58325,and i think it gets scary for them to see change also they've been used to being really to be honest in in society and in a way number one and they come home and everything's done for them and their meal is served,1,0
sw2347B-ms98-a,106,B,535.484375,546.829875,11.3455,um if that meant you know for me to be able to uh uh advance or go back to work or whatever i'm kind of more  thank you  i'm kind of more middle,1,0
sw2347B-ms98-a,107,B,546.829875,555.173,8.343125,of the road i think that when children are small i think it's okay for women to work especially there should be some a lot more part time,1,0
sw2347B-ms98-a,111,B,577.676875,588.985125,11.30825,i think you have to put in perspective that you know when the kids came home from school i wanted to be here i didn't want i don't want a job where i'm traveling around and an- i'm away and uh,1,0
sw2348A-ms98-a,109,A,514.317125,518.95675,4.639625,you know and i'm sure it must be prevalent in your area down in Dallas,1,0
sw2349A-ms98-a,9,A,25.93325,30.322875,4.389625,yeah prob- you're probably right yeah two years is might be a little too long,1,0
sw2349A-ms98-a,12,A,38.03125,40.241375,2.210125,that would be the problem,1,0
sw2349A-ms98-a,21,A,58.3445,66.988,8.6435,i'm not sure they need to be you know paid you know a super do salary of any kind that that kind of takes away from public service,1,0
sw2349A-ms98-a,23,A,69.856375,79.30125,9.444875,but just you know to receive a letter in the mail that says you know you need to report somewhere by next Monday you know i'm not sure that would be a terrifically good idea,1,0
sw2349A-ms98-a,35,A,112.348875,119.151,6.802125,um-hum sure would there would have to be a lot of you know thought given to something like that i would think,1,0
sw2349A-ms98-a,71,A,201.384625,208.668875,7.28425,but i think there would have to be a lot more you know information uh you know disseminated before you say let's do this you know,1,0
sw2349A-ms98-a,90,A,248.87175,256.88475,8.013,and i guess even back to Kennedy as a matter of f- i guess Kennedy may be the one that actually started the thing or was it you know really interested in things like that,1,0
sw2349B-ms98-a,3,B,3.73175,12.14625,8.4145,i i understand that it's being proposed as a requirement for uh young people to be,1,0
sw2349B-ms98-a,6,B,17.864125,29.0175,11.153375,yeah yeah i think that it probably would be a a good program i think probably two years is too long i think maybe a year would be the the longest tha-,2,0
sw2349B-ms98-a,7,B,29.0175,39.472375,10.454875,yeah and you there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place i don't think that they're gonna be serving anybody,3,0
sw2349B-ms98-a,8,B,39.472375,47.666375,8.194,yeah so i think it would be a good thing though to encourage other people who aren't even aware that they can do such a thing,1,0
sw2349B-ms98-a,22,B,86.25525,98.233375,11.978125,but you know if  a lot of people flat can't afford to you know that and most kids these days have gotten themselves into um financial situations where they have to be working all the time,1,0
sw2349B-ms98-a,28,B,118.29225,131.135,12.84275,yeah i you know i think it it would be good for a lot of people to get involved in that kind of program but i i- i think it can't be something that's mandatory it has to be something that's voluntary you know which is a pretty much the way it is now they might,3,0
sw2349B-ms98-a,36,B,174.985375,182.13725,7.151875, but they would have to be supportive in some way and i'm not sure those those programs are available to do that,1,0
sw2349B-ms98-a,44,B,207.865125,220.23,12.364875,yeah i think going to the schools would be the easiest for them_1 you know it'd be it it wouldn't take up much much it would take up more time than anything but it wouldn't take up a lot of money they wouldn't have to spend money advertising and things like that,2,0
sw2350A-ms98-a,54,A,141.36875,149.56975,8.201,so we  we had a feeling we'd be coming back this way and again there they don't sell all the cars with air conditioning it's you know it's really a not ,1,0
sw2350A-ms98-a,91,A,259.609125,264.573375,4.96425,that at right after it snowed it would almost always be a bright sunny day,1,0
sw2350A-ms98-a,92,A,264.573375,268.358375,3.785,and all of the roads would be clear you'd still have the snow on the yard,1,0
sw2350A-ms98-a,93,A,268.358375,276.5045,8.146125,the kids could play in it but it'd be a bright sunny day and you know it would it would melt and you could drive around and it was really no big deal,1,0
sw2350A-ms98-a,127,A,388.05475,393.3715,5.31675,seems to j- even my one year old it really changes her temperament she can be in here all grouchy and ,1,0
sw2350B-ms98-a,34,B,126.526875,128.517375,1.9905,it would be terrible,1,0
sw2350B-ms98-a,44,B,153.699125,163.751875,10.05275,oh yeah that would be nice oh i- i get the the our electric bill in here July and August is just about kills me it's because_1 it's so hot,1,0
sw2350B-ms98-a,77,B,270.637875,272.682,2.044125,that'd be nice,1,0
sw2350B-ms98-a,115,B,396.12775,401.564125,5.436375,oh my m- my two year old she hates to be p- in indoors anyway and just,1,0
sw2352A-ms98-a,33,A,146.08025,152.17625,6.096,and they are s- our Texas beaches are suppose to be the dirtiest beaches in the United States,1,0
sw2352A-ms98-a,56,A,234.580125,238.37375,3.793625,well they're suppose to h- be working t- around that,1,0
sw2352A-ms98-a,73,A,297.616125,304.268375,6.65225,and there's our shrimp nets are suppose to be turtle proof so the turtles can swim through,1,0
sw2352A-ms98-a,76,A,319.798625,327.153,7.354375,i i guess if my family were terribly hungry i wouldn't be as humanistic as i am because i don't have that problem,1,0
sw2352A-ms98-a,90,A,386.684875,391.680625,4.99575,that they it would have to be government owned or s- financed if not controlled,1,0
sw2352A-ms98-a,97,A,408.751,413.440375,4.689375,well and you know they could they could be terribly sorry they're killing the turtles you know,1,0
sw2352A-ms98-a,124,A,519.499375,529.317125,9.81775,it'd be great but the problem with that is you have all of these little branches off the main problem and everyone is very concerned about one thing,1,0
