File,Line,Content,InstancesCountPerLine,FeatureCountPerLine
3864-185126-0022,22,though exactly what he meant by that remark i did not gather they ain't got no sense he declared and what sense they has got don't do em no good i told him finally that i was from the north oh i knows it he exclaimed i knows it,1,1
3864-185126-0045,45,as i saw more of him i ain't de boss but i's got right smart to say,1,1
392-131210-0011,11,it ud be only a devil as would hurt him and there ain't so many o them as some folk ud have you believe a boy o diamond's size as can arness a oss t'other diamond's size and put him to right as a trivet,1,1
392-131210-0017,17,as the men arrived they all greeted him kindly and inquired after his father ain't you afraid of the old oss running away with you asked one no he wouldn't run away with me,1,1
392-131210-0022,22,just as well i daresay you're a pair of em but you are a rum un for a cabby ain't you now said the policeman i don't know as i ought to let you go i ain't done nothing,2,2
392-131210-0023,23,said diamond it's not my fault i'm no bigger i'm big enough for my age that's where it is said the man you ain't fit how do you know that asked diamond with his usual smile,1,1
392-131210-0033,33,well it ain't got no mouth sure enough but how then does it eat all day long it sucks in its food through the tiniest holes in its leaves he answered its breath is its food,1,1
392-131210-0036,36,he said at last ain't you a cabby then cabbies don't cheat,1,1
392-131210-0045,45,and i sees you too you'd better leave him alone he ain't no oyster he's a angel come down on his own business you be off or i'll be nearer you than quite agreeable the drunken cabman was a tall stout man,1,1
392-131210-0047,47,yes he is a friend o mine one o the best i ever had it's a pity he ain't a friend o yourn you'd be the better for it,1,1
3926-174988-0028,28,that no consideration should at present take him to tankerville we ain't going to charge you not one penny said mister gadmire with enthusiasm i feel all that i owe to the borough said phineas and to the warm friends there who have espoused my cause,1,1
3934-102415-0047,47,have you got your answer asked elizabeth no he said i ain't had time yet to go but i kind of wish somebody would think to bring the mail not many people pass here,1,1
3945-29110-0017,17,but he ain't trifled with not much we learn that the company have put a new engine on the seven o'clock train and newly upholstered the drawing room car throughout it spares no effort for the comfort of the traveling public,1,1
3945-29110-0048,48,followed in most instances by a hail to himself as a eneas with the inquiry where is old anchises at first he had replied dere ain't no such man but irritated by its senseless repetition,1,1
3982-178459-0002,2,sundayfied and made fit to dine with the wife's relatives how'd you like for me to be that young fella mamma the husband whispered he's one of the sons and there ain't but two left now,1,1
3994-156757-0039,39,that the sight nearly deprived me of my appetite mumps bite a pickle and see if it ain't so exclaimed a neighbor to whom georgia was showing her painful and swollen face true enough the least taste of anything sour produced the tell tale shock,1,1
4017-231846-0034,34,oh yes sir certainly sir wheezed missus bensusan rolling back up the narrow passage i beg your pardon sir for my forgetfulness but my head ain't what it ought to be i'm a lone widow sir and not over strong,1,1
4017-231846-0047,47,missus bensusan gasped like a fish out of water and patted her fat breast with her fat hand as though to give herself courage it is not like a gentleman to say that another gentleman's his friend when he ain't she said with an attempt at dignity,1,1
4148-134149-0033,33,have you ever happened to notice another professor something like me but different never shouted the gardener so loudly and violently that we all drew back in alarm there ain't such a thing,1,1
4226-185488-0022,22,diseased returned the old man wal she ain't anything else for she's had the rumatiz orfully for six months saying which he took his hat and left concluding that it was not worth while to keep on investigating any longer at that time,1,1
4262-14486-0037,37,you are an idiot because no man born of woman is strong enough to take liberties with his public even though they be which they ain't all you say they are but they don't know any better,1,1
4267-78186-0004,4,so i said to him one day minister said i how on airth do you manage to keep your fruit that's so exposed when no one else can't do it nohow why says he they are dreadfully pretty fruit ain't they,1,1
4267-78186-0014,14,here the clockmaker seeing the storm gathering stooped down suddenly and staring intently held out his hand and exclaimed well if that ain't a beautiful child come here my little man,1,1
4267-78186-0015,15,and shake hands along with me well i declare if that are little feller ain't the finest child i ever seed what not abed yet ah you rogue,1,1
4267-78186-0027,27,and i tell you there ain't one in a thousand that knows a grain about either on em you hear folks say oh such a man is an ugly grained critter he'll break his wife's heart jist as if a woman's heart was as brittle as a pipe stalk,1,1
4321-15217-0004,4,ain't that black one a beauty seems as if i could see his mane blow in the wind and hear him whinny to that small feller trotting down to see if he can't get over and be sociable how i'd like to take a rousin run round that meadow on the whole lot of em,1,1
4340-15220-0015,15,didn't we have a lively time going for the doctors and getting him home asked another boy looking as if he felt defrauded of the most interesting part of the anniversary because no accident had occurred ain't going to be fireworks either unless somebody's,1,1
4340-15220-0083,83,and i'll go home alone i ain't afraid sanch will take care of me if you won't answered bab stoutly what do you suppose your mother will say to you asked ben feeling much reproached by her last words,1,1
4422-283730-0051,51,there ain't no time there not as we reckons time but once you've been there,1,1
4423-29083-0023,23,you was a stranger to me a minute ago but you ain't now said another it's bread cast upon the waters it'll return after many days,1,1
4423-29084-0017,17,an deah lord good lord it ain't like yo mercy it ain't like yo pity,2,2
4423-29084-0035,35,dey ain't two mars clay days de same one de lord kin pear eberywhah in a second goodness,1,1
4481-17499-0041,41,three better girls never lived and i'll trust em anywhere besides that we aren't going to any of your confounded social functions we're going on a reg'lar picnic and if i don't give those girls the time of their lives my name ain't john merrick,1,1
4511-45512-0004,4,ain't seen you for the longest spell peterson entered and looked around where's johnny missus thompson he asked excitedly i've got some wonderful news now ain't that nice hetty exclaimed,2,2
4535-279852-0007,7,what's the use of standing here in the mud i'll walk you back to judson an you can tell yer story there i ain't believing you and i ain't disbelieving you turn around the way you was a going,2,2
4570-56594-0002,2,this ain't no great stock country says he to the old gentleman with the cane,1,1
4570-56594-0010,10,swearin says the old preacher is a terrible bad practice and there ain't no use in it nohow,1,1
4586-61758-0009,9,he's no more dead than you air only fented by the way he hev fit me i reck'n there ain't much the matter wi him no he continued after stooping down and giving a short examination,1,1
4586-61776-0009,9,thur's them in this settlement as ud do thet ef they ain't rustrained,1,1
4586-61776-0011,11,you may speak your mind freely then my mind air thet the man who hez dud this murder ain't maurice the mowstanger that's my own belief you know it already have you nothing more to communicate,1,1
4586-61776-0023,23,cousin he'd do that or any other villinous thing ef there war a reezun for it there ain't none as i kin think o,1,1
460-172359-0042,42,blue ones pink ones green ones with outlandish and fascinating names on them that ran clear from the mattawa to the hudson bay and right from the start he was confident of winning there ain't no difficulty to it he said,1,1
460-172359-0046,46,there was a good mine simply going to ruin for lack of common sense she ain't been developed jeff would say there's silver enough in her so you could dig it out with a shovel she's full of it but they won't get at her and work her,1,1
4680-16026-0035,35,it's a shame to miss this anyway two women an old fellow who lodges in the back yard and curtains that ain't so bad at the windows the old cove must be a jew,1,1
4681-13056-0034,34,that has ruined him what are we to do missus lopez i do not understand my husband's business missus parker you're one with him ain't you,1,1
4748-25901-0007,7,and when he tried to cheer himself up with a good whistle his lips trembled so they wouldn't pucker the poor dear's eyes could be cured i ain't a doubt,1,1
4748-25901-0037,37,doubt if it's enough to do the child any good and you need clothes and shoes and a heap of things let alone the books you hanker after so much it ain't likely you'll ever find another wallet,1,1
4788-294466-0023,23,pale fellar wi specs on is her son ain't he yes mister harvey dick is missus farley's son mary took time in a friendly way to satisfy the old man's curiosity,1,1
483-125116-0036,36,no time ain't been lost on any hand the police have put into print already and here's what the print says of it taking up the bottle with the lamp in it he held it near a paper on the wall with the police heading body found,1,1
483-125116-0046,46,i answer you simply most on em do you suppose there has been much violence and robbery beforehand among these cases i don't suppose at all about it returned gaffer i ain't one of the supposing sort,1,1
483-125126-0074,74,i can have no hesitation in replying it not being inconsistent with the public service that those accents were the accents of the t'other governor you've tolerable good eyes ain't you governor you've all tolerable good eyes ain't you,2,2
4841-26659-0060,60,i done brung him down an lef him in your shed an i lowed p'rhaps uncle jerry'd take him ovah to his paw again he swallowed and turned his face away the critter'd starve up yander anyhow i ain't hoss stealin,1,1
4848-29108-0009,9,bigger child why what's two hundred thousand dollars pocket money mere pocket money look at the railroad did you forget the railroad it ain't many months till spring it will be coming right along and the railroad swimming right along behind it,1,1
4848-29108-0014,14,aha my girl don't you see things ain't so dark are they now i didn't forget the railroad now just think for a moment just figure up a little on the future dead moral certainties,1,1
4848-29108-0020,20,he calls it sometimes one and sometimes the other just whichever levels off his sentence neatest i reckon but ain't it a ripping road though i tell you it'll make a stir when it gets along,1,1
4899-32639-0035,35,mercy on us she cried out it ain't to sleep in,1,1
4936-65528-0001,1,that's good i'm feeling so happy and delighted and i've been hankering for someone to tell it all to tell you about it well i guess i might as well it ain't any breach of confidence you didn't know anne douglas,1,1
4936-65528-0005,5,gilbert is my sister julia's son and a fine young fellow he is it ain't good manners to brag of your own relations but i'm always forgetting and doing it gil was a great pet of mine he was so bright and nice mannered everybody liked him,1,1
4936-65528-0013,13,i ain't very sure what that means i looked it up in the dictionary after james ebenezer left i wouldn't display my ignorance afore him but i can't say that i was much the wiser for it anyway it meant something real nice,1,1
4936-65528-0026,26,when a woman gets to the point where she can't give a gift of joy to anyone there ain't much use in her living i felt real old and worn out and useless i was sitting here under these very trees,1,1
4936-65528-0040,40,he arrived home yesterday and last night anne came to springdale on her way home from saint mary's they came to see me this morning and said things to me i ain't going to repeat because they would sound fearful vain,1,1
4957-30119-0010,10,were just getting ripe he showed the patch with much pride one day to the nieces saying here's the most extry fine melling patch in this county ef i do say it myself dan brayley he thinks he kin raise mellings but the ol fool ain't got a circumstance to this,1,1
4957-30119-0011,11,ain't they beauties it seems to me observed patsy gravely that brayley's are just as good we passed his place this morning and wondered how he could raise such enormous melons normous brayley's i'm sure they are finer than these said beth well i'll be jiggered,1,1
4957-30119-0018,18,oh my dear remonstrated louise not understanding it will be such fun replied her cousin with eyes dancing merrily boys always rob melon patches so i don't see why girls shouldn't when shall we do it mister mc nutt there ain't any moon jest now,1,1
4957-30119-0038,38,i could tell by the second class taste o them mellings an their measley little size them things ain't a circumstance to the kind i raise are you sure asked louise,1,1
497-129325-0016,16,yer'd have been locked up hard and fast a week ago my lady and serve yer right for being a fool i know i ain't as cunning as you are replied charlotte but don't put all the blame on me and say i should have been locked up you would have been,1,1
497-129325-0060,60,with the packages while noah held the door open and watched her out she's kept tolerably well under ain't she he asked as he resumed his seat in the tone of a keeper who had tamed some wild animal,1,1
497-129325-0074,74,i don't think that would answer my purpose ain't there any other line open stop said fagin laying his hand on noah's knee the kinchin lay what's that,1,1
4992-41797-0005,5,done he ain't done a thing he'd oughter sence he was born,1,1
4992-41806-0010,10,ain't they the greatest,1,1
501-125128-0011,11,mostly of mahogany lined with green baize or leather with a lot of little drawers in it now you won't think i take a liberty when i mention that you certainly ain't that certainly not said mister rokesmith but he had used the word,1,1
5039-1189-0050,50,mah coal black lulu ah wants mah loo loo loo loo loo loo lu ah loves mah lulu mah coal black lulu there ain't nobody else loves loo loo lu here shut that off,1,1
5093-29101-0020,20,ah i see how far from here is columbus river does that stream empty that why that's goose run thar ain't no columbus thout'n it's over to hawkeye interrupted one of the citizens who had come out to stare at the strangers,1,1
512-124549-0004,4,they say there's a chance we may get another factory cream separator works he added you might try to look interested even if you ain't the baby was frightened by the jovian roar ran wailing to hide his face in carol's lap,1,1
512-124549-0023,23,and you and all these long haired men and short haired women can beef all you want to but we're going to take these fellows and if they ain't patriotic we're going to make them be patriotic and lord knows i never thought i'd have to say this to my own wife,1,1
5126-27504-0008,8,and falls backards and breaks his neck if he ain't watched whose business was it to have learned me better that i can't rightly say but it seemed it was the business of the government people to gaol me and iron me and flog me was that justice,1,1
5139-30105-0038,38,i wish you would open your heart to me and tell me about that great trouble nora i might be able to comfort you in some way the blind woman shook her head there's no comfort but in forgettin she said an the way to forgit ain't to talk about it,1,1
5172-29468-0004,4,said lord arden richard is asleep i suppose i suppose so my lord said beale sleepy and puzzled you have given me some anxiety i had to come up to make sure he was here but e ain't ere said beale,1,1
5189-56574-0025,25,it ain't a assessorship i want sez he,1,1
5190-87766-0023,23,i have sat chatting with three hoboes by a railroad track cooking themselves a mulligan in an old can and heard one of them say by god it's a queer thing ain't it mate,1,1
5246-30101-0025,25,she carried a book but did not open it ain't much to tell sir bout them folks replied the agent cap'n wegg brung the huckses with him when he settled here wegg were a sea cap'n ye see,1,1
5246-30101-0031,31,crazy as a loon the agent hitched uneasily on the lawn bench where he was seated and then continued hastily but thet ain't neither here ner there a baby was born arter a time,1,1
5304-55856-0011,11,well gent i says it's up to youse de editor ain't in but if you feels lonesome push t'roo dere's plenty dere to keep youse company i can't be boddered and what more could you have said agreed smith approvingly tell me,1,1
5321-53046-0044,44,and all just the same as it used to be i guess she is a sight of trouble and missus joel ain't the woman to like that but there she has to work most awful hard,1,1
534-127538-0009,9,but there's one thing not clear to me there was an echo now no man ever seen a sperrit with a shadow well then what's he doing with an echo to him i should like to know that ain't in natur surely,1,1
534-127538-0016,16,if it ain't no good to swear by what do you suppose a sperrit would give for it not that and he snapped his big fingers halting a moment on his crutch but dick was not to be comforted indeed it was soon plain to me that the lad was falling sick,1,1
5361-27491-0013,13,i remember him giving me a hidin when i was a kiddy for saying something i wasn't sure of my word i was that sore for a week after i couldn't button my shirt but ain't it a pity about jim,1,1
5361-27491-0056,56,was one of those shilling flasks of brandy they sell for chaps to go on the road with brandy ain't a good thing at all times and seasons and i've seen more than one man or a dozen either that might just as well have sawed away at their throats with a blunt knife as put the first glass to their lips,1,1
5361-27491-0065,65,so you've found your way back again have ye he says why i thought you was all on your way to californy by this time ain't this christmas week why i was expecting to come over to ameriky myself one of these days when all the derry was over why what's up with the boy,1,1
5386-4145-0021,21,why georgiana my dear you are mad ain't you exclaimed he in an excited tone the poor girl remained silent the father saw in a moment that he had spoken too sharply and taking her hand in his he said,1,1
5390-30102-0025,25,don't jerk the bit fer his mouth's tender an it makes him balky ef he balks jest let him rest a time an then speak to him dan ain't vicious he's jest ornery she climbed into the dilapidated old buggy and took the reins,1,1
5445-21282-0053,53,i ain't in any pertickler trouble just now if yer wouldn't send a fellow stumpin the country for nothink if you'll just let me alone i'll get a livin for you and the chillen right enough don't you trouble yourself an hold your tongue,1,1
5463-39174-0004,4,moving a pile of ragged coverless books on to the table i hope he'll forgive me for moving them they are not bob's at least not the most of them but mine said the girl but some of them are mine said the boy ain't they grace,1,1
5480-41798-0010,10,no pop i ain't goin he says it's the same old fair every year land sakes when i was a boy bout once a month in warm weather,1,1
5506-69895-0005,5,throwing gravel at people it ain't what i been accustomed to consider ladylike whether or no mister stringer nodded his head approvingly and for a time they continued to regard the swelling bulks with expressions that had changed from indifference to disapproval,1,1
5506-69896-0010,10,smash up i mean real safe steady controlled flying against the wind good and right you ain't seen that,1,1
5506-69896-0017,17,why it must be nineteen hundred and four or five they vanished then there was those people in ireland no i forget their names everybody said they could fly they went they ain't dead that i've heard tell but you can't say they're alive,1,1
5635-58137-0014,14,with a party of friends mister jimmy hurrying out with a slate in his hand begged me to stop a moment and thus addressed me well mister carlton this algebra is a most powerful thing ain't it indeed it is mister jimmy have you been looking into it,1,1
5636-41790-0014,14,we've got it with us said nancy joyously making acquaintance in an instant you are forehanded ain't you that's right jump,1,1
5653-46179-0041,41,a ummums that's english ain't it a bloomin turkish baths who do you suppose is goin to take apartments furnished in this ere ridic'loush style,1,1
5653-46179-0054,54,come rapkin be reasonable you can't really mean to leave your wife to cook the dinner and serve it too she ain't intending to do neither she've left the house already you must fetch her back cried horace good heavens man,1,1
5660-101854-0006,6,an the boy bobby back from the city and ain't sadie gettin well an strong on the farm here and it's a comfort ter me too when i remember twas bobby who first found the little margaret,1,1
5660-101883-0026,26,i hain't got nothin ter do yit miss one such said to margaret in answer to her sympathetic inquiries but thar ain't a boss but what said if i'd got kids i might send them along they was short o kids i been tryin ter keep,1,1
5725-48803-0040,40,i'm sure if you ain't you're very hard hearted for if ever there was a true lover i believe you've got one of your own my if there's not lupex's step on the stair what can bring him home at this hour if he's been drinking he'll come home as cross as anything,1,1
5731-50777-0023,23,cried missus ruggles in despair yer look for all the world like a gang o pris'ners there ain't no style ter that spread out more can't yer an act kind o careless like nobody's goin ter kill ye the third time brought deserved success and the pupils took their seats in the row,1,1
5731-50777-0029,29,i'll give ye one more chance mister clement will you take some of the cramb'ry yes marm thank ye kindly if you happen ter have any handy very good indeed mister peter do you speak for white or dark meat i ain't particler as ter color,1,1
5731-50777-0031,31,you just stop your gruntin peter ruggles that was all right i wish i could git it inter your heads that it ain't so much what yer say as the way yer say it,1,1
5789-57195-0034,34,when she gets tantrums into her head of course she'll write a letter but there's somebody else missus masters who says so i say there ain't nobody nobody,1,1
5837-39905-0021,21,home to some folks judgin from all i've heard it was needed and that's a fact live peaceably with all men' that's what i lay out to do there ain't a house in the district but what i can drop into and welcome tain't everybody in rykman's corner can say the same,1,1
5837-39905-0058,58,comfortably curled up in a neighbour's chimney corner saw him drive past ef the minister ain't goin to palmers after all he chuckled,1,1
5860-72190-0033,33,she could only cling with choking sobs to her husband's arm what's all this fuss uncle joe queried the captain let go the old darkie what's she to you my wife sah dat i ain't seed for twenty years sah,1,1
5883-59268-0016,16,why stop stranger let me look at you good is your name lyman hall the very same said i well dang my buttons if you ain't the very boy my daddy used to tell me about i was too young to recollect you myself,1,1
5886-27508-0050,50,dashed if i ain't seen some parsons that could give you odds and walk round ye at horse dealin you take your own way ben and i'll take mine says starlight rather fierce and then father left off and went to do something or other,1,1
5886-27508-0087,87,but he ain't careful enough to keep dark and close when the play isn't good you draw along steady by yourself till you meet jim that's my advice to ye i mean to do that,1,1
5886-27508-0088,88,i shall work my way down to old george's place and get on with stock or something till we all meet at cunnamulla after that there ain't much chance of these police here grabbing us unless you're followed up says the old man,1,1
5894-64095-0007,7,the country folk are all talkin o't thinkin she's same on him as if they knew anything about it i knows better an he ain't no ways confident else there wouldn't be that queery look on's face it's the token o jealousy for sure,1,1
5894-64095-0013,13,he are a good sort an everybody likes him so do she but not the way he want her to well things o that kind allers do go contrary wise never seem to run smooth like i'd help him myself if twar in my power but it ain't,1,1
5909-111961-0032,32,that's three times ain't it he's got a temper like angels ain't supposed to have so i have observed agreed tad with a laugh and that's why we call him the angel we'll get the old gentleman this time or break every cinch strap in the outfit,2,2
5910-53048-0004,4,that's the second time the grey gull picked up the men and towed her in it's no use trying to sail her lobstermen ain't going to risk their lives in a boat like that how's things over at blue point natty,1,1
5910-53048-0011,11,barr owes him something for years of hard work at elections i ain't saying anything against elliott either he's a good man but your father's son ought to have that light as sure as he won't get it that's what,1,1
5910-53048-0065,65,i do said natty but i thought you said you were full i guess i can make room for you said cooper a boy with such grit and muscle ain't to be allowed to go to seed on blue point that's what yesser we'll make room for you,1,1
5918-46890-0017,17,to the northward rather edging down towards us if anything i thought ay ay chuckled bob it ain't every craft as can stick her bowsprit into the wind's eye like this here little barkie,1,1
5918-46890-0081,81,of having any more to do with us perhaps it mightn't be quite onpossible to destr'y the boat altogether and then there's seven or eight good hands wiped off the chap's books this here ain't like a ordinary enemy you see lad,1,1
5918-46890-0087,87,but it's getting to be rather ticklish work lad ain't it i was too busy with the gun to reply just then and in another moment i fired once more this time we saw the splinters fly from the bows of the boat and one of the oarsmen sprang from his seat,1,1
5949-65529-0000,0,his hands were clasped behind him and his thin face wore a thoughtful puzzled look the door behind him opened jerkingly and a scowling woman came out with a pan of dishwater in her hand ain't you gone yet bert she said sharply,1,1
5949-65529-0037,37,he found him sitting up in bed with his eyes red and swollen and the faded quilt drawn up around his pinched face well william john how are you i ain't any better replied william john mournfully,1,1
5949-65530-0013,13,but i guess she'll feel pretty bad at leaving her old home sara ain't as young as she used to be neither let me see she must be thirty eight well she's left pretty lonesome,1,1
5949-65530-0017,17,queer chap jeff said alec churchill reflectively jeff's all right said christopher in a patronizing way there ain't a better man or neighbour alive,1,1
5949-65530-0018,18,but he's queer sartainly not like other people kind of unsociable he don't care for a thing cept dogs and reading and mooning round woods and fields that ain't natural you know but i must say he's a good farmer,1,1
5949-65530-0019,19,he's got the best farm in bayside and that's a real nice house he put up on it ain't it an odd thing he never married never seemed to have no notion of it i can't recollect of jeff miller's ever courting anybody that's another unnatural thing about him,1,1
5949-65530-0020,20,i've always thought that jeff thought himself a cut or two above the rest of us said tom scovel with a sneer maybe he thinks the bayside girls ain't good enough for him,1,1
5949-65530-0021,21,there ain't no such dirty pride about jeff pronounced christopher conclusively and the millers are the best family hereabouts leaving the kunnel's out and jeff's well off,1,1
5949-65530-0022,22,nobody knows how well i reckon but i can guess being his land neighbour jeff ain't no fool nor loafer if he is a bit queer meanwhile the object of these remarks was striding homeward and thinking not of the men behind him,1,1
5952-54019-0017,17,heed well what i tell you speak not a single word for if you do misfortune will be sure to happen ain't i to say anything said the fisherman no not even boo to a goose no well,1,1
5952-54019-0019,19,and ain't i to see anything at all said the fisherman no not even so much as a single feather no well then said the fisherman i wish i'd not come,1,1
5968-61356-0029,29,and try again without trying to fix things up by making his son suffer the whole proposition ain't natural and what would you think of a man who if he fell down on any proposition would make his son go and suffer to fix up his mistakes why did he not come on earth and die on the cross himself,1,1
5984-63095-0017,17,a flappy transparallel jellyfish drat her but i ain't goin to give up not much i ain't and susan attacked the little kitchen stove with a vigor that would have brought terror to the clinkers of a furnace fire pot,2,2
5984-63095-0036,36,but susan it breaks my heart moaned the man turning quite away what if it does ain't his broke too can't you think of him a little,1,1
6035-74040-0034,34,ain't a road on earth that makes the passengers feel more at home no passes issued on any account everybody pays full traffic rate for his own ticket safe road too well equipped,1,1
6051-54421-0019,19,well well joe hamilton she exclaimed if i ain't right down glad to see you how are you i m middlin minty how s yourself,1,1
6051-54421-0020,20,an jes look at the boy ef he ain't got the impidence to be waihin a mustache too you must a been lettin the cats lick yo upper lip,1,1
6051-54421-0026,26,but don't you see what she can do for us ma she knows people that i know and she can ruin me with them i ain't never bowed my haid to minty brown,1,1
6051-54421-0027,27,i ain't a goin to do it i m ashamed o you kitty fu wantin me to,1,1
6051-61724-0020,20,he ought to do it he began the quarrel suggested several of the bystanders never scornfully responded the ex captain cash calhoun ain't accustomed to that sort of thing apologise indeed and to a masquerading monkey like that,1,1
608-123193-0047,47,you know it's rather dreadful to laugh in church but heaven won't be like church all the time said anne i hope it ain't said davy emphatically,1,1
6097-293621-0024,24,not guilty my lord i swear the bells i can hear the bells again ethel i come i come rouse up old man it's twelve o'clock you can't sleep here you know say ain't you got no sentiment,1,1
6104-58845-0008,8,i'm as good an astrogator as jones is and a damn sight better engineer in electronics i maybe ain't got the theory pretty boy has but at building and repairing the stuff i've forgot more than he ever will know,1,1
6104-58845-0011,11,or i can't make the approach why ain't you in subspace i see lopresto forced his anger down but i've got to be sure we can get back without em you can be damn sure,1,1
6104-58845-0016,16,newman said grandly he had at least one of the qualities of a leader besides you already have ain't you of course ferdy will take deston no he won't he's mine the louse,1,1
6104-58845-0017,17,if you're that dumb all bets are off what are you using for a brain can't you see the guy's chain lightning on ball bearings but we're going to surprise em ain't we sure,1,1
6248-302581-0005,5,said the old guide ain't so much that she won't shoot straight nor that she's got a kick onto her like an unbroke mule,1,1
6248-302581-0006,6,for the fact is we ain't got nothin for to bust her with seein as how ammynition is skeerce i got powder an i got waddin but i ain't got no shot that doesn't make any difference the baron replied we can make the shot have you got any plumbing in the camp,2,2
6251-93270-0056,56,i ain't afraid muttered the red haired lad but it was noticed that he shuffled off you just wait i'll fix you he added to tom the bully was plainly in a rage the young inventor was about to reply and possibly would have made a more substantial,1,1
6276-62021-0031,31,nothin ain't trumps now said simon who misapprehended his father's meaning but clubs was,1,1
6276-62021-0048,48,there ain't nobody round here kin make seed corn off o me at cards i'm rale smart he added with great emphasis simon simon,1,1
6276-62021-0069,69,thar ain't a man in augusty nor on top of the yearth that kin do it daddy said our hero,1,1
6284-63091-0022,22,an't ain't wages it's it's somethin else somethin very importune there was a subdued excitement in susan's face and manner that was puzzling yet most promising,1,1
6284-63091-0034,34,there ain't that true every word of it she demanded an there ain't hardly any poem license in it too i think they're a ways lots better when there ain't but sometimes of course you jest have to use it,3,3
6284-63091-0063,63,do you think i could do it really i know you could i could try faltered keith dubiously you ain't goin to try you're goin to do it declared susan now listen i'm goin out but in jest twenty minutes i'm comin back,1,1
6284-63091-0064,64,i i shall be ashamed of you if you ain't and without another glance at the boy and before he could possibly protest susan hurried from the room her head was still high and her voice still determinedly clear but in the hall outside the bedroom,1,1
6288-63101-0016,16,daniel burton you ain't goin to demean yourself like that she gasped an artistical gentleman like you why i'd rather work my hands to the bones that will do susan you may go and susan went,1,1
6288-63101-0019,19,t ain't for me to pretense that i don't know what you're inferrin to but jest let me tell you this,1,1
6288-63101-0040,40,alas doomed to hide his bright talons in smelly kegs of kerosene an molasses brown an sticky alas that i should see an know this day there now ain't that about the way tis she demanded feelingly,1,1
6313-66125-0001,1,looks like a clump of bushes down there but i ain't sure can you make it out,1,1
6353-63255-0080,80,i'll do it alone if you prefer verena said soothingly to her friend it might be a good chance to try without father you don't mean to say you ain't going to be supported missus tarrant exclaimed with dismay,1,1
6378-61780-0008,8,i ain't the only one who's got a reezun for solvin this hyur myst'ry who the hell kin he be i shed jest like to know that zeb had not long to wait for the gratification of his wish as the trail was fresh the strange horseman could take it up at a trot,1,1
6378-61781-0005,5,an the man as did the deed whosomdiver he be war a stannin behint this locust tree but for them greenhorns i mout a got more out o the sign now thur ain't the ghost o a chance,1,1
64-76973-0023,23,jeered big foot sanders hooray for the pinto tad's companions gave a shrill cheer wait he ain't out of the woods yet growled lumpy bates think you could do it better hey snapped curley adams,1,1
6406-88089-0027,27,distinct voice and her mother gazed at the picture with tears in her eyes those are sweet words ain't they said the old man yes said the woman with a sigh i have heard them many times before,1,1
6426-64290-0046,46,when he turned the count was gone as he had expected and sepia stood with eyes full of anger and fear her face was set and colorless and strange to look upon very odd ain't it,1,1
6446-78193-0008,8,and he said to himself as he tinkered and planned but i ain't goin to show my hand to nummies that never can understand the fust idee that's big an grand,1,1
6446-78193-0015,15,i'll hev full swing fer to try the thing an practyse a leetle on the wing ain't,1,1
6446-78193-0035,35,as he stanched his sorrowful nose with his cuff wal i like flyin well enough he said but the ain't sich a thunderin sight o fun in't when ye come to light i just have room for the moral here,1,1
6482-98857-0032,32,you damn scoundrel exclaimed bince don't go callin me names admonished krovac a fellow that hires another to croak a man for him for one hundred bucks ain't got no license to call nobody names,1,1
6488-66120-0015,15,and that ain't all that ails her either i why do you ask tad said grocer langdon,1,1
6505-231838-0011,11,maybe he's an angel by this time lyddy said mister clyne in a cheerful chirping voice so it ain't no use wishing him back as i can see we've all got to negotiate kingdom come some time or another not in the same way i hope,1,1
6505-231838-0030,30,the man called berwin was murdered well sir said the rosy cheeked clyne with more sharpness than might have been expected from his peaceful aspect and ain't berwin vrain it would seem so replied link coolly,1,1
6506-10073-0021,21,but they were damnable lies you sometimes tell me that i ain't any better than another or generally a great deal worse but i'd rather have blown my brains out than have told such lies about a woman as have been told here by somebody you ask me what they were saying at the club in perth,1,1
6519-231834-0023,23,only coming out at night like an owl if he ain't a criminal mister denzil why does he carry on so he may dislike his fellow men and desire to live a secluded life miss greeb still shook her head,1,1
6519-231834-0032,32,take it what way you will there's something that ain't right about mister berwin,1,1
6519-231834-0033,33,tossing her head and gliding towards the door it ain't for me to say what i think i am the last person in the world to meddle with what don't concern me that i am and thus ending the conversation miss greeb vanished with significant look and pursed up lips,1,1
6534-71091-0048,48,oh miss edith don't ask me honey don't ain't we dem got to go back to de house and stay dar by our two selves arter we see you safe said jenny crying no what you two alone,1,1
6538-81843-0008,8,my name's leffingwell seth leffingwell an i live here alone ceptin my old woman mandy all we ask of people is to let us be lots of us in the mountain feel that way let them lowlanders shoot one another up ez long ez they please but up here there ain't no slaves,1,1
6544-67863-0015,15,that she nearly upset the plate of cookies could we oh estralla could we really she exclaimed estralla looked at her little mistress with wondering eyes yas course nobody'd mind two leetle nigger gals but you ain't black missy,1,1
6614-67845-0011,11,i ain't got no other dress an if i goes an tells i'll get whipped persisted the child sylvia began to wonder what she could do she thought estralla was stupid and clumsy to fall down and break the pitcher,1,1
6636-74078-0013,13,i hed to buy two tickets to ride once but i fooled him he don't know a durned thing about it and when he finds it out he's goin to be the maddest conductor on that railroad i got a round trip ticket and i ain't a goin back on his durned old road,1,1
6643-67857-0004,4,and sylvia was out of bed in a second standing close beside the little colored girl i dunno missy sylvia i spec dar ain't nuffin you kin do but you has been mighty good to me estralla replied,1,1
