File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,IterationNumber,Content,SyllableCount,SpeechRate,WadaSNRMeade,WadaSNRRigal,NistSNRRigal,Content_WordCount,Content_PreFeature,Content_PreFeature_WordCount,Content_PostFeature,Content_PostFeature_WordCount,Content_cleaned,Content_cleaned_WordCount,Content_cleaned_PreFeature,Content_cleaned_PreFeature_WordCount,Content_cleaned_PostFeature,Content_cleaned_PostFeature_WordCount,amazon_transcription,amazon_transcription_WordCount,amazon_transcription_cleaned,amazon_transcription_cleaned_WordCount,amazon_transcription_cleaned_TotalWER,deepspeech_transcription,deepspeech_transcription_WordCount,deepspeech_transcription_cleaned,deepspeech_transcription_cleaned_WordCount,deepspeech_transcription_cleaned_TotalWER,deepspeech_ConfidenceLevel,google_transcription,google_transcription_WordCount,google_transcription_cleaned,google_transcription_cleaned_WordCount,google_transcription_cleaned_TotalWER,google_ConfidenceLevel,IBMWatson_transcription,IBMWatson_transcription_WordCount,IBMWatson_transcription_cleaned,IBMWatson_transcription_cleaned_WordCount,IBMWatson_transcription_cleaned_TotalWER,IBMWatson_ConfidenceLevel,microsoft_transcription,microsoft_transcription_WordCount,microsoft_transcription_cleaned,microsoft_transcription_cleaned_WordCount,microsoft_transcription_cleaned_TotalWER
DCB_se1_ag1_f_02_1,1035,DCB_se1_ag1_f_02,1368.0392,1372.3246,4.2854,1,0,1,Yeah like they just got they eyebrows done like my eyebrows on fleek.,14,3.26690624,18.76456055,18.66,38.5,13,Yeah like they just got they eyebrows ,7,like my eyebrows on fleek.,5,yeah like they just got they eyebrows done like my eyebrows on fleek,13,yeah like they just got they eyebrows ,7,like my eyebrows on fleek,5,"Yeah, like they just got their eyebrows done like my eyebrows on Fleek.",13,yeah like they just got their eyebrows done like my eyebrows on fleek,13,0.076923077,i like the useter arose arrows,6,i like the useter arose arrows,6,0.923076923,-153.4285889,"Like they just got their eyebrows done, like my eyebrows on fleek.",12,like they just got their eyebrows done like my eyebrows on fleek,12,0.153846154,0.957330763,yeah %HESITATION like gauges advance and like my eyebrows monthly ,10,yeah like gauges advance and like my eyebrows monthly,9,0.615384615,0.48,"Yeah, like they just got their eyebrows done like my eyebrows on fleek.",13,yeah like they just got their eyebrows done like my eyebrows on fleek,13,0.076923077
DCB_se1_ag1_f_03_1,519,DCB_int_01,713.3519,714.9032,1.5513,1,0,1,"Okay, Miss RD-NAME-2 need her hair done.",7,4.512344485,13.80605559,13.26,6.25,7,"Okay, Miss RD-NAME-2 need her hair ",6,,0,okay miss need her hair done,6,okay miss need her hair ,5,,0,"Okay, let's get her hair done.",6,okay let 's get her hair done,7,0.5,he,1,he,1,1,-18.1552124,,,,,,0,yeah I had to ,4,yeah i had to,4,1,0.48,"OK, yeah.",2,ok yeah,2,1
DCB_se1_ag1_f_03_1,1711,DCB_se1_ag1_f_03,2286.4214,2288.4709,2.0495,1,0,1,"I fel- I was just like, RD-NAME-1, I'm really done.",10,4.879238839,13.96602376,13.69,20.5,10,"I fel- I was just like, RD-NAME-1, I'm really ",9,,0,i fel i was just like i 'm really done,10,i fel i was just like i 'm really ,9,,0,"I felt I was just like, I'm really done.",9,i felt i was just like i 'm really done,10,0.1,i asked,2,i asked,2,0.9,-32.07662201,"I said, I was just",5,i said i was just,5,0.6,0.977257371,I said I was just I was done ,8,i said i was just i was done,8,0.4,0.42,After I was just like I'm really done.,8,after i was just like i 'm really done,9,0.2
DCB_se1_ag1_f_03_1,1713,DCB_se1_ag1_f_03,2288.7844,2290.2946,1.5102,2,0,1,"I'm really done, I'm really done, like.",9,5.959475566,11.57427985,11.23,7,7,I'm really ,2," I'm really done, like.",4,i 'm really done i 'm really done like,9,i 'm really ,3,i 'm really done like,5,"I'm really done, I'm really done like.",7,i 'm really done i 'm really done like,9,0,well,1,well,1,1,-17.89362526,I'm ready. I'm ready.,4,i 'm ready i 'm ready,6,0.555555556,0.73175776,I'm really not really done a lot ,7,i 'm really not really done a lot,8,0.555555556,0.61,I'm really done. I'm really done like.,7,i 'm really done i 'm really done like,9,0
DCB_se1_ag1_f_03_1,1713,DCB_se1_ag1_f_03,2288.7844,2290.2946,1.5102,2,0,2,"I'm really done, I'm really done, like.",9,5.959475566,11.57427985,11.23,7,7,"I'm really done, I'm really ",5, like.,1,i 'm really done i 'm really done like,9,i 'm really done i 'm really ,7,like,1,"I'm really done, I'm really done like.",7,i 'm really done i 'm really done like,9,0,well,1,well,1,1,-17.89362526,I'm ready. I'm ready.,4,i 'm ready i 'm ready,6,0.555555556,0.73175776,I'm really not really done a lot ,7,i 'm really not really done a lot,8,0.555555556,0.61,I'm really done. I'm really done like.,7,i 'm really done i 'm really done like,9,0
DCB_se1_ag1_f_03_1,1766,DCB_se1_ag1_f_03,2346.0062,2346.3904,0.3842,1,0,1,I'm done.,2,5.205622072,9.56894995,8.99,2,2,I'm ,1,,0,i 'm done,3,i 'm ,2,,0,,,,,,,,,,,-2.494343042,,,,,,0,,,,,,0,I'm done.,2,i 'm done,3,0
DCB_se1_ag1_f_03_1,1770,DCB_se1_ag1_f_03,2349.3636,2349.7512,0.3876,1,0,1,I'm done.,2,5.15995872,19.62505948,19.34,11,2,I'm ,1,,0,i 'm done,3,i 'm ,2,,0,,,,,,,,,,,-3.345650196,,,,,,0,,,,,,0,No.,1,no,1,1
DCB_se1_ag1_f_03_1,1776,DCB_se1_ag1_f_03,2358.8008,2361.7267,2.9259,1,0,1,"And you took it for granted, so therefore we're done, I'm not talking to you. Like,",19,6.493728425,17.77990922,17.17,4.75,16,"And you took it for granted, so therefore we're ",9," I'm not talking to you. Like,",6,and you took it for granted so therefore we 're done i 'm not talking to you like,18,and you took it for granted so therefore we 're ,10,i 'm not talking to you like,7,"And you took it for granted so therefore we're done, I'm not talking to you like.",16,and you took it for granted so therefore we 're done i 'm not talking to you like,18,0,therefore at,2,therefore at,2,0.944444444,-38.5177269,Can't wait for Grant. So their forward to not talk to you.,12,ca n't wait for grant so their forward to not talk to you,13,0.722222222,0.696353972,and so if it weren't so therefore we're done not so ,11,and so if it were n't so therefore we 're done not so,13,0.555555556,0.56,"Included for grants, so therefore we're done. I'm not talking to you.",12,included for grants so therefore we 're done i 'm not talking to you,14,0.333333333
DCB_se1_ag1_f_03_1,2146,DCB_int_01,2856.827,2859.362,2.535,1,0,1,"Um, we're almost done. We- sorry we got distracted.",13,5.128205128,23.03058859,22.97,34,9,"Um, we're almost ",3, We- sorry we got distracted.,5,um we 're almost done we sorry we got distracted,10,um we 're almost ,4,we sorry we got distracted,5,"Um we're almost done, so we got distracted.",8,um we 're almost done so we got distracted,9,0.2,almost done so i would not distract,7,almost done so i would not distract,7,0.8,-59.37620163,We're almost done. We talked we got distract.,8,we 're almost done we talked we got distract,9,0.3,0.854870498,%HESITATION we're almost done so I we got distracted ,9,we 're almost done so i we got distracted,9,0.3,0.89,"Uh, we're almost done. So we got distracted.",8,uh we 're almost done so we got distracted,9,0.3
DCB_se1_ag1_m_03_1,1894,DCB_se1_ag1_m_03,1805.2518,1810.17,4.9182,1,0,1,"my friends like, we just be laughing. Like we have a ball in every class, and then like, we still get our work done. Like,",28,5.693139767,15.64808991,15.42,9.75,25,"my friends like, we just be laughing. Like we have a ball in every class, and then like, we still get our work ",23," Like,",1,my friends like we just be laughing like we have a ball in every class and then like we still get our work done like,25,my friends like we just be laughing like we have a ball in every class and then like we still get our work ,23,like,1,My friends like we just be laughing like we have a ball in every class and then like we still get our work done like.,25,my friends like we just be laughing like we have a ball in every class and then like we still get our work done like,25,0,fenleigh and i we have a ball every clan in that i wish the get our work done,18,fenleigh and i we have a ball every clan in that i wish the get our work done,18,0.64,-157.6979065,"My friends, like we just be laughing like we have a ball and every class and then I we still get off work then.",24,my friends like we just be laughing like we have a ball and every class and then i we still get off work then,24,0.2,0.908780873,my friends I we just we laugh and I we have a ball every flat and then I we still get our work done I ,25,my friends i we just we laugh and i we have a ball every flat and then i we still get our work done i,25,0.36,0.62,My friends like we just be laughing like we have a ball in every class and then I we still get our work done.,24,my friends like we just be laughing like we have a ball in every class and then i we still get our work done,24,0.08
DCB_se1_ag1_m_03_1,2621,DCB_se1_ag1_m_03,2451.3369,2453.3909,2.054,1,0,1,it's some fakes out there that haven't even done nothing.,13,6.329113924,19.20542104,18.18,17.25,10,it's some fakes out there that haven't even ,8,nothing.,1,it 's some fakes out there that have n't even done nothing,12,it 's some fakes out there that have n't even ,10,nothing,1,Some fakes out there that haven't even done nothing.,9,some fakes out there that have n't even done nothing,10,0.166666667,have,1,have,1,0.916666667,-28.39459991,Play some Fixodent that haven't even done.,7,play some fixodent that have n't even done,8,0.5,0.826698363,something sounded to having done a ,6,something sounded to having done a,6,0.916666667,0.51,There's some things I did. They haven't even done nothing.,10,there 's some things i did they have n't even done nothing,12,0.416666667
DCB_se1_ag2_f_02_1,769,DCB_se1_ag2_f_02,1154.0695,1159.9135,5.844,1,0,1,"So it's like, I won't be working this summer, I won't be in school, and it's just like, I haven't done that in so long like, what am I gonna be doing?",37,6.331279945,11.93365508,11.39,10.5,32,"So it's like, I won't be working this summer, I won't be in school, and it's just like, I haven't ",20,"that in so long like, what am I gonna be doing?",11,so it 's like i wo n't be working this summer i wo n't be in school and it 's just like i have n't done that in so long like what am i going to be doing,38,so it 's like i wo n't be working this summer i wo n't be in school and it 's just like i have n't ,25,that in so long like what am i going to be doing,12,,,,,,orientalist,1,orientalist,1,1,-121.7332153,,,,,,0,I'm working in somewhere I live in park I haven't done and so ,13,i 'm working in somewhere i live in park i have n't done and so,15,0.763157895,0.52,So it's like I was working there somewhere. I won't be in school and it's like I haven't done it in so long. Like I don't wanna be doing.,29,so it 's like i was working there somewhere i wo n't be in school and it 's like i have n't done it in so long like i do n't want to be doing,35,0.289473684
DCB_se1_ag2_f_02_1,1574,DCB_se2_ag2_f_01,2321.2795,2323.4542,2.1747,1,0,1,"I'm just terrified, I'm just done, like- ",9,4.138501862,12.09925651,11.95,8.25,7,"I'm just terrified, I'm just ",5, like- ,1,i 'm just terrified i 'm just done like,9,i 'm just terrified i 'm just ,7,like,1,,,,,,,,,,,-10.40504551,,,,,,0,,,,,,0,I was hurt.,3,i was hurt,3,0.888888889
DCB_se1_ag2_f_02_1,1750,DCB_int_01,2567.1505,2572.4364,5.2859,1,0,1,"What's something that you wanna do like that's a- that you haven't done that you think, oh I've gotta do that before I-",28,5.297111183,10.65202432,9.96,8.75,23,What's something that you wanna do like that's a- that you haven't ,12,"that you think, oh I've gotta do that before I-",10,what 's something that you want to do like that 's a that you have n't done that you think oh i 've got to do that before i,29,what 's something that you want to do like that 's a that you have n't ,16,that you think oh i 've got to do that before i,12,What Like Haven't done that You think for?,8,what like have n't done that you think for,9,0.724137931,you have no dissent,4,you have no dissent,4,0.931034483,-98.51963806,,,,,,0,what he wants to live in the that you have and then the G. C. %HESITATION I'm ,17,what he wants to live in the that you have and then the g c i 'm,17,0.793103448,0.55,Once.,1,once,1,1
DCB_se1_ag2_f_02_1,2158,DCB_se1_ag2_f_02,3149.8151,3151.5991,1.784,1,1,1,"Like people done got killed at go gos,",9,5.044843049,11.32156972,10.81,5.5,8,Like people ,2,"got killed at go gos,",5,like people done got killed at go gos,8,like people ,2,got killed at go gos,5,People Don't get killed and Go girls.,7,people do n't get killed and go girls,8,0.75,he was the lone,4,he was the lone,4,1,-30.65296936,,,,,,0,although ,1,although,1,1,0.05,,,,,
DCB_se1_ag2_f_02_1,2319,DCB_se1_ag2_f_02,3395.0722,3396.6651,1.5929,1,0,1,"Oh, I never done that either.",8,5.022286396,7.945546047,7.74,4.25,6,"Oh, I never ",3,that either.,2,oh i never done that either,6,oh i never ,3,that either,2,I couldn't do Not even.,5,i could n't do not even,6,1,i think i ,3,i think i,3,0.833333333,-15.26435375,,,,,,0,,,,,,0,I think it's.,3,i think it 's,4,0.833333333
DCB_se1_ag2_f_02_1,2330,DCB_int_01,3412.215,3417.2364,5.0214,1,0,1,"I did that one before, I've done the one- the little duck boat where you g- where it goes down Potomac.",25,4.978691202,11.18990776,10.71,7.5,21,"I did that one before, I've ",6,the one- the little duck boat where you g- where it goes down Potomac.,14,i did that one before i 've done the one the little duck boat where you g where it goes down potomac,22,i did that one before i 've ,7,the one the little duck boat where you g where it goes down potomac,14,That One Before Death What?,5,that one before death what,5,0.863636364,the bolero,2,the bolero,2,0.954545455,-83.7576828,,,,,,0,I did that one before I've done the one a little stuck both we work on them ,17,i did that one before i 've done the one a little stuck both we work on them,18,0.5,0.63,I did that one before. I've done the one that little duck boat where you can wear it goes down the Potomac.,22,i did that one before i 've done the one that little duck boat where you can wear it goes down the potomac,23,0.181818182
DCB_se1_ag2_f_02_1,2332,DCB_int_01,3417.7114,3422.2605,4.5491,1,0,1,"Um, I've done the night- the night one is the best, I think that's the prettiest one.",19,4.176650326,9.785683547,9.11,5.25,17,"Um, I've ",2,"the night- the night one is the best, I think that's the prettiest one.",14,um i 've done the night the night one is the best i think that 's the prettiest one,19,um i 've ,3,the night the night one is the best i think that 's the prettiest one,15,"Done, but he is one.",5,done but he is one,5,0.842105263,in the night the night entertained pretty as one,9,in the night the night entertained pretty as one,9,0.736842105,-112.822113,,,,,,0,%HESITATION and then nine nine one three eight one ,9,and then nine nine one three eight one,8,0.894736842,0.56,I've done.,2,i 've done,3,0.842105263
DCB_se1_ag2_f_02_1,2334,DCB_int_01,3422.5757,3425.8258,3.2501,2,0,1,"Um, I haven't done the dinner cruise but I've done the lunch cruise,",15,4.615242608,13.33624384,12.2,6,13,"Um, I haven't ",3,"the dinner cruise but I've done the lunch cruise,",9,um i have n't done the dinner cruise but i 've done the lunch cruise,15,um i have n't ,4,the dinner cruise but i 've done the lunch cruise,10,um Her It's.,3,um her it 's,4,0.933333333,i have done the other crude but i've been in the lunch,12,i have done the other crude but i 've been in the lunch,13,0.466666667,-83.29159546,,,,,,0,%HESITATION I haven't done the dinner cruise back to the list ,11,i have n't done the dinner cruise back to the list,11,0.466666667,0.68,I haven't done that.,4,i have n't done that,5,0.733333333
DCB_se1_ag2_f_02_1,2334,DCB_int_01,3422.5757,3425.8258,3.2501,2,0,2,"Um, I haven't done the dinner cruise but I've done the lunch cruise,",15,4.615242608,13.33624384,12.2,6,13,"Um, I haven't done the dinner cruise but I've ",9,"the lunch cruise,",3,um i have n't done the dinner cruise but i 've done the lunch cruise,15,um i have n't done the dinner cruise but i 've ,11,the lunch cruise,3,um Her It's.,3,um her it 's,4,0.933333333,i have done the other crude but i've been in the lunch,12,i have done the other crude but i 've been in the lunch,13,0.466666667,-83.29159546,,,,,,0,%HESITATION I haven't done the dinner cruise back to the list ,11,i have n't done the dinner cruise back to the list,11,0.466666667,0.68,I haven't done that.,4,i have n't done that,5,0.733333333
DCB_se1_ag2_f_03_1,2100,DCB_int_01,2889.391,2893.0158,3.6248,1,0,1,"witnessed the change? Well, I guess in your lifetime they've done a lot of changing.",18,4.965791216,19.12738557,18.32,22.25,15,"witnessed the change? Well, I guess in your lifetime they've ",10,a lot of changing.,4,witnessed the change well i guess in your lifetime they 've done a lot of changing,16,witnessed the change well i guess in your lifetime they 've ,11,a lot of changing,4,"Witness the change Well, I guess in your lifetime they've done a lot of changing.",15,witness the change well i guess in your lifetime they 've done a lot of changing,16,0.0625,the change while kissing your lifetime they done a lot of changing,12,the change while kissing your lifetime they done a lot of changing,12,0.375,-77.80780029,"I guess in your lifetime, they've done a lot of changes.",11,i guess in your lifetime they 've done a lot of changes,12,0.3125,0.819845736,witnesses change Y. guessing your lifetime they've done a lot of changing ,12,witnesses change y guessing your lifetime they 've done a lot of changing,13,0.375,0.66,Witnessed the change log us in your lifetime. They've done a lot of changing.,14,witnessed the change log us in your lifetime they 've done a lot of changing,15,0.1875
DCB_se1_ag2_m_01_1,258,DCB_se1_ag2_m_01,385.6074,386.8599,1.2525,1,1,1,she done got honor roll since,7,5.588822355,21.92020767,20.88,23.75,6,she ,1,got honor roll since,4,she done got honor roll since,6,she ,1,got honor roll since,4,Achieving a general sense.,4,achieving a general sense,4,1,as,1,as,1,1,-14.27241993,,,,,,0,,,,,,0,Shooting an arrow sense.,4,shooting an arrow sense,4,1
DCB_se1_ag2_m_01_1,433,DCB_int_01,618.4536,622.443,3.9894,1,0,1,"what has been- okay, in your eyes what has been the most romantic thing that you've done for her?",22,5.514613726,16.4088585,15.83,11.25,19,"what has been- okay, in your eyes what has been the most romantic thing that you've ",16,for her?,2,what has been okay in your eyes what has been the most romantic thing that you 've done for her,20,what has been okay in your eyes what has been the most romantic thing that you 've ,17,for her,2,What has been okay in your eyes What has been the most romantic thing?,14,what has been okay in your eyes what has been the most romantic thing,14,0.3,what has been okay you're a has been the most romantic thing that you've done for,16,what has been okay you 're a has been the most romantic thing that you 've done for,18,0.25,-81.42396545,What has?,2,what has,2,0.9,0.749702334,what have been okay you're asked what has been the most amazing thing that you've done ,16,what have been okay you 're asked what has been the most amazing thing that you 've done,18,0.35,0.69,What has been OK in your ***? What has been the most romantic thing that you've done for her?,19,what has been ok in your what has been the most romantic thing that you 've done for her,19,0.1
DCB_se1_ag2_m_01_1,434,DCB_se1_ag2_m_01,623.4429,625.8345,2.3916,1,0,1,The rost romantic thing that I've done for her?,11,4.599431343,14.25112989,13.37,5.75,9,The rost romantic thing that I've ,6,for her?,2,the rost romantic thing that i 've done for her,10,the rost romantic thing that i 've ,7,for her,2,The roast romantic thing that I've done for her.,9,the roast romantic thing that i 've done for her,10,0.1,,,,,,-15.33869743,Romantic thing that I've done for her.,7,romantic thing that i 've done for her,8,0.2,0.853904903,the rose romantic thing that I'm done her ,8,the rose romantic thing that i 'm done her,9,0.3,0.43,Romantic things that I've done for her.,7,romantic things that i 've done for her,8,0.3
DCB_se1_ag2_m_01_1,442,DCB_se1_ag2_m_01,636.2518,638.4675,2.2157,1,1,1,I don't- I done did a couple of romantic things.,13,5.867220292,13.94288262,13.48,8,10,I don't- I ,3,did a couple of romantic things.,6,i do n't i done did a couple of romantic things,11,i do n't i ,4,did a couple of romantic things,6,I don't know I did a couple of romantic things.,10,i do n't know i did a couple of romantic things,11,0.181818182,a comanche,2,a comanche,2,0.909090909,-56.13786316,,,,,,0,a couple over missing ,4,a couple over missing,4,0.818181818,0.62,Couple romantic thing.,3,couple romantic thing,3,0.818181818
DCB_se1_ag2_m_01_1,448,DCB_se1_ag2_m_01,647.523,648.7585,1.2355,1,1,1,See well I can't- she done did that.,8,6.475111291,14.88857141,13.84,13.5,8,See well I can't- she ,5,did that.,2,see well i ca n't she done did that,9,see well i ca n't she ,6,did that,2,Okay.,1,okay,1,1,the,1,the,1,1,-14.52695084,,,,,,0,,,,,,0,She did that.,3,she did that,3,0.666666667
DCB_se1_ag2_m_01_1,469,DCB_int_01,680.2729,682.5729,2.3,1,0,1,"Mm-hm, what's the most romantic thing she's done for you?",11,4.782608696,13.23695511,12.41,12.5,10,"Mm-hm, what's the most romantic thing she's ",7,for you?,2,mm-hm what 's the most romantic thing she 's done for you,12,mm-hm what 's the most romantic thing she 's ,9,for you,2,What's the most romantic thing she's done for you?,9,what 's the most romantic thing she 's done for you,11,0.083333333,with the most romantic thing she no for you,9,with the most romantic thing she no for you,9,0.416666667,-59.22861862,,,,,,0,what's the most romantic thing she's out for you ,9,what 's the most romantic thing she 's out for you,11,0.166666667,0.76,"Listen, most romantic things she's done for you.",8,listen most romantic things she 's done for you,9,0.416666667
DCB_se1_ag2_m_01_1,1294,DCB_int_01,1767.3373,1768.6813,1.344,1,0,1,Nobody else has done that in his-,9,6.696428571,7.230144034,7.11,6.5,7,Nobody else has ,3,that in his-,3,nobody else has done that in his,7,nobody else has ,3,that in his,3,Nobody.,1,nobody,1,0.857142857,the,1,the,1,1,-15.29277039,,,,,,0,,,,,,0,Nobody has done that in his.,6,nobody has done that in his,6,0.142857143
DCB_se1_ag2_m_01_1,2033,DCB_se1_ag2_m_01,2743.4839,2745.3639,1.88,1,0,1,"I been- I been this, I've done this.",8,4.255319149,15.67192407,15.52,28,8,"I been- I been this, I've ",6,this.,1,i been i been this i 've done this,9,i been i been this i 've ,7,this,1,"I've been this, I've done this.",6,i 've been this i 've done this,8,0.222222222,you have been as a done this,7,you have been as a done this,7,0.666666667,-40.52582169,I've done this.,3,i 've done this,4,0.555555556,0.753991902,yeah I've been is I've done this ,7,yeah i 've been is i 've done this,9,0.444444444,0.56,They have been this. I've done this.,7,they have been this i 've done this,8,0.333333333
DCB_se1_ag2_m_01_1,2741,DCB_se1_ag2_m_01,3743.4447,3749.9417,6.497,1,1,1,"you understand that this shit this woman done did for me like she did so much shit for me like and I just grow to appreciate it, you know what I'm saying. Like at first,",42,6.464522087,13.82729169,13.03,12.75,35,you understand that this shit this woman ,7,"did for me like she did so much shit for me like and I just grow to appreciate it, you know what I'm saying. Like at first,",27,you understand that this **** this woman done did for me like she did so much **** for me like and i just grow to appreciate it you know what i 'm saying like at first,36,you understand that this **** this woman ,7,did for me like she did so much **** for me like and i just grow to appreciate it you know what i 'm saying like at first,28,"understand that this shit, this woman that did for me, like she did so much shit for me, like and I just grow to appreciate it, you know what I'm saying like at first.",34,understand that this **** this woman that did for me like she did so much **** for me like and i just grow to appreciate it you know what i 'm saying like at first,35,0.055555556,there for melodiously,3,there for melodiously,3,0.972222222,-146.7640991,Just wanted to do it for me. Like she did so much shit for me like and I just wrote appreciate it and I'm saying like I first,28,just wanted to do it for me like she did so much **** for me like and i just wrote appreciate it and i 'm saying like i first,29,0.416666667,0.85541153,and I this is this one in there for me and I see it is so much it for me and I and I just wrote appreciated you know I got first ,32,and i this is this one in there for me and i see it is so much it for me and i and i just wrote appreciated you know i got first,32,0.666666667,0.57,"You understand that this this woman did for me like she did so much **** for me like you know, just grow to appreciate it. You know I'm saying like at first.",32,you understand that this this woman did for me like she did so much for me like you know just grow to appreciate it you know i 'm saying like at first,32,0.166666667
DCB_se1_ag2_m_01_1,3039,DCB_se1_ag2_m_01,4144.7412,4147.9359,3.1947,1,1,1,Every time I get around you I'm thinking about how you done hung my ancestors.,22,6.886405609,20.48142056,20.29,30,15,Every time I get around you I'm thinking about how you ,11,hung my ancestors.,3,every time i get around you i 'm thinking about how you done hung my ancestors,16,every time i get around you i 'm thinking about how you ,12,hung my ancestors,3,"Every time I get around you, I'm thinking about how you don't hung my ancestors.",15,every time i get around you i 'm thinking about how you do n't hung my ancestors,17,0.125,i got a rooting about how you know how my ancestors,11,i got a rooting about how you know how my ancestors,11,0.625,-117.5302734,"Every time I get around you, I'm thinking about how you done hung my ancestors.",15,every time i get around you i 'm thinking about how you done hung my ancestors,16,0,0.859140217,%HESITATION some I get around one thinking about how you know hung my ,13,some i get around one thinking about how you know hung my,12,0.4375,0.6,"Every time I get around you, I'm thinking about how you got hung my ancestors.",15,every time i get around you i 'm thinking about how you got hung my ancestors,16,0.0625
DCB_se1_ag2_m_01_1,3126,DCB_se1_ag2_m_01,4265.6561,4269.7708,4.1147,1,1,1,"You done bust out with something exclusive, you got a brand new ass blue shirt on now.",20,4.860621674,21.99988966,21.68,20.75,17,You ,1,"bust out with something exclusive, you got a brand new ass blue shirt on now.",15,you done bust out with something exclusive you got a brand new **** blue shirt on now,17,you ,1,bust out with something exclusive you got a brand new **** blue shirt on now,15,You didn't bust out with some exclusive you got a brand new ass blue shirt on that.,17,you did n't bust out with some exclusive you got a brand new **** blue shirt on that,18,0.235294118,it was some excuse that a brand was ushered,9,it was some excuse that a brand was ushered,9,0.882352941,-94.86574554,Blue shirt on.,3,blue shirt on,3,0.823529412,0.625714362,you know but that was some schools you got a brand wears blue shirt on that ,16,you know but that was some schools you got a brand wears blue shirt on that,16,0.529411765,0.59,You don't bust out with something exclusive. You got a brand new as blue shirt on that.,17,you do n't bust out with something exclusive you got a brand new as blue shirt on that,18,0.235294118
DCB_se1_ag2_m_02_1,180,DCB_se1_ag2_m_02,222.1131,223.7922,1.6791,1,1,1,"like I done seen it in myself,",8,4.76445715,10.57021569,10.05,6.5,7,like I ,2,"seen it in myself,",4,like i done seen it in myself,7,like i ,2,seen it in myself,4,I hadn't seen it myself.,5,i had n't seen it myself,6,0.571428571,i see it ,3,i see it,3,0.714285714,-18.15522957,,,,,,0,,,,,,0,I didn't seen it myself.,5,i did n't seen it myself,6,0.571428571
DCB_se1_ag2_m_02_2,367,DCB_se1_ag2_m_02,515.5117,517.0977,1.586,1,1,1,confused they done had us,6,3.783102144,10.01302942,9.69,2.25,5,confused they ,2,had us,2,confused they done had us,5,confused they ,2,had us,2,Confused Ain't It Had us?,5,confused ai n't it had us,6,0.6,ananda,1,ananda,1,1,-34.53778839,You say that had us?,5,you say that had us,5,0.6,0.782512069,Tuesday that had us ,4,tuesday that had us,4,0.6,0.34,Confused and had us.,4,confused and had us,4,0.4
DCB_se1_ag2_m_03_1,165,DCB_se1_ag2_m_03,247.8627,250.7054,2.8427,1,0,1,"equipment, you know, to get the, you know, big jobs done, but",14,4.924895346,14.409845,13.04,9.25,12,"equipment, you know, to get the, you know, big jobs ",10, but,1,equipment you know to get the you know big jobs done but,12,equipment you know to get the you know big jobs ,10,but,1,Equipment to get the big jobs done But.,8,equipment to get the big jobs done but,8,0.333333333,,,,,,-12.77984524,Equipment.,1,equipment,1,0.916666667,0.916863799,equipment to get the you know big job ,8,equipment to get the you know big job,8,0.416666667,0.66,Equipment you know to get the you know big jobs but.,11,equipment you know to get the you know big jobs but,11,0.083333333
DCB_se1_ag2_m_03_1,179,DCB_se1_ag2_m_03,268.7822,269.98,1.1978,1,0,1,"You know, I'm'a get the job done.",8,6.678911337,13.138559,11.4,11.25,7,"You know, I'm'a get the job ",6,,0,you know i 'm a get the job done,9,you know i 'm a get the job ,8,,0,You know I'm gonna get the job done.,8,you know i 'm going to get the job done,10,0.222222222,,,,,,-3.775155783,,,,,,0,,,,,,0,Job done.,2,job done,2,0.777777778
DCB_se1_ag2_m_03_1,314,DCB_se1_ag2_m_03,489.7512,495.3675,5.6163,2,0,1,"what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and,",32,5.697701334,13.00475139,11.95,6.5,26,what the situation is or what needs to be ,9," it's no- You know, family's first and, you know, just gotta get the job done and,",16,what the situation is or what needs to be done it 's no you know family 's first and you know just got to get the job done and,29,what the situation is or what needs to be ,9,it 's no you know family 's first and you know just got to get the job done and,19,,,,,,indeed to be done now you know families person the king the job done,14,indeed to be done now you know families person the king the job done,14,0.724137931,-167.8961334, job done.,2,job done,2,0.931034483,0.975515246,what the situation is %HESITATION would need to be done there's no you know families bars and you know just how to get the job done ,26,what the situation is would need to be done there 's no you know families bars and you know just how to get the job done,26,0.310344828,0.73,"With the situation there is or what needs to be done. There's no you know families version, you know, just gotta get the job done.",25,with the situation there is or what needs to be done there 's no you know families version you know just got to get the job done,27,0.275862069
DCB_se1_ag2_m_03_1,314,DCB_se1_ag2_m_03,489.7512,495.3675,5.6163,2,0,2,"what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job done and,",32,5.697701334,13.00475139,11.95,6.5,26,"what the situation is or what needs to be done, it's no- You know, family's first and, you know, just gotta get the job ",24,"and,",1,what the situation is or what needs to be done it 's no you know family 's first and you know just got to get the job done and,29,what the situation is or what needs to be done it 's no you know family 's first and you know just got to get the job ,27,and,1,,,,,,indeed to be done now you know families person the king the job done,14,indeed to be done now you know families person the king the job done,14,0.724137931,-167.8961334, job done.,2,job done,2,0.931034483,0.975515246,what the situation is %HESITATION would need to be done there's no you know families bars and you know just how to get the job done ,26,what the situation is would need to be done there 's no you know families bars and you know just how to get the job done,26,0.310344828,0.73,"With the situation there is or what needs to be done. There's no you know families version, you know, just gotta get the job done.",25,with the situation there is or what needs to be done there 's no you know families version you know just got to get the job done,27,0.275862069
