File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L50,L49,L48,L47,L46,L45,L44,L43,L42,L41,L40,L39,L38,L37,L36,L35,L34,L33,L32,L31,L30,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40
ATL_se0_ag2_m_03_1,1084,ATL_se0_ag2_m_03,1351.5086,1353.705,2.1964,1,1,"cause you know butterfly life span ain't long either,",span,long,span_ain't_long,Noun,Adjective,Noun_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cause,you,know,butterfly,life,span,ain't ,long,"either,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1088,ATL_int_01,1355.8034,1357.555,1.7516,1,1,Damn. I ain't even think about that.,I,think,I_ain't_think,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damn.,I,ain't ,even,think,about,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1093,ATL_se0_ag2_m_03,1362.4066,1364.494,2.0874,1,1,"Yeah man, yeah they want- yeah. I ain't gonna lie though,",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeah,"man,",yeah,they,want-,yeah.,I,ain't ,gonna,lie,"though,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1102,ATL_se0_ag2_m_03,1369.2585,1372.0762,2.8177,1,1,"we ain't gonna say no names, you see what I'm saying, silent k-",we,say,we_ain't_say,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,we,ain't ,gonna,say,no,"names,",you,see,what,I'm,"saying,",silent,k-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1137,ATL_se0_ag2_m_03,1416.7514,1417.9166,1.1652,1,1,That wave ain't no hoe.,wave,hoe,wave_ain't_hoe,Noun,Noun,Noun_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That,wave,ain't ,no,hoe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1287,ATL_se0_ag2_m_03,1606.2042,1613.4351,7.2309,1,1,"I ain't a- I'm a clean- I'm a clean nigga, you feel me. Don't get me wrong, I- n- dreads, you feel me, you know, it's on some- you know, I'm a street nigga first and foremost, you feel me, but",I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,a-,I'm,a,clean-,I'm,a,clean,"nigga,",you,feel,me.,Don't,get,me,"wrong,",I-,n-,"dreads,",you,feel,"me,",you,"know,",it's,on,some-,you,"know,",I'm,a,street,nigga,first,and,"foremost,",you,feel,"me,",but,
ATL_se0_ag2_m_03_1,1316,ATL_se0_ag2_m_03,1646.2532,1649.8983,3.6451,1,1,"Nah, I ain't catch that bitch. I probably was binging on mother fucking Netflix.",I,catch,I_ain't_catch,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nah,",I,ain't ,catch,that,bitch.,I,probably,was,binging,on,mother,fucking,Netflix.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1319,ATL_se0_ag2_m_03,1656.4342,1657.3333,0.8991,1,1,"But I ain't gonna even lie, I",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,I,ain't ,gonna,even,"lie,",I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1357,ATL_se0_ag2_m_03,1696.1385,1697.5023,1.3638,1,1,"that sh- I ain't gonna even lie, that shit was",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,sh-,I,ain't ,gonna,even,"lie,",that,shit,was,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1414,ATL_se0_ag2_m_03,1774.5317,1778.9746,4.4429,1,1,"As far as us niggas, yeah. But as far as white people, he ain't all the way Black. He got some white that run in his blood",he,Black,he_ain't_Black,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,As,far,as,us,"niggas,",yeah.,But,as,far,as,white,"people,",he,ain't ,all,the,way,Black.,He,got,some,white,that,run,in,his,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1469,ATL_se0_ag2_m_03,1844.7116,1845.3091,0.5975,1,1,So we ain't-,we,constituentboundary,we_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,we,ain't-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1485,ATL_se0_ag2_m_03,1865.9162,1869.804,3.8878,1,1,"and they ain't gonna really keep it one thousand when niggas- let a nigga know what the fuck really going on,",they,keep,they_ain't_keep,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,they,ain't ,gonna,really,keep,it,one,thousand,when,niggas-,let,a,nigga,know,what,the,fuck,really,going,"on,",,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1507,ATL_se0_ag2_m_03,1899.8762,1901.7348,1.8586,1,1,"cause I ain't gonna even lie, when I was little, used to a-",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cause,I,ain't ,gonna,even,"lie,",when,I,was,"little,",used,to,a-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1523,ATL_se0_ag2_m_03,1921.4942,1922.9482,1.454,1,1,Why he ain't never fuck with it then?,he,fuck,he_ain't_fuck,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Why,he,ain't ,never,fuck,with,it,then?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1529,ATL_se0_ag2_m_03,1930.0257,1931.2786,1.2529,1,1,"That ain't like, don't do it.",that,like,that_ain't_like,PronounDemonstrative,VerbBase,PronounDemonstrative_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,That,ain't ,"like,",don't,do,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1562,ATL_int_01,1976.7368,1978.92,2.1832,1,1,"Just like you in it, but you ain't really in it.",you,in,you_ain't_in,PronounPersonal,Preposition,PronounPersonal_ain't_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just,like,you,in,"it,",but,you,ain't ,really,in,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1592,ATL_se0_ag2_m_03,2022.7825,2026.947,4.1645,1,1,"National Guard, they- god damn, they ain't like that. Them niggas smoking weed and everything.",they,like,they_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National,"Guard,",they-,god,"damn,",they,ain't ,like,that.,Them,niggas,smoking,weed,and,everything.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1596,ATL_se0_ag2_m_03,2029.3136,2033.7256,4.412,1,1,"Our niggas cooling it. Sh- what, we ain't got w- oh, they got a war on what? Ah, we straight, nigga.",we,got,we_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Our,niggas,cooling,it.,Sh-,"what,",we,ain't ,got,w-,"oh,",they,got,a,war,on,what?,"Ah,",we,"straight,",nigga.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1610,ATL_se0_ag2_m_03,2050.8584,2054.0509,3.1925,1,1,that you might- everybody might be able to only grow two plants cause it ain't gonna be any-,it,able,it_ain't_able,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,that,you,might-,everybody,might,be,able,to,only,grow,two,plants,cause,it,ain't ,gonna,be,any-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1685,ATL_se0_ag2_m_03,2151.3477,2153.9242,2.5765,1,1,"Mid- mid- I ain't gonna even lie, mid might be like",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-,mid-,I,ain't ,gonna,even,"lie,",mid,might,be,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1688,ATL_se0_ag2_m_03,2155.3575,2158.7745,3.417,1,1,"and- probably ten. That- but you know, niggas don't smoke reggie, so I ain't gonna even go to that.",I,go,I_ain't_go,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and-,probably,ten.,That-,but,you,"know,",niggas,don't,smoke,"reggie,",so,I,ain't ,gonna,even,go,to,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1717,ATL_se0_ag2_m_03,2188.0582,2189.177,1.1188,1,1,"but I ain't gonna lie though, like",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,I,ain't ,gonna,lie,"though,",like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1758,ATL_se0_ag2_m_03,2245.7497,2248.6769,2.9272,2,2,"and you ain't- you ain't gaining nothing from it, no benefits,",you,constituentboundary,you_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,you,ain't-,you,ain't,gaining,nothing,from,"it,",no,"benefits,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1758,ATL_se0_ag2_m_03,2245.7497,2248.6769,2.9272,2,2,"and you ain't- you ain't gaining nothing from it, no benefits,",you,gaining,you_ain't_gaining,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,you,ain't-,you,ain't ,gaining,nothing,from,"it,",no,"benefits,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1763,ATL_int_01,2256.1308,2257.1104,0.9796,1,1,"I ain't gonna lie,",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,"lie,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1774,ATL_se0_ag2_m_03,2269.8735,2271.1956,1.3221,1,1,"I ain't gonna even lie to you, I-",I,lie,I_ain't_lie,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,gonna,even,lie,to,"you,",I-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1796,ATL_se0_ag2_m_03,2298.5491,2301.1353,2.5862,1,1,I n- but that's because I live- I ain't went to the doctor either though.,I,went,I_ain't_went,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,n-,but,that's,because,I,live-,I,ain't ,went,to,the,doctor,either,though.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1801,ATL_se0_ag2_m_03,2305.4301,2310.1301,4.7,1,1,"I- when I started doing- now the pain is so severe, but the weed got me high too so ain't no telling.",constituentboundary,telling,constituentboundary_ain't_telling,ConstituentBoundary,Noun,ConstituentBoundary_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I-,when,I,started,doing-,now,the,pain,is,so,"severe,",but,the,weed,got,me,high,too,so,ain't ,no,telling.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1828,ATL_se0_ag2_m_03,2335.3891,2336.2449,0.8558,1,1,"ain't no telling, bro.",constituentboundary,telling,constituentboundary_ain't_telling,ConstituentBoundary,Noun,ConstituentBoundary_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ain't ,no,"telling,",bro.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1944,ATL_se0_ag2_m_03,2483.3591,2485.3942,2.0351,1,1,Everybody ain't gonna always like what the next person do.,everybody,like,everybody_ain't_like,PronounIndefinite,VerbBase,PronounIndefinite_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everybody,ain't ,gonna,always,like,what,the,next,person,do.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2029,ATL_se0_ag2_m_03,2591.0748,2592.0956,1.0208,1,1,"I ain't fuck with 'em though,",I,fuck,I_ain't_fuck,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,fuck,with,'em,"though,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2031,ATL_se0_ag2_m_03,2592.383,2596.9871,4.6041,1,1,"and it coulda- it could- it coulda been legit to be real with you, but I ain't fuck with it. I was just like, fuck it.",I,fuck,I_ain't_fuck,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,it,coulda-,it,could-,it,coulda,been,legit,to,be,real,with,"you,",but,I,ain't ,fuck,with,it.,I,was,just,"like,",fuck,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2035,ATL_se0_ag2_m_03,2599.6485,2602.6933,3.0448,1,1,"and that's how I look at shit, you feel me. So at the end of the day, I ain't feel like",I,feel,I_ain't_feel,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,that's,how,I,look,at,"shit,",you,feel,me.,So,at,the,end,of,the,"day,",I,ain't ,feel,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2044,ATL_int_01,2612.4092,2614.5283,2.1191,1,1,I ain't talking about nothing for real for real.,I,talking,I_ain't_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,talking,about,nothing,for,real,for,real.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2060,ATL_se0_ag2_m_03,2631.1809,2632.9892,1.8083,1,1,some- even if it ain't the network.,it,network,it_ain't_network,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,some-,even,if,it,ain't ,the,network.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2072,ATL_se0_ag2_m_03,2654.5718,2657.7657,3.1939,2,2,"niggas ain't- niggas going out, but niggas ain't going out.",niggas,constituentboundary,niggas_ain't_constituentboundary,Noun,ConstituentBoundary,Noun_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niggas,ain't-,niggas,going,"out,",but,niggas,ain't,going,out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2072,ATL_se0_ag2_m_03,2654.5718,2657.7657,3.1939,2,2,"niggas ain't- niggas going out, but niggas ain't going out.",niggas,going,niggas_ain't_going,Noun,VerbPresentParticiple,Noun_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niggas,ain't-,niggas,going,"out,",but,niggas,ain't ,going,out.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2124,ATL_se0_ag2_m_03,2721.0217,2724.0925,3.0708,1,1,then be out there performing for them hundred niggas that ain't gonna spread your shit,that,spread,that_ain't_spread,PronounRelative,VerbBase,PronounRelative_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,then,be,out,there,performing,for,them,hundred,niggas,that,ain't ,gonna,spread,your,shit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2188,ATL_se0_ag2_m_03,2824.1178,2827.7166,3.5988,1,1,"my nig- I don't even wanna say no names, you heard me, cause I ain't gonna do it like that. But",I,do,I_ain't_do,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,my,nig-,I,don't,even,wanna,say,no,"names,",you,heard,"me,",cause,I,ain't ,gonna,do,it,like,that.,But,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,773,DCA_se1_ag1_f_01,951.2,952.4636,1.2636,1,1,It ain't nothing to tell about.,it,nothing,it_ain't_nothing,PronounPersonal,PronounIndefinite,PronounPersonal_ain't_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,nothing,to,tell,about.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,782,DCA_se1_ag1_f_01,962.2254,965.7366,3.5112,1,1,"Case if we ain't had none on us, we could put some on us.",we,had,we_ain't_had,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case,if,we,ain't ,had,none,on,"us,",we,could,put,some,on,us.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,775,DCA_se1_ag1_f_02,812.3795,815.5689,3.1894,1,1,So that boy did. I don't- I ain't see it today cause I came down here.,I,see,I_ain't_see,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,that,boy,did.,I,don't-,I,ain't ,see,it,today,cause,I,came,down,here.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,803,DCA_se1_ag1_f_02,839.2321,840.0248,0.7927,1,1,I ain't really-,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,really-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,804,DCA_se1_ag1_f_02,842.0251,845.9735,3.9484,1,1,"Mm-mm. I mostly stay on with my Friday. No, I ain't hardly look at that.",I,look,I_ain't_look,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mm-mm.,I,mostly,stay,on,with,my,Friday.,"No,",I,ain't ,hardly,look,at,that.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,918,DCA_se1_ag1_f_02,964.5804,966.0807,1.5003,1,1,And I ain't gonna have a big dog.,I,have,I_ain't_have,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,I,ain't ,gonna,have,a,big,dog.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,1120,DCA_se1_ag1_f_02,1185.839,1187.8989,2.0599,1,1,"He said, it's my teacher. I said, you ain't getting her.",you,getting,you_ain't_getting,PronounPersonal,VerbPresentParticiple,PronounPersonal_ain't_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,"said,",it's,my,teacher.,I,"said,",you,ain't ,getting,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,1860,DCA_se1_ag1_f_02,2092.8502,2093.4004,0.5502,1,1,I ain't.,I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,14,DCA_se1_ag1_f_03,18.2442,23.9924,5.7482,1,1,"I ain't r- actually played it, but you know I took it at school. I'll take it at school when I take gym, that's the only time.",I,constituentboundary,I_ain't_constituentboundary,PronounPersonal,ConstituentBoundary,PronounPersonal_ain't_ConstituentBoundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,r-,actually,played,"it,",but,you,know,I,took,it,at,school.,I'll,take,it,at,school,when,I,take,"gym,",that's,the,only,time.,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,132,DCA_se1_ag1_f_03,196.6017,198.5881,1.9864,1,1,And so she ain't like her son to do this.,she,like,she_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,so,she,ain't ,like,her,son,to,do,this.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,162,DCA_se1_ag1_f_03,232.2566,237.563,5.3064,1,1,"It ain't no fun. We can't get outside and get no fresh air until three o'clock, and I don't like that. And I'm not-",I,fun,I_ain't_fun,PronounPersonal,Noun,PronounPersonal_ain't_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It,ain't ,no,fun.,We,can't,get,outside,and,get,no,fresh,air,until,three,"o'clock,",and,I,don't,like,that.,And,I'm,not-,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,193,DCA_se1_ag1_f_03,285.1853,287.3897,2.2044,1,1,And that's why I like him. He ain't mean.,he,mean,he_ain't_mean,PronounPersonal,Adjective,PronounPersonal_ain't_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,that's,why,I,like,him.,He,ain't ,mean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,249,DCA_se1_ag1_f_03,372.1264,376.2391,4.1127,1,1,"So when we go in the bathroom, they'll beat me up. Then when I go up the step- I ain't like to fight-",I,like,I_ain't_like,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,So,when,we,go,in,the,"bathroom,",they'll,beat,me,up.,Then,when,I,go,up,the,step-,I,ain't ,like,to,fight-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,336,DCA_se1_ag1_f_03,526.2333,530.3646,4.1313,1,1,I ain't wanna be a grown up doctor. I wanna be a children doctor because I like childrens.,I,wanna,I_ain't_wanna,PronounPersonal,VerbBase,PronounPersonal_ain't_VerbBase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,ain't ,wanna,be,a,grown,up,doctor.,I,wanna,be,a,children,doctor,because,I,like,childrens.,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,366,DCA_se1_ag1_f_03,580.97,585.5257,4.5557,1,1,"I wanted to work in London cause I love London, but I don't think I ain't got no money to go to there.",I,got,I_ain't_got,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,wanted,to,work,in,London,cause,I,love,"London,",but,I,don't,think,I,ain't ,got,no,money,to,go,to,there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_03_1,382,DCA_se1_ag1_f_03,606.8865,609.7821,2.8956,1,1,But I ain't studied very much about it. I know that-,I,studied,I_ain't_studied,PronounPersonal,VerbPastParticiple,PronounPersonal_ain't_VerbPastParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,But,I,ain't ,studied,very,much,about,it.,I,know,that-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
