File,Line,Speaker,UttStartTime,UttEndTime,UttLength,InstancesCountPerLine,FeatureCountPerLine,Content,SubjectWordToken,PredicateWordToken,WordPattern,SubjectPOS,PredicatePOS,POSPattern,L29,L28,L27,L26,L25,L24,L23,L22,L21,L20,L19,L18,L17,L16,L15,L14,L13,L12,L11,L10,L9,L8,L7,L6,L5,L4,L3,L2,L1,ContentFeature,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,1,2
ATL_se0_ag1_m_05_1,143,ATL_int_01,190.4756,192.7957,2.3201,1,1,I be feeling that way sometimes personally,I,feeling,I_be_feeling,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,feeling,that,way,sometimes,personally,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag1_m_05_1,452,ATL_int_01,683.0107,687.8816,4.8709,1,1,"good question then cause I n- I don't know. I- a lot of people just be like, oh yeah, I just took the cheese bus.",lot,like,lot_be_like,Noun,QuotativeLike,Noun_be_QuotativeLike,,,,,,,,,,,,,,,good,question,then,cause,I,n-,I,don't,know.,I-,a,lot,of,people,just,be ,"like,",oh,"yeah,",I,just,took,the,cheese,bus.,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_f_02_1,711,ATL_int_01,933.6725,937.4024,3.7299,1,1,"I'm thinking some of these strippers out here, really be getting doctor money out here.",strippers,getting,strippers_be_getting,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,I'm,thinking,some,of,these,strippers,out,"here,",really,be ,getting,doctor,money,out,here.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_f_02_1,1619,ATL_int_01,2344.6498,2346.7393,2.0895,1,1,"Yeah, they be taking giant shits.",they,taking,they_be_taking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",they,be ,taking,giant,shits.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_01_1,710,ATL_se0_ag2_m_01,940.7264,946.5911,5.8647,1,1,your body's systems will slow way down and some people be frozen all the way,people,frozen,people_be_frozen,Noun,Adjective,Noun_be_Adjective,,,,,,,,,,,,,,,,,,,,your,body's,systems,will,slow,way,down,and,some,people,be ,frozen,all,the,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_01_1,1034,ATL_se0_ag2_m_01,1386.1148,1387.7553,1.6405,1,1,"they be like, don't look to the side.",they,like,they_be_like,PronounPersonal,QuotativeLike,PronounPersonal_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,be ,"like,",don't,look,to,the,side.,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_01_1,1049,ATL_int_01,1408.9369,1410.9555,2.0186,1,1,That's how I be tryna go in this situation.,I,trying,I_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,That's,how,I,be ,tryna,go,in,this,situation.,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_01_1,1486,ATL_se0_ag2_m_01,2025.6978,2029.5167,3.8189,1,1,Like I be correcting my kids so much just on common sense stuff.,I,correcting,I_be_correcting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,I,be ,correcting,my,kids,so,much,just,on,common,sense,stuff.,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_01_1,1504,ATL_se0_ag2_m_01,2053.2567,2056.2022,2.9455,1,1,Like I just be here trying to keep my brain,I,here,I_be_here,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,I,just,be ,here,trying,to,keep,my,brain,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_02_1,1732,ATL_int_01,1940.2478,1942.6542,2.4064,1,1,"You be watching the, um, show Everyday Struggle?",you,watching,you_be_watching,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You,be ,watching,"the,","um,",show,Everyday,Struggle?,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,405,ATL_int_01,499.8214,502.2226,2.4012,1,1,"Atlanta be winning so hard right now,",Atlanta,winning,Atlanta_be_winning,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atlanta,be ,winning,so,hard,right,"now,",,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1157,ATL_int_01,1443.9105,1447.4301,3.5196,1,1,He been on it. Like a lot of these lingos niggas be bringing out,niggas,bringing,niggas_be_bringing,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,He,been,on,it.,Like,a,lot,of,these,lingos,niggas,be ,bringing,out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1385,ATL_int_01,1737.2015,1741.3815,4.18,1,1,"He's a smart guy, and they really be tryna play that nigga like he a dumbass crackhead.",they,trying,they_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,He's,a,smart,"guy,",and,they,really,be ,tryna,play,that,nigga,like,he,a,dumbass,crackhead.,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1542,ATL_int_01,1943.1084,1948.9331,5.8247,3,1,"Nah, I mean, I be- I be- I be wondering like, you know, all the hood niggas and shit like that that actually, you know,",I,wondering,I_be_wondering,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,"Nah,",I,"mean,",I,be-,I,be-,I,be ,wondering,"like,",you,"know,",all,the,hood,niggas,and,shit,like,that,that,"actually,",you,"know,",,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1582,ATL_se0_ag2_m_03,2011.3806,2014.2665,2.8859,1,1,"Yeah, you feel me, like, niggas be having post- post-",niggas,having,niggas_be_having,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,"Yeah,",you,feel,"me,","like,",niggas,be ,having,post-,post-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1698,ATL_se0_ag2_m_03,2168.7445,2170.4651,1.7206,1,1,so niggas be high literally for like,niggas,high,niggas_be_high,Noun,Adjective,Noun_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,so,niggas,be ,high,literally,for,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1703,ATL_se0_ag2_m_03,2174.7135,2175.4907,0.7772,1,1,Niggas be high for,Niggas,high,Niggas_be_high,Noun,Adjective,Noun_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niggas,be ,high,for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1737,ATL_se0_ag2_m_03,2214.2648,2218.0118,3.747,1,1,"everybody say they got they gas. A nigga be smoking the shit, the fuck is this shit, bro?",nigga,smoking,nigga_be_smoking,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,everybody,say,they,got,they,gas.,A,nigga,be ,smoking,the,"shit,",the,fuck,is,this,"shit,",bro?,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1765,ATL_int_01,2257.5229,2258.8878,1.3649,1,1,"I don't be having no pain,",I,having,I_be_having,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,don't,be ,having,no,"pain,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1767,ATL_int_01,2259.2023,2262.4195,3.2172,1,1,"and then when I smoke, it definitely don't be no extra pain come out though.",it,pain,it_be_pain,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,and,then,when,I,"smoke,",it,definitely,don't,be ,no,extra,pain,come,out,though.,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1786,ATL_se0_ag2_m_03,2286.2545,2291.476,5.2215,4,3,"But I- yeah. But, yeah, I be going to some- I be going- like muscle spasm and shit. I be going through some shit I might be walking.",I,going,I_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,going to some- I be going- like muscle spasm and shit. I be going through some shit I might be walking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1786,ATL_se0_ag2_m_03,2286.2545,2291.476,5.2215,4,3,"But I- yeah. But, yeah, I be going to some- I be going- like muscle spasm and shit. I be going through some shit I might be walking.",I,going,I_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,going- like muscle spasm and shit. I be going through some shit I might be walking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,1786,ATL_se0_ag2_m_03,2286.2545,2291.476,5.2215,4,3,"But I- yeah. But, yeah, I be going to some- I be going- like muscle spasm and shit. I be going through some shit I might be walking.",I,going,I_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,going through some shit I might be walking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL_se0_ag2_m_03_1,2087,ATL_se0_ag2_m_03,2681.7702,2682.5882,0.818,1,1,"And niggas be like,",niggas,like,niggas_be_like,Noun,QuotativeLike,Noun_be_QuotativeLike,,,,,,,,,,,,,,,,,,,,,,,,,,,,And,niggas,be ,"like,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,183,DCA_se1_ag1_f_01,197.8384,199.9916,2.1532,1,1,some- some children be on one team,children,on,children_be_on,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,some-,some,children,be ,on,one,team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,185,DCA_se1_ag1_f_01,200.3086,201.5536,1.245,1,1,and some be on another-,some,on,some_be_on,PronounIndefinite,Preposition,PronounIndefinite_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,some,be ,on,another-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,439,DCA_se1_ag1_f_01,502.6921,505.2089,2.5168,1,1,"every time you be bad, she'll holler at you.",you,bad,you_be_bad,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,every,time,you,be ,"bad,",she'll,holler,at,you.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_01_1,843,DCA_se1_ag1_f_01,1044.8825,1046.4259,1.5434,1,1,"Sometime I be with uh,",I,with,I_be_with,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometime,I,be ,with,"uh,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,29,DCA_se1_ag1_f_02,29.3533,30.7662,1.4129,1,1,Sometime I just be at home.,I,at,I_be_at,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,Sometime,I,just,be ,at,home.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,73,DCA_se1_ag1_f_02,68.249,70.7389,2.4899,1,1,"Two people be at each end, carrying a rope like this.",people,at,people_be_at,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,Two,people,be ,at,each,"end,",carrying,a,rope,like,this.,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,213,DCA_se1_ag1_f_02,224.4868,229.3863,4.8995,2,2,a girl be standing way far from away from me. And- and two people- a lot of people be standing back.,girl,standing,girl_be_standing,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,standing way far from away from me. And- and two people- a lot of people be standing back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,213,DCA_se1_ag1_f_02,224.4868,229.3863,4.8995,2,2,a girl be standing way far from away from me. And- and two people- a lot of people be standing back.,lot,standing,lot_be_standing,Noun,VerbPresentParticiple,Noun_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be,standing back.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,1774,DCA_se1_ag1_f_02,1986.8921,1991.0654,4.1733,1,1,I let them do something. I don't be strict like that. I don't- I let them do some things.,I,strict,I_be_strict,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,I,let,them,do,something.,I,don't,be ,strict,like,that.,I,don't-,I,let,them,do,some,things.,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_02_1,1838,DCA_se1_ag1_f_02,2066.2856,2067.7264,1.4408,1,1,I be over with my friends.,I,over,I_be_over,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,over,with,my,friends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,164,DCA_se1_ag1_f_04,162.2188,165.7491,3.5303,2,1,well they be throwing it to the su- su- a sugar ball and if you be k- caught,you,caught,you_be_caught,PronounPersonal,VerbPastParticiple,PronounPersonal_be_VerbPastParticiple,,,,,,,,,,,,,,,well,they,be,throwing,it,to,the,su-,su-,a,sugar,ball,and,if,you,be ,k-,caught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,166,DCA_se1_ag1_f_04,166.489,168.1687,1.6797,1,1,they be throwing you to the trash can.,they,throwing,they_be_throwing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,they,be ,throwing,you,to,the,trash,can.,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,263,DCA_se1_ag1_f_04,265.2618,266.8215,1.5597,1,1,"and somebody be up,",somebody,up,somebody_be_up,PronounIndefinite,Adverb,PronounIndefinite_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,somebody,be ,"up,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,267,DCA_se1_ag1_f_04,268.6711,270.5708,1.8997,1,1,and we be down at the next corner.,we,down,we_be_down,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,we,be ,down,at,the,next,corner.,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,418,DCA_se1_ag1_f_04,420.4221,422.6877,2.2656,1,1,And the person who get the last one be first.,one,first,one_be_first,PronounIndefinite,Adjective,PronounIndefinite_be_Adjective,,,,,,,,,,,,,,,,,,,,,,And,the,person,who,get,the,last,one,be ,first.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,538,DCA_se1_ag1_f_04,586.2135,588.1982,1.9847,1,1,"No I don't watch 'em, I be outside.",I,outside,I_be_outside,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,No,I,don't,watch,"'em,",I,be ,outside.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,802,DCA_se1_ag1_f_04,868.0615,869.4563,1.3948,1,1,Cause we be mean to her.,we,mean,we_be_mean,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,we,be ,mean,to,her.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,1351,DCA_se1_ag1_f_04,1546.3773,1547.8048,1.4275,1,1,"And the teacher be in the hall,",teacher,in,teacher_be_in,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,And,the,teacher,be ,in,the,"hall,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,1360,DCA_se1_ag1_f_04,1553.5845,1554.7168,1.1323,1,1,"it be on a record player,",it,on,it_be_on,PronounPersonal,Preposition,PronounPersonal_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,it,be ,on,a,record,"player,",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_04_1,2120,DCA_se1_ag1_f_04,2477.2428,2480.1973,2.9545,1,1,"in the street or the sidewalk or something, when you be skating.",you,skating,you_be_skating,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,in,the,street,or,the,sidewalk,or,"something,",when,you,be ,skating.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,24,DCA_se1_ag1_f_05,27.6083,29.7206,2.1123,1,1,"on- You know, it be blocks in the street,",it,blocks,it_be_blocks,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,on-,You,"know,",it,be ,blocks,in,the,"street,",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,219,DCA_se1_ag1_f_05,253.945,256.6172,2.6722,1,1,til you miss- They be counting numbers.,they,counting,they_be_counting,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,til,you,miss-,They,be ,counting,numbers.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,707,DCA_se1_ag1_f_05,895.9744,898.1689,2.1945,1,1,"Cause sometime I be sleeping, and-",I,sleeping,I_be_sleeping,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,Cause,sometime,I,be ,"sleeping,",and-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,815,DCA_se1_ag1_f_05,1062.0781,1063.2751,1.197,1,1,I be so tired.,I,tired,I_be_tired,PronounPersonal,Adjective,PronounPersonal_be_Adjective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,be ,so,tired.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,1190,DCA_se1_ag1_f_05,1546.0853,1547.7774,1.6921,1,1,They be working some,they,working,they_be_working,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,working,some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_f_05_1,1194,DCA_se1_ag1_f_05,1550.1508,1551.3085,1.1577,1,1,They be working.,they,working,they_be_working,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They,be ,working.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_01_1,28,DCA_se1_ag1_m_01,25.6734,26.8625,1.1891,1,1,"one person be it,",person,it,person_be_it,Noun,PronounPersonal,Noun_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,,one,person,be ,"it,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_01_1,100,DCA_se1_ag1_m_01,110.9546,112.5446,1.59,1,1,"and whoever be the last one,",whoever,one,whoever_be_one,PronounPersonal,PronounIndefinite,PronounPersonal_be_PronounIndefinite,,,,,,,,,,,,,,,,,,,,,,,,,,,,and,whoever,be ,the,last,"one,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_01_1,336,DCA_int_02,385.0206,385.8646,0.844,1,1,What they be doing?,they,doing,they_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,What,they,be ,doing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_02_1,65,DCA_se1_ag1_m_02,77.5567,78.4519,0.8952,1,1,Uh-huh. And they be it.,they,it,they_be_it,PronounPersonal,PronounPersonal,PronounPersonal_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,Uh-huh.,And,they,be ,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_02_1,174,DCA_se1_ag1_m_02,188.499,189.4688,0.9698,1,1,the last one be it.,one,it,one_be_it,PronounIndefinite,PronounPersonal,PronounIndefinite_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,the,last,one,be ,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_02_1,186,DCA_se1_ag1_m_02,198.769,199.7855,1.0165,1,1,"And last one be it,",one,it,one_be_it,PronounIndefinite,PronounPersonal,PronounIndefinite_be_PronounPersonal,,,,,,,,,,,,,,,,,,,,,,,,,,,And,last,one,be ,"it,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_02_1,356,DCA_se1_ag1_m_02,368.987,370.6858,1.6988,1,1,"He- You know, like, it be about",it,about,it_be_about,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,He-,You,"know,","like,",it,be ,about,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_02_1,909,DCA_se1_ag1_m_02,871.086,872.4383,1.3523,1,1,Like it be a lean pursuit,it,pursuit,it_be_pursuit,PronounPersonal,Noun,PronounPersonal_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,,Like,it,be ,a,lean,pursuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,520,DCA_se1_ag1_m_03,559.8801,562.6732,2.7931,1,1,because there's a lot of boys be on the porches.,lot,on,lot_be_on,Noun,Preposition,Noun_be_Preposition,,,,,,,,,,,,,,,,,,,,,,,,because,there's,a,lot,of,boys,be ,on,the,porches.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,528,DCA_se1_ag1_m_03,572.8406,575.1534,2.3128,1,1,"Then you call it cause most of them, they be trying to-",they,trying,they_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,Then,you,call,it,cause,most,of,"them,",they,be ,trying,to-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,530,DCA_se1_ag1_m_03,575.4752,578.3557,2.8805,1,1,"my brothers, they be trying to sneak all the way around,",they,trying,they_be_trying,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,my,"brothers,",they,be ,trying,to,sneak,all,the,way,"around,",,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,662,DCA_se1_ag1_m_03,710.4956,711.7592,1.2636,1,1,but I be out working.,I,out,I_be_out,PronounPersonal,Adverb,PronounPersonal_be_Adverb,,,,,,,,,,,,,,,,,,,,,,,,,,,,but,I,be ,out,working.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,827,DCA_se1_ag1_m_03,881.4519,883.162,1.7101,1,1,Or he be replacing it.,he,replacing,he_be_replacing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,Or,he,be ,replacing,it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,835,DCA_se1_ag1_m_03,892.5053,894.705,2.1997,1,1,Then so they be going to airport. Then he tells-,they,going,they_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,Then,so,they,be ,going,to,airport.,Then,he,tells-,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_03_1,1293,DCA_se1_ag1_m_03,1313.1721,1314.1921,1.02,1,1,He be going Jack.,he,going,he_be_going,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He,be ,going,Jack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_04_1,375,DCA_se1_ag1_m_04,543.1701,546.6066,3.4365,1,1,"See sometime, the children, th- they be bothering you while you try and do your work.",they,bothering,they_be_bothering,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,See,"sometime,",the,"children,",th-,they,be ,bothering,you,while,you,try,and,do,your,work.,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_04_1,383,DCA_se1_ag1_m_04,555.0209,558.4155,3.3946,1,1,They keep talking and sometime when they be talking I might talk back to 'em.,they,talking,they_be_talking,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,They,keep,talking,and,sometime,when,they,be ,talking,I,might,talk,back,to,'em.,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_04_1,385,DCA_se1_ag1_m_04,558.764,561.5245,2.7605,1,1,"Sometime I don't. I be doing my work, and she'll think it's me.",I,doing,I_be_doing,PronounPersonal,VerbPresentParticiple,PronounPersonal_be_VerbPresentParticiple,,,,,,,,,,,,,,,,,,,,,,,,,,Sometime,I,don't.,I,be ,doing,my,"work,",and,she'll,think,it's,me.,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_04_1,445,DCA_se1_ag1_m_04,650.0463,653.2777,3.2314,1,1,"Miss RD-NAME-3, before we getting ready to go- she- she be sha-",she,sha-,she_be_sha-,PronounPersonal,Disfluency,PronounPersonal_be_Disfluency,,,,,,,,,,,,,,,,,,,,Miss,"RD-NAME-3,",before,we,getting,ready,to,go-,she-,she,be ,sha-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCA_se1_ag1_m_04_1,1020,DCA_se1_ag1_m_04,1505.1098,1506.4761,1.3663,1,1,"Yes, they always be fights.",they,fights,they_be_fights,PronounNonReferential,Noun,PronounNonReferential_be_Noun,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes,",they,always,be ,fights.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
