File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,AintVariation,InstancesCountPerLine,FeatureCountPerLine
DCA_se1_ag1_f_02_1,1247,DCA_se1_ag1_f_02,1358.2863,1360.9161,2.6298,"pieces of all eight of 'em, but I didn't want all eight of 'em cause-",didn't,1,0
DCA_se1_ag1_f_02_1,1297,DCA_se1_ag1_f_02,1423.4796,1428.132,4.6524,"So I- I didn't write the way I found the answer, and she made me do it over. And I said",didn't,1,0
DCA_se1_ag1_f_02_1,1484,DCA_se1_ag1_f_02,1655.2519,1658.6546,3.4027,And this girl- that girl that was outside that say she didn't want that -,didn't,1,0
DCA_se1_ag1_f_02_1,1649,DCA_se1_ag1_f_02,1819.6381,1820.6733,1.0352,And if I'm not around-,I'm not,1,0
DCA_se1_ag1_f_02_1,1650,DCA_se1_ag1_f_02,1820.7992,1822.641,1.8418,I don't know who it is when I'm not around.,I'm not,1,0
DCA_se1_ag1_f_02_1,1860,DCA_se1_ag1_f_02,2092.8502,2093.4004,0.5502,I ain't.,ain't,1,1
DCA_se1_ag1_f_03_1,14,DCA_se1_ag1_f_03,18.2442,23.9924,5.7482,"I ain't r- actually played it, but you know I took it at school. I'll take it at school when I take gym, that's the only time.",ain't,1,1
DCA_se1_ag1_f_03_1,128,DCA_se1_ag1_f_03,186.7746,191.0213,4.2467,both the two little boys went out and shined shoes. And Juliette didn't like it because she said,didn't,1,0
DCA_se1_ag1_f_03_1,132,DCA_se1_ag1_f_03,196.6017,198.5881,1.9864,And so she ain't like her son to do this.,ain't,1,1
DCA_se1_ag1_f_03_1,162,DCA_se1_ag1_f_03,232.2566,237.563,5.3064,"It ain't no fun. We can't get outside and get no fresh air until three o'clock, and I don't like that. And I'm not-",ain't,1,1
DCA_se1_ag1_f_03_1,162,DCA_se1_ag1_f_03,232.2566,237.563,5.3064,"It ain't no fun. We can't get outside and get no fresh air until three o'clock, and I don't like that. And I'm not-",I'm not,1,0
DCA_se1_ag1_f_03_1,193,DCA_se1_ag1_f_03,285.1853,287.3897,2.2044,And that's why I like him. He ain't mean.,ain't,1,1
DCA_se1_ag1_f_03_1,249,DCA_se1_ag1_f_03,372.1264,376.2391,4.1127,"So when we go in the bathroom, they'll beat me up. Then when I go up the step- I ain't like to fight-",ain't,1,1
DCA_se1_ag1_f_03_1,336,DCA_se1_ag1_f_03,526.2333,530.3646,4.1313,I ain't wanna be a grown up doctor. I wanna be a children doctor because I like childrens.,ain't,1,1
DCA_se1_ag1_f_03_1,366,DCA_se1_ag1_f_03,580.97,585.5257,4.5557,"I wanted to work in London cause I love London, but I don't think I ain't got no money to go to there.",ain't,1,1
DCA_se1_ag1_f_03_1,382,DCA_se1_ag1_f_03,606.8865,609.7821,2.8956,But I ain't studied very much about it. I know that-,ain't,1,1
DCA_se1_ag1_f_03_1,400,DCA_se1_ag1_f_03,640.9467,646.2939,5.3472,"By- Like some peoples can't have- ain't got enough food, and they ain't living in a decent home.",ain't,2,2
DCA_se1_ag1_f_03_1,577,DCA_se1_ag1_f_03,907.2828,908.2107,0.9279,they didn't get killed.,didn't,1,0
DCA_se1_ag1_f_04_1,335,DCA_int_03,335.7098,337.6094,1.8996,"You knew more than you thought, didn't you ?",didn't,1,0
DCA_se1_ag1_f_04_1,528,DCA_se1_ag1_f_04,568.4002,570.5634,2.1632,That he didn't do that blame to a person.,didn't,1,0
DCA_se1_ag1_f_04_1,683,DCA_se1_ag1_f_04,727.7204,728.9516,1.2312,they didn't get married,didn't,1,0
DCA_se1_ag1_f_04_1,684,DCA_int_03,729.3401,729.75,0.4099,They didn't?,didn't,1,0
DCA_se1_ag1_f_04_1,697,DCA_se1_ag1_f_04,740.803,741.6871,0.8841,they ain't want no white pe-,ain't,1,1
DCA_se1_ag1_f_04_1,702,DCA_int_03,745.5641,748.6046,3.0405,"Well who, who was it that didn't want the colored people in their family?",didn't,1,0
DCA_se1_ag1_f_04_1,786,DCA_se1_ag1_f_04,845.5117,847.8373,2.3256,"No, he didn't do nothing.",didn't,1,0
DCA_se1_ag1_f_04_1,834,DCA_se1_ag1_f_04,914.5699,915.6397,1.0698,I ain't that mean.,ain't,1,1
DCA_se1_ag1_f_04_1,854,DCA_se1_ag1_f_04,927.5404,931.0499,3.5095,"the principal ain't mean. She start looking at me, I say I ain't say nothing.",ain't,2,2
DCA_se1_ag1_f_04_1,1096,DCA_int_03,1211.8781,1213.1878,1.3097,Isn't that supposed to be bad?,isn't,1,0
DCA_se1_ag1_f_04_1,1207,DCA_se1_ag1_f_04,1357.3734,1358.2193,0.8459,if I haven't,haven't,1,0
DCA_se1_ag1_f_04_1,1239,DCA_se1_ag1_f_04,1391.8056,1392.9549,1.1493,They ain't tell us yet.,ain't,1,1
DCA_se1_ag1_f_04_1,1241,DCA_int_03,1393.4351,1396.4354,3.0003,You haven't gotten it? Well what about last year? What kind of report card did you get?,haven't,1,0
DCA_se1_ag1_f_04_1,1264,DCA_se1_ag1_f_04,1433.6426,1435.323,1.6804,"No, her name ain't Miss RD-NAME-2",ain't,1,1
DCA_se1_ag1_f_04_1,1325,DCA_int_03,1519.2279,1520.7787,1.5508,What else about her didn't you like?,didn't,1,0
DCA_se1_ag1_f_04_1,1331,DCA_se1_ag1_f_04,1523.7475,1527.6951,3.9476,She don't never give nobody no party. We ain't have no party for no Halloween.,ain't,1,1
DCA_se1_ag1_f_04_1,1378,DCA_se1_ag1_f_04,1578.6331,1579.7111,1.078,I ain't play nothing-.,ain't,1,1
DCA_se1_ag1_f_04_1,1498,DCA_se1_ag1_f_04,1724.5122,1725.6036,1.0914,"I ain't count myself,",ain't,1,1
DCA_se1_ag1_f_04_1,1623,DCA_se1_ag1_f_04,1864.8309,1866.2044,1.3735,I ain't- I don't know.,ain't,1,1
DCA_se1_ag1_f_04_1,1798,DCA_int_03,2062.2665,2064.5504,2.2839,"Oh boy, that's pretty old, isn't it? ",isn't,1,0
DCA_se1_ag1_f_04_1,1876,DCA_se1_ag1_f_04,2168.57,2170.7845,2.2145,I didn't like the mopping and wash the dishes.,didn't,1,0
DCA_se1_ag1_f_04_1,2010,DCA_se1_ag1_f_04,2342.2418,2343.8697,1.6279,I ain't gonna eat the way I wanna eat.,ain't,1,1
DCA_se1_ag1_f_05_1,305,DCA_se1_ag1_f_05,350.7073,352.274,1.5667,"they ain't let the um, preacher, d-",ain't,1,1
DCA_se1_ag1_f_05_1,337,DCA_se1_ag1_f_05,388.3626,390.1893,1.8267,"preacher, but they didn't but they shot",didn't,1,0
DCA_se1_ag1_f_05_1,355,DCA_int_03,404.953,407.3148,2.3618,Well did- What was that one about? I didn't get to see it.,didn't,1,0
DCA_se1_ag1_f_05_1,365,DCA_se1_ag1_f_05,418.8469,422.3315,3.4846,He said that his mother ain't love him. His mother love,ain't,1,1
DCA_se1_ag1_f_05_1,392,DCA_se1_ag1_f_05,452.9016,455.1197,2.2181,And they ain't know what to do. And,ain't,1,1
DCA_se1_ag1_f_05_1,461,DCA_se1_ag1_f_05,531.3557,534.6812,3.3255,"And I wanted go see this stage show, but I didn't.",didn't,1,0
DCA_se1_ag1_f_05_1,572,DCA_int_03,676.2112,678.5158,2.3046,"So you're taking geometry. That's- that's fun, isn't it?",isn't,1,0
DCA_se1_ag1_f_05_1,660,DCA_se1_ag1_f_05,816.2612,819.5412,3.28,"In the sixth grade, I ain't hardly like my sixth grade teacher.",ain't,1,1
DCA_se1_ag1_f_05_1,662,DCA_se1_ag1_f_05,820.8072,823.6177,2.8105,"Miss RD-NAME-2, I ain't hardly like her.",ain't,1,1
DCA_se1_ag1_f_05_1,663,DCA_int_03,824.2749,826.2699,1.995,Oh. Why didn't you like her?,didn't,1,0
DCA_se1_ag1_f_05_1,673,DCA_int_03,842.3091,844.2322,1.9231,"What do mean, she didn't let you do things or what?",didn't,1,0
DCA_se1_ag1_f_05_1,676,DCA_se1_ag1_f_05,845.3512,847.7821,2.4309,"When we ask to go out, she ain't let us go out.",ain't,1,1
DCA_se1_ag1_f_05_1,713,DCA_se1_ag1_f_05,904.5455,906.8984,2.3529,at me because I ain't know the answer.,ain't,1,1
DCA_se1_ag1_f_05_1,715,DCA_int_03,907.9722,909.2924,1.3202,Why didn't you know the answer?,didn't,1,0
DCA_se1_ag1_f_05_1,976,DCA_se1_ag1_f_05,1261.8502,1263.6394,1.7892,She ain't- she don't know say nothing.,ain't,1,1
DCA_se1_ag1_f_05_1,1113,DCA_se1_ag1_f_05,1451.6312,1452.9632,1.332,I'm not smart.,I'm not,1,0
DCA_se1_ag1_f_05_1,1226,DCA_se1_ag1_f_05,1592.155,1593.6378,1.4828,"No, didn't go f-",didn't,1,0
DCA_se1_ag1_f_05_1,1234,DCA_se1_ag1_f_05,1600.6411,1602.1551,1.514,We ain't have one this time.,ain't,1,1
DCA_se1_ag1_m_01_1,455,DCA_se1_ag1_m_01,546.4385,548.0146,1.5761,"He said, hey miss, you ain't give me none.",ain't,1,1
DCA_se1_ag1_m_01_1,728,DCA_se1_ag1_m_01,843.4216,845.1142,1.6926,"she said she didn't know how to do it,",didn't,1,0
DCA_se1_ag1_m_02_1,772,DCA_se1_ag1_m_02,747.604,749.2313,1.6273,Ain't you too- a little too young,ain't,1,1
DCA_se1_ag1_m_02_1,853,DCA_se1_ag1_m_02,826.7371,828.2199,1.4828,And he ain't see him. He jumped on him.,ain't,1,1
DCA_se1_ag1_m_02_1,923,DCA_se1_ag1_m_02,882.8855,883.7901,0.9046,He ain't know it though.,ain't,1,1
DCA_se1_ag1_m_02_1,1486,DCA_se1_ag1_m_02,1347.712,1350.3081,2.5961,"He say, I ain't late. I ain't putting my name out there.",ain't,2,2
DCA_se1_ag1_m_02_1,1582,DCA_se1_ag1_m_02,1434.6718,1435.9075,1.2357,What she didn't put in.,didn't,1,0
DCA_se1_ag1_m_02_1,1584,DCA_se1_ag1_m_02,1436.4204,1439.1296,2.7092,"So she's like, I ain't really writing nothing in there.",ain't,1,1
DCA_se1_ag1_m_02_1,1674,DCA_se1_ag1_m_02,1535.8232,1537.1987,1.3755,she didn't even let us-,didn't,1,0
DCA_se1_ag1_m_02_1,1678,DCA_se1_ag1_m_02,1541.3243,1543.5531,2.2288,Well she didn't let us go outside at all.,didn't,1,0
DCA_se1_ag1_m_02_1,1705,DCA_se1_ag1_m_02,1570.3136,1573.4086,3.095,she ain't let nobody do n- no drawing but me.,ain't,1,1
DCA_se1_ag1_m_02_1,1770,DCA_se1_ag1_m_02,1637.259,1638.933,1.674,"So he didn't get to use it,",didn't,1,0
DCA_se1_ag1_m_02_1,1828,DCA_se1_ag1_m_02,1700.6777,1701.6942,1.0165,And she ain't believe it.,ain't,1,1
DCA_se1_ag1_m_02_1,1834,DCA_se1_ag1_m_02,1704.8545,1706.5751,1.7206,Did- I didn't take nothing out of there.,didn't,1,0
DCA_se1_ag1_m_02_1,1860,DCA_se1_ag1_m_02,1726.5755,1729.2555,2.68,"Say, she ain't gonna do nothing. She gonna come up here and beat you.",ain't,1,1
DCA_se1_ag1_m_02_2,140,DCA_se1_ag1_m_02,155.4367,156.691,1.2543,but she know I'm not asleep.,I'm not,1,0
DCA_se1_ag1_m_02_2,191,DCA_se1_ag1_m_02,223.8241,226.1136,2.2895,and tell everybody that he didn't get shot.,didn't,1,0
DCA_se1_ag1_m_03_1,268,DCA_se1_ag1_m_03,286.722,288.9313,2.2093,"then you it, I'm not it no more until you",I'm not,1,0
DCA_se1_ag1_m_03_1,301,DCA_se1_ag1_m_03,323.8717,325.1132,1.2415,"I'm not out, you know, but",I'm not,1,0
DCA_se1_ag1_m_03_1,380,DCA_se1_ag1_m_03,411.6274,412.7604,1.133,And they didn't get him out yet.,didn't,1,0
DCA_se1_ag1_m_03_1,456,DCA_se1_ag1_m_03,494.6758,497.2008,2.525,"Well I- I ain't- I ain't learned that one yet, but I-",ain't,2,2
DCA_se1_ag1_m_03_1,1935,DCA_se1_ag1_m_03,1989.7173,1990.9389,1.2216,I ain't got my pad.,ain't,1,1
DCA_se1_ag1_m_03_1,2006,DCA_se1_ag1_m_03,2084.3417,2086.3048,1.9631,Cause didn't nobody hardly stay home then.,didn't,1,0
DCA_se1_ag1_m_03_1,2008,DCA_se1_ag1_m_03,2086.7058,2088.36,1.6542,And I wish they didn't stay home,didn't,1,0
DCA_se1_ag1_m_03_1,2094,DCA_se1_ag1_m_03,2186.8966,2189.4006,2.504,he shocking me. I didn't know he could dance so good.,didn't,1,0
DCA_se1_ag1_m_04_1,423,DCA_se1_ag1_m_04,611.9632,615.1298,3.1666,I got one F in his room one time. He ain't make me do it all over.,ain't,1,1
DCA_se1_ag1_m_04_1,478,DCA_se1_ag1_m_04,693.711,695.8559,2.1449,There- i- aren't none. Everybody just the same.,aren't,1,0
DCA_se1_ag1_m_04_1,676,DCA_se1_ag1_m_04,995.7428,996.8713,1.1285,and he ain't- and he,ain't,1,1
DCA_se1_ag1_m_04_1,1172,DCA_se1_ag1_m_04,1726.8859,1731.0592,4.1733,"And then my little- my brother- my brother told me, boy what you swallow a penny for? And I told him I didn't know wh-",didn't,1,0
DCA_se1_ag1_m_05_1,114,DCA_se1_ag1_m_05,170.4062,171.1081,0.7019,I'm not it.,I'm not,1,0
DCA_se1_ag1_m_05_1,289,DCA_se1_ag1_m_05,397.0485,398.1139,1.0654,I didn't mean to.,didn't,1,0
DCA_se1_ag1_m_05_1,733,DCA_se1_ag1_m_05,1095.1599,1098.5518,3.3919,"I passed it through the sixth grade, now I ain't study nothing yet.",ain't,1,1
DCA_se1_ag1_m_05_1,785,DCA_se1_ag1_m_05,1195.2604,1197.0719,1.8115,if we didn't learn something,didn't,1,0
DCA_se1_ag1_m_05_1,850,DCA_se1_ag1_m_05,1320.7082,1321.9936,1.2854,"No, I didn't do that.",didn't,1,0
DCA_se1_ag1_m_06_1,148,DCA_se1_ag1_m_06,211.5322,213.0569,1.5247,"I went today, but I ain't-",ain't,1,1
DCA_se1_ag1_m_06_1,251,DCA_int_06,355.7653,357.3041,1.5388,Wh- well why didn't you like her?,didn't,1,0
DCA_se1_ag1_m_06_1,262,DCA_se1_ag1_m_06,372.8187,374.8704,2.0517,and the principal didn't even know it.,didn't,1,0
DCA_se1_ag1_m_06_1,364,DCA_se1_ag1_m_06,550.6337,554.68,4.0463,"they left and they ain't had no tools in their hand. And they saw me too but,",ain't,1,1
DCA_se1_ag1_m_06_1,366,DCA_se1_ag1_m_06,555.7618,557.2108,1.449,they ain't seen what I look like.,ain't,1,1
DCA_se1_ag1_m_06_1,367,DCA_int_06,557.9428,559.4583,1.5155,"Mm, they didn't see what you look like.",didn't,1,0
DCA_se1_ag1_m_07_1,62,DCA_se1_ag1_m_07,77.1134,78.946,1.8326,"lay up. I'm not too good, you know.",I'm not,1,0
DCA_se1_ag1_m_07_1,164,DCA_se1_ag1_m_07,201.6372,203.6795,2.0423,"No, I did- I haven't been looking at TV lately.",haven't,1,0
DCA_se1_ag1_m_07_1,198,DCA_se1_ag1_m_07,244.6318,248.9847,4.3529,"Yeah, we have children like broke in a house, something like that. Ain't but nine years old.",ain't,1,1
DCA_se1_ag1_m_07_1,294,DCA_se1_ag1_m_07,380.7693,386.1782,5.4089,"you know, suspense about the picture to me was I didn't know that they were uh, lesbians or whatever you call them, you know.",didn't,1,0
DCA_se1_ag1_m_07_1,321,DCA_se1_ag1_m_07,413.9867,416.2482,2.2615,"Then the other girl, you know, didn't want her to marry him.",didn't,1,0
DCA_se1_ag1_m_07_1,333,DCA_se1_ag1_m_07,427.7466,430.3765,2.6299,"I didn't know that they were, you know, lesbians, but uh,",didn't,1,0
DCA_se1_ag1_m_07_1,365,DCA_se1_ag1_m_07,467.9041,471.6298,3.7257,"But uh, she was always raised you know, that the color didn't make no difference.",didn't,1,0
DCA_se1_ag1_m_07_1,366,DCA_se1_ag1_m_07,472.0448,474.0847,2.0399,"So she didn't think her parents would, you know",didn't,1,0
DCA_se1_ag1_m_07_1,380,DCA_se1_ag1_m_07,493.2962,496.4369,3.1407,"But they still didn't want to get them married cause they didn't think they could make it,",didn't,2,0
DCA_se1_ag1_m_07_1,428,DCA_se1_ag1_m_07,564.2405,566.6666,2.4261,"you know, the white people down there, they really didn't like him.",didn't,1,0
DCA_se1_ag1_m_07_1,621,DCA_se1_ag1_m_07,827.8126,830.2079,2.3953,"Like when I went to Catholic school, if you didn't bring in your homework,",didn't,1,0
DCA_se1_ag1_m_07_1,693,DCA_se1_ag1_m_07,949.9355,952.5784,2.6429,"And you know, we didn't have no trouble together, you know.",didn't,1,0
DCA_se1_ag1_m_07_1,703,DCA_se1_ag1_m_07,973.3087,975.4074,2.0987,"and, you know, she ain't catch me or something.",ain't,1,1
DCA_se1_ag1_m_07_1,717,DCA_se1_ag1_m_07,991.2221,994.1138,2.8917,"Nah, in Catholic school they didn't, you know, mess with the teachers,",didn't,1,0
DCA_se1_ag1_m_07_1,740,DCA_se1_ag1_m_07,1032.123,1034.0041,1.8811,"You know, and, if I ain't got no money,",ain't,1,1
DCA_se1_ag1_m_07_2,24,DCA_se1_ag1_m_07,35.7048,39.0703,3.3655,"I'm not too good at it, you know, but I know, you know, how I look.",I'm not,1,0
DCA_se1_ag1_m_07_2,47,DCA_se1_ag1_m_07,72.0469,74.2045,2.1576,"in our environment, there aren't any, you know",aren't,1,0
DCA_se1_ag1_m_07_2,68,DCA_se1_ag1_m_07,108.6941,112.979,4.2849,"well I heard, you know, like the one uptown ain't gonna be nothing. Let's go to the one downtown, you know.",ain't,1,1
DCA_se1_ag1_m_07_2,180,DCA_se1_ag1_m_07,278.4826,280.482,1.9994,"I didn't cry or nothing, you know. I was more like",didn't,1,0
DCA_se1_ag1_m_07_2,186,DCA_se1_ag1_m_07,287.5688,289.2402,1.6714,"I didn't know what was happening, you know.",didn't,1,0
DCA_se1_ag1_m_07_2,190,DCA_se1_ag1_m_07,292.9572,296.9078,3.9506,"didn't nobody around me believe I was shot neither, you know, til I pulled off my shirt.",didn't,1,0
DCA_se1_ag1_m_07_2,216,DCA_se1_ag1_m_07,336.1692,338.737,2.5678,"I didn't know I was going to get shot, so whatever happened",didn't,1,0
DCA_se1_ag1_m_07_2,393,DCA_se1_ag1_m_07,639.7232,642.0321,2.3089,"you know, I really didn't expect to get it, you know. But uh,",didn't,1,0
DCA_se1_ag1_m_08_1,257,DCA_se1_ag1_m_08,305.3476,307.2873,1.9397,that she had met at first didn't notice she w-,didn't,1,0
DCA_se1_ag1_m_08_1,279,DCA_se1_ag1_m_08,327.2224,328.1084,0.886,but she didn't care.,didn't,1,0
DCA_se1_ag1_m_08_1,508,DCA_se1_ag1_m_08,608.8867,611.2182,2.3315,"it was same weight, but we- we didn't win championship.",didn't,1,0
DCA_se1_ag1_m_08_1,784,DCA_se1_ag1_m_08,948.5273,954.3734,5.8461,"But I didn't touch- get in touch with him to get the address or anything, so I could go by myself. Me and him were both were supposed to go, but",didn't,1,0
DCA_se1_ag1_m_08_1,785,DCA_se1_ag1_m_08,955.2733,958.6819,3.4086,"since he didn't you know, show up, I was gonna go by myself when I had the address.",didn't,1,0
DCA_se1_ag2_f_01_1,184,DCA_se1_ag2_f_01,317.5259,319.8153,2.2894,"holler if you didn't show up at all, or ",didn't,1,0
DCA_se1_ag2_f_01_1,224,DCA_se1_ag2_f_01,377.9968,380.8832,2.8864,"She didn't make it so it was something that you uh,",didn't,1,0
DCA_se1_ag2_f_01_1,228,DCA_se1_ag2_f_01,382.7285,384.4118,1.6833,didn't enj- you didn't like.,didn't,2,0
DCA_se1_ag2_f_01_1,242,DCA_int_06,403.0879,404.8458,1.7579,Why didn't you like her?,didn't,1,0
DCA_se1_ag2_f_01_1,244,DCA_int_06,405.6327,407.2368,1.6041,Or what didn't you like about her?,didn't,1,0
DCA_se1_ag2_f_01_1,532,DCA_int_06,822.9375,824.1172,1.1797,I haven't thought about it either.,haven't,1,0
DCA_se1_ag2_m_01_1,36,DCA_se1_ag2_m_01,55.032,58.0373,3.0053,"time you know. You didn't have the parks, so you had to play in the streets.",didn't,1,0
DCA_se1_ag2_m_01_1,102,DCA_se1_ag2_m_01,149.014,152.5185,3.5045,"And then we'd had a little frolic, yeah, cause I didn't wanted to lose all my marbles.",didn't,1,0
DCA_se1_ag2_m_01_1,118,DCA_se1_ag2_m_01,173.0833,179.0463,5.963,"and then he don't wanna take the last tag, and then you say, you take the last tag. Say, no I didn't, then you run and tag him back until",didn't,1,0
DCA_se1_ag2_m_01_1,214,DCA_se1_ag2_m_01,317.314,319.4343,2.1203,"No, I didn't watch t- television last night.",didn't,1,0
DCA_se1_ag2_m_01_1,511,DCA_se1_ag2_m_01,678.1574,680.0331,1.8757,"the good guy, he didn't die.",didn't,1,0
DCA_se1_ag2_m_01_1,675,DCA_se1_ag2_m_01,856.8733,860.0787,3.2054,"he didn't do nothing about it, so after he dug u- after the",didn't,1,0
DCA_se1_ag2_m_01_1,734,DCA_se1_ag2_m_01,930.6138,932.3504,1.7366,"No, other pets, I didn't uh",didn't,1,0
DCA_se1_ag2_m_01_1,736,DCA_se1_ag2_m_01,933.1362,934.2442,1.108,I didn't uh have.,didn't,1,0
DCA_se1_ag2_m_01_1,742,DCA_se1_ag2_m_01,940.7283,946.8235,6.0952,"Well in school, I'll tell you about my subjects there. English class I di- I didn't like too much because it was",didn't,1,0
DCA_se1_ag2_m_01_1,824,DCA_se1_ag2_m_01,1059.7961,1061.8618,2.0657,I didn't really like him and uh,didn't,1,0
DCA_se1_ag2_m_01_1,841,DCA_se1_ag2_m_01,1087.6173,1091.2251,3.6078,"I didn't have to sit in the back of the class, I always sit up front in that class you know?",didn't,1,0
DCA_se1_ag2_m_01_1,1002,DCA_se1_ag2_m_01,1334.0664,1339.5838,5.5174,"And uh, him and I couldn't get along together because I didn't ever did like a person with a nasty attitude, you know because",didn't,1,0
DCA_se1_ag2_m_01_1,1019,DCA_se1_ag2_m_01,1353.7719,1354.7126,0.9407,I didn't ever did like it.,didn't,1,0
DCA_se1_ag2_m_01_1,1077,DCA_se1_ag2_m_01,1429.2736,1430.6982,1.4246,"two or three o'clock, I'm not-",I'm not,1,0
DCA_se1_ag2_m_01_1,1079,DCA_se1_ag2_m_01,1430.8519,1432.2991,1.4472,I'm not positive the time.,I'm not,1,0
DCA_se1_ag2_m_01_1,1265,DCA_se1_ag2_m_01,1698.9603,1703.3595,4.3992,"She- she sho- shot somebody. I don't know really, say I gotta there. I didn't want to know.",didn't,1,0
DCA_se1_ag2_m_01_1,1287,DCA_se1_ag2_m_01,1735.1277,1736.8417,1.714,but I didn't know they was that serious.,didn't,1,0
DCA_se1_ag2_m_01_1,1337,DCA_se1_ag2_m_01,1800.5465,1805.3392,4.7927,"I say, after all, I didn't did anything to you. You came up to me wanna say something. Like, know you",didn't,1,0
DCA_se1_ag3_f_01_1,156,DCA_se1_ag3_f_01,198.6968,202.5436,3.8468,"We ain't really have to say not it real quickly, and the last one that said it,",ain't,1,1
DCA_se1_ag3_f_01_1,476,DCA_se1_ag3_f_01,575.9844,579.9187,3.9343,well I sit down and watch a lot of things with the children. I'm not particularly interested in 'em.,I'm not,1,0
DCA_se1_ag3_f_01_1,551,DCA_se1_ag3_f_01,677.8972,679.7764,1.8792,"Well I didn't go, so it didn't-",didn't,2,0
DCA_se1_ag3_f_01_1,565,DCA_int_03,700.0379,701.4729,1.435,"In other words, you didn't love him!",didn't,1,0
DCA_se1_ag3_f_01_1,568,DCA_se1_ag3_f_01,704.6297,707.91,3.2803,"But- Um- I'm not saying I was a little devil, but",I'm not,1,0
DCA_se1_ag3_f_01_1,577,DCA_int_03,716.8255,718.4937,1.6682,"Oh yeah, I didn't think about that.",didn't,1,0
DCA_se1_ag3_f_01_1,715,DCA_se1_ag3_f_01,875.1698,879.9213,4.7515,"I mean the teacher d- didn't have anything to do with it. You know, whether I liked or disliked her",didn't,1,0
DCA_se1_ag3_f_01_1,729,DCA_se1_ag3_f_01,893.9951,895.6726,1.6775,I haven't the faintest idea.,haven't,1,0
DCA_se1_ag3_f_01_1,762,DCA_int_03,943.1422,947.5895,4.4473,"disadvanages. You know, like maybe your parents didn't finish uh, high school, or something. Who knows.",didn't,1,0
DCA_se1_ag3_f_01_1,776,DCA_se1_ag3_f_01,959.4776,961.4033,1.9257,there isn't anyone that I can say that,isn't,1,0
DCA_se1_ag3_f_01_1,847,DCA_se1_ag3_f_01,1047.0587,1048.3363,1.2776,"You know, we didn't have",didn't,1,0
DCA_se1_ag3_f_01_1,859,DCA_se1_ag3_f_01,1064.0075,1069.5526,5.5451,"if we had a little assignment, it didn't take me more than a half an hour or forty five minutes, and I was through.",didn't,1,0
DCA_se1_ag3_f_01_1,905,DCA_int_03,1123.9629,1127.6862,3.7233,"just didn't like yourself. I mean, it wasn't necessarily she didn't like you, but",didn't,2,0
DCA_se1_ag3_f_01_1,938,DCA_int_03,1173.94,1175.643,1.703,"you know, that they just didn't like at all.",didn't,1,0
DCA_se1_ag3_f_01_1,1258,DCA_int_03,1572.8745,1577.0384,4.1639,"When was that- No, I didn't even come to work there til sixty six. inaudible",didn't,1,0
DCA_se1_ag3_f_01_1,1344,DCA_se1_ag3_f_01,1696.459,1699.8442,3.3852,And I d- I didn't start to work until I was twenty one.,didn't,1,0
DCA_se1_ag3_f_01_1,1390,DCA_se1_ag3_f_01,1766.2079,1767.7134,1.5055,I didn't have a profe-,didn't,1,0
DCA_se1_ag3_f_01_1,1417,DCA_int_03,1806.3913,1809.0088,2.6175,"It isn't? Oh- Yeah, sounds good anyway .",isn't,1,0
DCA_se1_ag3_f_02_1,71,DCA_se1_ag3_f_02,109.1291,111.2043,2.0752,"Oh, I didn't play that until I was about-",didn't,1,0
DCA_se1_ag3_f_02_1,177,DCA_se1_ag3_f_02,283.9508,288.0846,4.1338,"Those that I didn't remember- Normally I bought, you know, the rhyme books",didn't,1,0
DCA_se1_ag3_f_02_1,212,DCA_se1_ag3_f_02,332.3141,335.1148,2.8007,But we didn't have to worry about running with the football.,didn't,1,0
DCA_se1_ag3_f_02_1,263,DCA_se1_ag3_f_02,404.5651,407.567,3.0019,because she had a background that she didn't want him to know about.,didn't,1,0
DCA_se1_ag3_f_02_1,303,DCA_se1_ag3_f_02,464.1978,466.3499,2.1521, I didn't even see that yesterday.,didn't,1,0
DCA_se1_ag3_f_02_1,368,DCA_se1_ag3_f_02,545.0024,547.3825,2.3801,"She hasn't succeeded, but she's still trying.",hasn't,1,0
DCA_se1_ag3_f_02_1,519,DCA_se1_ag3_f_02,770.011,773.7015,3.6905,And they didn't have too much of this going in and out like I have here.,didn't,1,0
DCA_se1_ag3_f_02_1,636,DCA_se1_ag3_f_02,949.3136,951.2046,1.891,"Well normally if she didn't hear you,",didn't,1,0
DCA_se1_ag3_f_02_1,642,DCA_se1_ag3_f_02,957.2961,961.7619,4.4658,"if you did answer her question, and you didn't answer it completely, she would holler at you.",didn't,1,0
DCA_se1_ag3_f_02_1,644,DCA_se1_ag3_f_02,962.1816,965.0663,2.8847,So that's the reason why I say everything cause it didn't really matter,didn't,1,0
DCA_se1_ag3_f_02_1,666,DCA_se1_ag3_f_02,986.012,990.6864,4.6744,"Well during that time, I didn't think it was fair. Well in some ways, now, I still don't think it was.",didn't,1,0
DCA_se1_ag3_f_02_1,675,DCA_se1_ag3_f_02,1012.4378,1016.5392,4.1014,"The best teacher I ever had, I didn't even know she was the best teacher until I-",didn't,1,0
DCA_se1_ag3_f_02_1,767,DCA_se1_ag3_f_02,1173.8505,1177.0343,3.1838,Well I didn't see any of the teachers doing this type thing.,didn't,1,0
DCA_se1_ag3_f_02_1,884,DCA_se1_ag3_f_02,1357.656,1360.1356,2.4796,Or a private practice isn't a bad thing.,isn't,1,0
